Company Name,INC Instruments (Abandoned),All Instruments,Last Rating,Last Status,Last Rating Date,Days Since Last Rating,Urgency,Priority,Sector,INC Instrument Count,Why Target,ACER Pitch Angle,Current Rater
Kashyap Motors India Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-06-02,16,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Sidhbali Paper Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,B,Reaffirmed,2026-06-02,16,LOW,WARM,Paper & Packaging,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Singhal Sheets & Foils Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,2026-06-02,16,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Siwan Tractors Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,C,Reaffirmed,2026-06-02,16,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Sweta Synthetics Pvt. Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,2026-06-02,16,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
V H M Inds. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,D,Reaffirmed,2026-06-02,16,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Bajaj Steels & Inds. Ltd.,Term loans,Term loans,D,Reaffirmed,2026-06-03,15,LOW,WARM,Steel & Metals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Cygnet Industries Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee | Fund based financial facility/instrument | Term loans,B+,Reaffirmed,2026-06-03,15,LOW,WARM,Manufacturing,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
D M R Builders Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-06-03,15,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Haldia Steels Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee | Fund based financial facility/instrument,B+,Reaffirmed,2026-06-03,15,LOW,WARM,Steel & Metals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Jyotirmayee Foods Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B,Reaffirmed,2026-06-03,15,LOW,WARM,Agro & Food,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kisaan Steels Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee | Fund based financial facility/instrument,A 4,Reaffirmed,2026-06-03,15,LOW,WARM,Steel & Metals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Mahalaxmi Polypack Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,BB,Reaffirmed,2026-06-03,15,LOW,WARM,Other,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Nandi International Pvt. Ltd.,Term loans,Term loans,C,Downgraded,2026-06-03,15,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Ras Polytex Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee | Fund based financial facility/instrument | Term loans,A 4,Reaffirmed,2026-06-03,15,LOW,WARM,Other,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
S P R Construction Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Withdrawn,2026-06-03,15,LOW,WARM,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Sharu Steels Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,2026-06-03,15,LOW,WARM,Steel & Metals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Trivedi Corp Pvt. Ltd.,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,A 4,Reaffirmed,2026-06-03,15,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Non-fund-based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Arora Udyog Ltd.,Term loans,Term loans,B-,Downgraded,2026-06-04,14,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Assorted Plastics Pvt. Ltd.,Term loans,Term loans,C,Downgraded,2026-06-04,14,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Baril Marketing Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,C,Reaffirmed,2026-06-04,14,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Himalayan Rolling Steel Inds. Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,2026-06-04,14,LOW,WARM,Steel & Metals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Jalnidhi Bitumen Specialities Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 4,Reaffirmed,2026-06-04,14,LOW,WARM,BFSI,5,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Kiranshree Hotels Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-06-04,14,LOW,WARM,Hotels & Tourism,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kshema Power & Infrastructure Co. Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,A 4,Reaffirmed,2026-06-04,14,LOW,WARM,Infrastructure,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
M J Grain Products Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Downgraded,2026-06-04,14,LOW,WARM,Manufacturing,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Partap Fabrics Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,B,Downgraded,2026-06-04,14,LOW,WARM,Textiles,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Plus Medicare Hospitals Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-06-04,14,LOW,WARM,Healthcare,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Satya Power & Ispat Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,2026-06-04,14,LOW,WARM,Energy,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Stellence Pharmscience Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,2026-06-04,14,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Suyash Chemical & Fertilizer Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee | Fund based financial facility/instrument | Term loans,B+,Reaffirmed,2026-06-04,14,LOW,WARM,Chemicals & Pharma,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
T M I Healthcare Pvt. Ltd.,Term loans,Term loans,C,Downgraded,2026-06-04,14,LOW,WARM,Healthcare,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
A A P Infrastructure Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
A B Crops Pvt. Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
A B Infra Invsts. Pvt. Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
A B S Fujitsu General Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
A B World Trade Pvt. Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Trading & Exports,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
A J S Impex Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
