Company Name,Latest Instrument,Current Rater,Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
R L Steels & Energy Ltd.,Bank Guarantee,CARE,D,2025-09-03,MEDIUM,Steel & Metals,YES,CARE,1,Bank Guarantee | Non-government debt | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
R S P Metaliks Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-11-05,MEDIUM,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Radharaman Stainless Steel Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-12-22,LOW,Steel & Metals,YES,CARE | CRISIL,2,Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rajco Metal Inds. Pvt. Ltd.,Term loans,CRISIL,B,2025-08-14,MEDIUM,Steel & Metals,YES,CRISIL,1,Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rajnandini Metal Ltd.,Term loans,CARE,B,2025-09-17,MEDIUM,Steel & Metals,YES,CARE,1,Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rajuri Steels & T M T Bars Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2026-04-10,LOW,Steel & Metals,YES,ACUITE | CRISIL,2,Bank Guarantee | Long term Loans | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Ramdev Stainless Strips Pvt. Ltd.,Term loans,CRISIL,B,2026-02-05,LOW,Steel & Metals,YES,BRICKWORK | CARE | CRISIL,3,Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Ramkrishna Casting Solutions Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-01-15,LOW,Steel & Metals,YES,CRISIL | ICRA | IND-RA,3,Long term Loans | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Ramsons Castings Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-11-19,MEDIUM,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Ranba Castings Ltd.,Letter Of credit,ACUITE,A 4,2025-10-08,MEDIUM,Steel & Metals,YES,ACUITE,1,Letter Of credit | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Ratan Aluminum Recycling Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-17,LOW,Steel & Metals,YES,BRICKWORK | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rathi Steel & Metal Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-08-14,MEDIUM,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Ratnadeep Metal & Tubes Ltd.,Non-government debt,IND-RA,BB-/A4+,2026-04-28,LOW,Steel & Metals,YES,CRISIL | IND-RA,2,Bank Guarantee | Letter Of credit | Non-fund based working capital limit | Non-government debt | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Riddhi Casting Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-23,MEDIUM,Steel & Metals,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rohit Iron & Steel (India) Pvt. Ltd.,Non-government debt,BRICKWORK,BB+/A4+,2025-07-01,MEDIUM,Steel & Metals,YES,BRICKWORK,1,Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rosha Alloys Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,B+,2025-11-26,MEDIUM,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rukmini Iron Pvt. Ltd.,Term loans,IND-RA,D,2025-12-19,MEDIUM,Steel & Metals,YES,IND-RA,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
S A Iron & Alloys Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-01-28,LOW,Steel & Metals,YES,BRICKWORK | CRISIL | ICRA,3,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
S K A Steel & Power Pvt. Ltd.,Long term Loans,CRISIL,BBB-,2026-02-13,LOW,Steel & Metals,YES,ACUITE | CRISIL,2,Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
S M E Steels Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,2025-07-18,MEDIUM,Steel & Metals,YES,IND-RA,1,Non-fund based working capital limit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
S R S Diecasting Pvt. Ltd.,Long term Loans,ACUITE,B-,2025-10-30,MEDIUM,Steel & Metals,YES,ACUITE,1,Long term Loans | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sacheta Metals Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-06-23,MEDIUM,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Short-term loan,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sagar Metallics Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-02-12,LOW,Steel & Metals,YES,CARE | IND-RA,2,Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sakthi Steel Inds. Ltd.,Term loans,CARE,BB+,2026-03-31,LOW,Steel & Metals,YES,CARE | CRISIL,2,Letter Of credit | Term loans,Initial Rating,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Salasaar Iron & Steels Pvt. Ltd.,Long term Loans,CRISIL,B,2026-01-31,LOW,Steel & Metals,YES,BRICKWORK | CRISIL,2,Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Saluja Steel & Power Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2026-02-27,LOW,Steel & Metals,YES,CARE | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-government debt | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Samrat Forgings Ltd.,Bank Guarantee,CRISIL,A 4+,2025-09-30,MEDIUM,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Samrat Irons Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,Steel & Metals,YES,CRISIL | IND-RA,2,Fund based financial facility/instrument | Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sandeep Lead Alloys (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-10-07,MEDIUM,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sanvijay Rolling & Engg. Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,A 4,2025-12-08,MEDIUM,Steel & Metals,YES,BRICKWORK,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sarva Mangalam Gajanan Steel Pvt. Ltd.,Letter Of credit,CARE,D,2025-08-05,MEDIUM,Steel & Metals,YES,CARE,1,Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sarvottam Rolling Mills Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-03-19,LOW,Steel & Metals,YES,CARE | IND-RA,2,Bank Guarantee | Non-fund based working capital limit | Non-government debt,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Satya Surya Aluminium Inds. Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-18,MEDIUM,Steel & Metals,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Satyam Iron & Steel Co. Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2025-08-21,MEDIUM,Steel & Metals,YES,ACUITE,1,Bank Guarantee | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Savitri Steels & Rerollings Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-31,MEDIUM,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shah Steel Impex Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,D,2025-10-27,MEDIUM,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument | Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shantdeep Metals Pvt. Ltd.,Long term Loans,CRISIL,D,2025-10-20,MEDIUM,Steel & Metals,YES,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shanti Metalfab Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-07-11,MEDIUM,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sharu Special Alloys Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-29,MEDIUM,Steel & Metals,YES,CRISIL,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sharu Steels Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-03-06,LOW,Steel & Metals,YES,BRICKWORK | CRISIL | ICRA,3,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shib Dass Metals Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-08-28,MEDIUM,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shilpa Alloys Pvt. Ltd.,Short-term loan,ACUITE,A 4+,2025-12-09,MEDIUM,Steel & Metals,YES,ACUITE,1,Short-term loan | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shivam Hi-Tech Steels Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-23,LOW,Steel & Metals,YES,CRISIL | ICRA,2,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shivam Iron & Steel Co. Ltd.,Term loans,IND-RA,B-,2025-07-23,MEDIUM,Steel & Metals,YES,IND-RA,1,Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Govardhan Steels Pvt. Ltd.,Term loans,ICRA,B+,2025-07-25,MEDIUM,Steel & Metals,YES,ICRA,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Ponni Lead Alloy Pvt. Ltd.,Term loans,CRISIL,B,2025-07-29,MEDIUM,Steel & Metals,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Prithvi Steel Rolling Mills Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,Steel & Metals,YES,IND-RA,1,Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Shailja Iron & Steels Pvt. Ltd.,Long term Loans,CRISIL,BB+,2025-09-24,MEDIUM,Steel & Metals,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shri Satguru Metalloys Pvt. Ltd.,Term loans,BRICKWORK,C,2025-06-25,MEDIUM,Steel & Metals,YES,BRICKWORK,1,Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shri Shyam Iron & Power Pvt. Ltd.,Term loans,BRICKWORK,C,2025-10-24,MEDIUM,Steel & Metals,YES,BRICKWORK,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
