Company Name,Current Rater,Renewal Due,INC Flag,Sector,Urgency,Why Target,ACER Pitch Angle
Cuttack Agrivet Private Limited,Infomerics,July 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Cyient D L M Ltd.,CRISIL,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Cyient Ltd.,CRISIL,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
D B Corp Ltd.,CARE,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
D B Malls Pvt. Ltd.,CRISIL,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
D B Power Ltd.,ICRA,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
D C B Bank Ltd.,"CARE, CRISIL",July 2026,N,BFSI,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
D C C Infra Projects Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
D C D C Health Services Pvt. Ltd.,IND-RA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
D C M Nouvelle Ltd.,CRISIL,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
D C M Shriram Ltd.,ICRA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
D I C India Ltd.,CRISIL,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
D L F Cyber City Developers Ltd.,"CRISIL, ICRA",July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
D N Homes Pvt. Ltd.,CARE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
D P Jain Dariapur-Jasondhi (Annuity) Road Projects Pvt. Ltd.,CARE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
D R N Infrastructure Pvt. Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
D S Alloys Pvt. Ltd.,CRISIL,July 2026,N,Steel & Metals,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
D S P Finance Pvt. Ltd.,ICRA,September 2026,N,BFSI,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
D T D C Express Ltd.,CRISIL,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
D T L Ancillaries Ltd.,ACUITE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
D&H Secheron Electrodes Private Limited,Infomerics,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
DDLS Paper Mills Private Limited,Infomerics,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
DRS Infratech Private Limited,Infomerics,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
DYP Hospitality Private Ltd,Infomerics,August 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Daawat Foods Ltd.,CRISIL,July 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Daebu Automotive Seat India Pvt. Ltd.,CARE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Dai-Ichi Karkaria Ltd.,CRISIL,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Daimler India Commercial Vehicles Pvt. Ltd.,CRISIL,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Dakshin Gujarat Vij Co. Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Dalavaipuram Renewables Pvt. Ltd.,CRISIL,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Dalmia Bharat Refractories Ltd.,CARE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Dalmia Bharat Sugar & Inds. Ltd.,"CARE, ICRA",July 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Dalmia Cement (Bharat) Ltd.,"CRISIL, ICRA",August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Damodar Ropeways & Infra Limited,Infomerics,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Dar Credit & Capital Ltd.,CARE,August 2026,N,BFSI,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Darshan Extrusions Pvt. Ltd.,CRISIL,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Darshita Infrastructure Pvt. Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Darshita Southern India Happy Homes Pvt. Ltd.,CRISIL,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Dasami Lab Pvt. Ltd.,CARE,September 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Dasha Pharmaceuticals Private Limited,Infomerics,August 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Davat Beverages Pvt. Ltd.,ICRA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Daya Engineering Works Pvt. Ltd.,ICRA,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Dayakara Solar Power Pvt. Ltd.,CRISIL,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Dayanidhi Solar Power Pvt. Ltd.,"CARE, CRISIL",September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Deccan Cements Limited,Infomerics,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Deccan Cements Ltd.,"CARE, CRISIL",July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Deccan Ferro Alloys Pvt. Ltd.,ACUITE,July 2026,N,Steel & Metals,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Deccan Fine Chemicals (India) Pvt. Ltd.,CRISIL,July 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Deccan Mechanical & Chemical Inds. Pvt. Ltd.,CRISIL,July 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Dee Vee Projects Ltd.,CRISIL,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Deep India Enterprises Private Limited,Infomerics,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Deep Industries Ltd.,CARE,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,CRISIL,September 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Deepak Industries Ltd.,ICRA,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Deepak Mining Solutions Ltd.,CRISIL,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Deepak Nitrite Ltd.,ICRA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Deepak Phenolics Ltd.,ICRA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
