Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,Lead Segment,Infrastructure Sub-Sector,Why Target,ACER Pitch Angle,Priority Score
Indrajit Power Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-05-15,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Instapower Ltd.,Letter Of credit,CARE,A 4,2025-06-11,HIGH,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
J R Toll Road Pvt. Ltd.,Term loans,CARE,D,2025-05-16,HIGH,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Jsw Mahanadi Power Co. Ltd.,Term loans,ICRA,D,2025-05-09,HIGH,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
K P L Exports Ltd.,Bank Guarantee,CARE,A 4,2025-06-11,HIGH,Infrastructure,INC — CARE,Port/Airport,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Kridhan Infra Ltd.,Letter Of credit,BRICKWORK,D,2025-06-09,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
L N Malviya Infra Projects Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-28,HIGH,Infrastructure,INC — BRICKWORK,Construction/EPC,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Lakhotia Transport Co. Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-05-14,HIGH,Infrastructure,INC — ICRA,Port/Airport,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Lanco Babandh Power Ltd.,Non-government debt,CARE,D,2025-05-08,HIGH,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Lanco Vidarbha Thermal Power Ltd.,Term loans,CARE,D,2025-05-08,HIGH,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Leel Electricals Ltd.,Non-government debt,CARE,D,2025-06-02,HIGH,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Lingraj Steel & Power Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-06-10,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
M E P Sanjose Arawali Kante Road Pvt. Ltd.,Term loans,ICRA,D,2025-05-23,HIGH,Infrastructure,INC — ICRA,Roads/Highways,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Madhucon Sugar & Power Inds. Ltd.,Term loans,ICRA,D,2025-05-23,HIGH,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Million Exporter Pvt. Ltd.,Term loans,BRICKWORK,C,2025-05-28,HIGH,Infrastructure,INC — BRICKWORK,Port/Airport,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Mittal Infrastructure Pvt. Ltd.,Bank Guarantee,CARE,D,2025-05-26,HIGH,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Mumbai Metro One Pvt. Ltd.,Long term Loans,BRICKWORK,D,2025-05-12,HIGH,Infrastructure,INC — BRICKWORK,Urban/Metro,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Mytrah Advaith Power Pvt. Ltd.,Term loans,BRICKWORK,BB,2025-05-16,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
N M Pekhale Infra Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-06-03,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Nirman Infra-Steel Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-05-22,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Northern Electric Cables Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,2025-05-06,HIGH,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
P V Power Technologies Pvt. Ltd.,Term loans,CARE,BB-,2025-06-06,HIGH,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Patwari Electricals Pvt. Ltd.,Non-government debt,CARE,C/A4,2025-06-10,HIGH,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Peaton Electrical Co. Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-30,HIGH,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Primuss Metroll Ltd.,Term loans,BRICKWORK,C,2025-05-30,HIGH,Infrastructure,INC — BRICKWORK,Urban/Metro,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Pyro Electric Instruments Goa Pvt. Ltd.,Term loans,CARE,B,2025-05-30,HIGH,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
R E Infra Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-06-04,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Rake Power Ltd.,Term loans,BRICKWORK,D,2025-05-27,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Ram Fashion Exports Pvt. Ltd.,Term loans,CRISIL,D,2025-05-14,HIGH,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Rapid Metrorail Gurgaon Ltd.,Term loans,ICRA,D,2025-05-14,HIGH,Infrastructure,INC — ICRA,Urban/Metro,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Rapid Metrorail Gurgaon South Ltd.,Term loans,ICRA,D,2025-05-14,HIGH,Infrastructure,INC — ICRA,Urban/Metro,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Sadbhav Bangalore Highway Pvt. Ltd.,Term loans,CARE,D,2025-05-16,HIGH,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Sadguru Infratech Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-28,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Saket Infraprojects Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-23,HIGH,Infrastructure,INC — BRICKWORK,Construction/EPC,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Shalaka Infra-Tech (India) Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-06-09,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Shree Shankar Vijay Timber Exports Pvt. Ltd.,Bank Guarantee,CARE,D,2025-05-14,HIGH,Infrastructure,INC — CARE,Port/Airport,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Shree Somnath Iron & Power Pvt. Ltd.,Term loans,ICRA,B+,2025-05-23,HIGH,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Shreem Electric Ltd.,Bank Guarantee,CARE,A 4,2025-05-16,HIGH,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Shyam Indus Power Solutions Pvt. Ltd.,Bank Guarantee,BRICKWORK,BB-,2025-06-06,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Siby Mining & Infrastructure Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-29,HIGH,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Sivanssh Infrastructure Devp. Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-06-11,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Skyway Infraprojects Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2025-05-16,HIGH,Infrastructure,INC — ACUITE,Construction/EPC,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Star Iris Exports Pvt. Ltd.,Long term Loans,CRISIL,B,2025-06-12,HIGH,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Sudha Bio Power Pvt. Ltd.,Term loans,ICRA,B+,2025-05-28,HIGH,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Sumaja Electroinfra Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-06-02,HIGH,Infrastructure,INC — ACUITE,General Infrastructure,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Supra Steel & Power Pvt. Ltd.,Term loans,ACUITE,C,2025-05-19,HIGH,Infrastructure,INC — ACUITE,Power/Energy,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Sutapa International Exports Pvt. Ltd.,Term loans,CRISIL,B+,2025-05-26,HIGH,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Svarrnim Infrastructures Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-05-23,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Swaraj Green Power & Fuel Ltd.,Term loans,BRICKWORK,B+,2025-06-10,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Trans-Fab Power India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-05-26,HIGH,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Trualt Bioenergy Ltd.,Term loans,ACUITE,BB+,2025-06-09,HIGH,Infrastructure,INC — ACUITE,Power/Energy,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Vasundhara Power & Infrastructure Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-05-27,HIGH,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
