Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Days Since (Jun 25),Amount Cr,Sector
Relemac Technologies Pvt. Ltd.,CARE,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,2.5,IT/Technology
Relemac Technologies Pvt. Ltd.,CARE,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,2.5,IT/Technology
Relemac Technologies Pvt. Ltd.,CARE,NCD/Bond,A 4,10-04-2026,LOW,LOW,MEDIUM,76,8.5,IT/Technology
Relemac Technologies Pvt. Ltd.,CARE,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,0.06,IT/Technology
Reliable Hitech Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,13.0,Construction
Renaatus Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,217.0,Other
Renaatus Projects Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-04-2026,LOW,LOW,MEDIUM,63,20.0,Other
Richfield Fertilisers Ltd.,CRISIL,Letter of Credit,A 4,30-04-2026,LOW,LOW,MEDIUM,56,2.75,Agro/Food
Right Tight Fastners Pvt. Ltd.,CRISIL,Letter of Credit,A 4,29-04-2026,LOW,LOW,MEDIUM,57,6.0,Other
Right Tight Fastners Pvt. Ltd.,CRISIL,Term Loan,B,29-04-2026,LOW,LOW,MEDIUM,57,406.52,Other
Right Tight Fastners Pvt. Ltd.,CRISIL,Term Loan,B,29-04-2026,LOW,LOW,MEDIUM,57,22.98,Other
Rikhabchand Sohanlall Ltd.,CRISIL,Letter of Credit,A 4,29-04-2026,LOW,LOW,MEDIUM,57,5.0,Other
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,29-04-2026,LOW,LOW,MEDIUM,57,7.0,Steel & Metals
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,Term Loan,BB,29-04-2026,LOW,LOW,MEDIUM,57,9.0,Steel & Metals
Rishi Auto Sales Pvt. Ltd.,BRICKWORK,Fund-Based,C,10-04-2026,LOW,LOW,MEDIUM,76,12.0,Automobiles
Rockdrill Projects Pvt. Ltd.,CARE,Bank Guarantee,A 4,22-04-2026,LOW,LOW,MEDIUM,64,32.0,Other
Rohan Dyes & Intermediates Ltd.,BRICKWORK,Bank Guarantee,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,,Chemicals/Pharma
Rohan Dyes & Intermediates Ltd.,BRICKWORK,Letter of Credit,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,4.0,Chemicals/Pharma
Rohan Dyes & Intermediates Ltd.,BRICKWORK,Non-Fund-Based,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,0.25,Chemicals/Pharma
Rohan Dyes & Intermediates Ltd.,ACUITE,Letter of Credit,A 4,24-04-2026,LOW,LOW,MEDIUM,62,4.0,Chemicals/Pharma
Rohan Dyes & Intermediates Ltd.,ACUITE,Term Loan,A 4,24-04-2026,LOW,LOW,MEDIUM,62,0.25,Chemicals/Pharma
Rohan Dyes & Intermediates Ltd.,ACUITE,Term Loan,C,24-04-2026,LOW,LOW,MEDIUM,62,32.0,Chemicals/Pharma
Rolex Processors Pvt. Ltd.,CARE,Term Loan,B-,15-04-2026,LOW,LOW,MEDIUM,71,25.17,Other
Ronch Polymers Pvt. Ltd.,CARE,Bank Guarantee,A 2,10-04-2026,LOW,LOW,MEDIUM,76,21.5,Chemicals/Pharma
Ronch Polymers Pvt. Ltd.,CARE,Bank Guarantee,A 2,10-04-2026,LOW,LOW,MEDIUM,76,5.15,Chemicals/Pharma
Ronch Polymers Pvt. Ltd.,CARE,Term Loan,BBB+,10-04-2026,LOW,LOW,MEDIUM,76,,Chemicals/Pharma
Rudra Ecovation Ltd.,CARE,Letter of Credit,D,17-04-2026,LOW,LOW,MEDIUM,69,5.0,Other
Rudra Ecovation Ltd.,CARE,Term Loan,D,17-04-2026,LOW,LOW,MEDIUM,69,7.0,Other
S B W Udyog Ltd.,CARE,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,5.0,Other
S B W Udyog Ltd.,CARE,Term Loan,BB-,09-04-2026,LOW,LOW,MEDIUM,77,13.1,Other
S C T Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,15.0,Other
S D M Projects Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,7.0,Other
S J B Automobiles Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,14-04-2026,LOW,LOW,MEDIUM,72,6.05,Automobiles
S J B Automobiles Pvt. Ltd.,ACUITE,Term Loan,B-,14-04-2026,LOW,LOW,MEDIUM,72,3.0,Automobiles
S J S Healthcare Ltd.,CRISIL,Term Loan,BB-,14-04-2026,LOW,LOW,MEDIUM,72,20.0,Healthcare
S J S Healthcare Ltd.,CRISIL,Term Loan,BB-,14-04-2026,LOW,LOW,MEDIUM,72,5.0,Healthcare
S K S Power Generation (Chhattisgarh) Ltd.,ICRA,Non-Fund-Based,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,535.0,Energy
S K S Power Generation (Chhattisgarh) Ltd.,ICRA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,1600.0,Energy
S K Translines Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,10.33,Other
S M Interior Pvt. Ltd.,CARE,Bank Guarantee,D,28-04-2026,LOW,LOW,MEDIUM,58,30.0,Other
S M Interior Pvt. Ltd.,CARE,Term Loan,D,28-04-2026,LOW,LOW,MEDIUM,58,2.0,Other
S M Interior Pvt. Ltd.,CRISIL,Bank Guarantee,D,29-04-2026,LOW,LOW,MEDIUM,57,2.7,Other
S M Interior Pvt. Ltd.,CRISIL,Fund-Based,D,29-04-2026,LOW,LOW,MEDIUM,57,0.3,Other
S M J Eximp Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,10.0,Other
S M J Eximp Ltd.,CRISIL,Letter of Credit,A 4,28-04-2026,LOW,LOW,MEDIUM,58,40.0,Other
S N S Infracon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,32.5,Construction
S O W I L Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,8.04,Other
S P G Multi Trade Pvt. Ltd.,ACUITE,Letter of Credit,D,06-04-2026,LOW,LOW,MEDIUM,80,50.0,Trading/Exports
S P G V Petrochem (India) Pvt. Ltd.,CARE,NCD/Bond,D,13-04-2026,LOW,LOW,MEDIUM,73,20.0,Chemicals/Pharma
S P G V Petrochem (India) Pvt. Ltd.,CARE,NCD/Bond,D,13-04-2026,LOW,LOW,MEDIUM,73,4.8,Chemicals/Pharma
S Pal Enterprises Pvt. Ltd.,CARE,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,5.5,Other
S Pal Enterprises Pvt. Ltd.,CARE,Letter of Credit,A 4,23-04-2026,LOW,LOW,MEDIUM,63,5.0,Other
S Pal Enterprises Pvt. Ltd.,CARE,Term Loan,B-,23-04-2026,LOW,LOW,MEDIUM,63,2.69,Other
S R Foils & Tissue Ltd.,CRISIL,Letter of Credit,D,30-04-2026,LOW,LOW,MEDIUM,56,120.0,Other
S R Foils & Tissue Ltd.,CRISIL,Term Loan,D,30-04-2026,LOW,LOW,MEDIUM,56,76.0,Other
S R M Power Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,22.72,Energy
S S Agri Business Pvt. Ltd.,CARE,Term Loan,B-,13-04-2026,LOW,LOW,MEDIUM,73,5.93,Other
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,07-04-2026,LOW,LOW,MEDIUM,79,7.0,Construction
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Term Loan,C,07-04-2026,LOW,LOW,MEDIUM,79,1.48,Construction
S S Civil Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,6.0,Construction
S S Fruits Intl. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,10.5,Other
S S G Pharma Pvt. Ltd.,ACUITE,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,7.0,Chemicals/Pharma
S S G Pharma Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,10.4,Chemicals/Pharma
S S K Infotech Pvt. Ltd.,ACUITE,Term Loan,D,07-04-2026,LOW,LOW,MEDIUM,79,15.0,IT/Technology
S S V Spinners Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,30.7,Other
S V Agro Foods Pvt. Ltd.,BRICKWORK,Term Loan,C,07-04-2026,LOW,LOW,MEDIUM,79,2.39,Agro/Food
S V E Drilling Tools Pvt. Ltd.,CARE,Term Loan,B-,28-04-2026,LOW,LOW,MEDIUM,58,10.0,Other
S V M Motors Pvt. Ltd.,ACUITE,Term Loan,B-,28-04-2026,LOW,LOW,MEDIUM,58,2.65,Automobiles
S V R Drugs Pvt. Ltd.,ICRA,Non-Fund-Based,B+,24-04-2026,LOW,LOW,MEDIUM,62,2.5,Chemicals/Pharma
S V R Drugs Pvt. Ltd.,ICRA,Term Loan,B+,24-04-2026,LOW,LOW,MEDIUM,62,5.48,Chemicals/Pharma
S V R Laboratories Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,24-04-2026,LOW,LOW,MEDIUM,62,1.9,Healthcare
S V R Laboratories Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-04-2026,LOW,LOW,MEDIUM,62,5.1,Healthcare
Saam Textiles Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-04-2026,LOW,LOW,MEDIUM,58,2.0,Construction
Saam Textiles Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,0.65,Construction
Sab Media Networks Pvt. Ltd.,ACUITE,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,100.0,IT/Technology
Sadbhav Vidarbha Highway Ltd.,CARE,Term Loan,D,17-04-2026,LOW,LOW,MEDIUM,69,514.0,Other
Safal Flexibond Pvt. Ltd.,CRISIL,Term Loan,D,28-04-2026,LOW,LOW,MEDIUM,58,1.0,Other
Safal Seeds & Biotech Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,2.0,Agro/Food
Safe & Secure Logistic Pvt. Ltd.,CARE,Bank Guarantee,A 4,14-04-2026,LOW,LOW,MEDIUM,72,0.5,Logistics
Saffron Lifestyle Traders Pvt. Ltd.,CRISIL,Term Loan,B,29-04-2026,LOW,LOW,MEDIUM,57,3.0,Trading/Exports
Sahara Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,12.25,Manufacturing
Sahib Tradelinks Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,10.0,Paper/Packaging
Sahib Tradelinks Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,0.25,Paper/Packaging
Saiyed Paper Mills Ltd.,ACUITE,Term Loan,D,16-04-2026,LOW,LOW,MEDIUM,70,0.34,Paper/Packaging
Saiyed Paper Mills Ltd.,ACUITE,Term Loan,D,16-04-2026,LOW,LOW,MEDIUM,70,5.91,Paper/Packaging
Saka Embroidery Pvt. Ltd.,CARE,Term Loan,D,21-04-2026,LOW,LOW,MEDIUM,65,5.58,Other
Salasar Agropanel Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,12.5,Agro/Food
Salet Seafoods Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-04-2026,LOW,LOW,MEDIUM,56,2.45,Agro/Food
Samay Project Services Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,6.25,Other
Samay Project Services Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,1.65,Other
Samrakshana Electricals Ltd.,CRISIL,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,1.75,Energy
Samrakshana Electricals Ltd.,CRISIL,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,4.0,Energy
Samrakshana Electricals Ltd.,CRISIL,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,27.12,Energy
Samrat Irons Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,67.25,Steel & Metals
Samruddhi Industries Ltd.,ACUITE,Letter of Credit,A 4,16-04-2026,LOW,LOW,MEDIUM,70,15.0,Other
Samruddhi Industries Ltd.,ACUITE,Term Loan,B,16-04-2026,LOW,LOW,MEDIUM,70,4.0,Other
Samruddhi Industries Ltd.,ACUITE,Term Loan,A 4,16-04-2026,LOW,LOW,MEDIUM,70,2.0,Other
Samruddhi Industries Ltd.,ACUITE,Term Loan,B,16-04-2026,LOW,LOW,MEDIUM,70,7.18,Other
Sandwoods Infratech Projects Pvt. Ltd.,BRICKWORK,Term Loan,D,08-04-2026,LOW,LOW,MEDIUM,78,35.4,Construction
Sanei Motors Pvt. Ltd.,CRISIL,Fund-Based,B,28-04-2026,LOW,LOW,MEDIUM,58,14.0,Automobiles
Sangam Rice Pvt. Ltd.,CRISIL,Fund-Based,B,28-04-2026,LOW,LOW,MEDIUM,58,11.0,Agro/Food
Sangam Rice Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,0.55,Agro/Food
Sangam Rice Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,1.45,Agro/Food
Sangita Sales Pvt. Ltd.,BRICKWORK,Fund-Based,B+,08-04-2026,LOW,LOW,MEDIUM,78,12.8,Other
Sangita Sales Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,08-04-2026,LOW,LOW,MEDIUM,78,,Other
Sangram Auto Components Pvt. Ltd.,CRISIL,Fund-Based,B,28-04-2026,LOW,LOW,MEDIUM,58,15.0,Manufacturing
Saravana Stores Gold Palace Pvt. Ltd.,ACUITE,Term Loan,D,09-04-2026,LOW,LOW,MEDIUM,77,20.0,Jewellery/Gems
Saravana Stores Gold Palace Pvt. Ltd.,ACUITE,Term Loan,D,09-04-2026,LOW,LOW,MEDIUM,77,50.0,Jewellery/Gems
Sarvodaya Polymers Pvt. Ltd.,ICRA,Term Loan,B+,29-04-2026,LOW,LOW,MEDIUM,57,5.0,Chemicals/Pharma
Saswad Mali Sugar Factory Ltd.,CRISIL,Term Loan,B-,28-04-2026,LOW,LOW,MEDIUM,58,88.53,Agro/Food
Sathy Silks Pvt. Ltd.,CARE,Term Loan,BB+,15-04-2026,LOW,LOW,MEDIUM,71,114.85,Textiles
Satia Synthetics Ltd.,ACUITE,Bank Guarantee,D,13-04-2026,LOW,LOW,MEDIUM,73,1.5,Other
Satia Synthetics Ltd.,ACUITE,Letter of Credit,D,13-04-2026,LOW,LOW,MEDIUM,73,17.0,Other
Satia Synthetics Ltd.,ACUITE,Term Loan,D,13-04-2026,LOW,LOW,MEDIUM,73,22.62,Other
Sattva Engineering Construction Ltd.,BRICKWORK,Bank Guarantee,A 4,01-04-2026,LOW,MEDIUM,MEDIUM,85,27.5,Construction
Satya Power & Ispat Ltd.,BRICKWORK,Bank Guarantee,A 4,06-04-2026,LOW,LOW,MEDIUM,80,,Energy
Satya Power & Ispat Ltd.,BRICKWORK,Letter of Credit,A 4,06-04-2026,LOW,LOW,MEDIUM,80,15.0,Energy
Savair Energy Ltd.,CARE,NCD/Bond,D,09-04-2026,LOW,LOW,MEDIUM,77,47.0,Energy
Seftech India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,29-04-2026,LOW,LOW,MEDIUM,57,20.0,IT/Technology
Seftech India Pvt. Ltd.,CRISIL,Term Loan,B,29-04-2026,LOW,LOW,MEDIUM,57,5.0,IT/Technology
Senbo Engineering Ltd.,CARE,Bank Guarantee,D,10-04-2026,LOW,LOW,MEDIUM,76,24.68,Manufacturing
Senbo Engineering Ltd.,CARE,Bank Guarantee,D,10-04-2026,LOW,LOW,MEDIUM,76,157.32,Manufacturing
Seshsayi Foods Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,49.02,Agro/Food
Seven Seas Distillery Pvt. Ltd.,CARE,Bank Guarantee,B,17-04-2026,LOW,LOW,MEDIUM,69,0.13,Other
Sevenhills Healthcare Pvt. Ltd.,CRISIL,Term Loan,D,30-04-2026,LOW,LOW,MEDIUM,56,106.81,Healthcare
Sevenhills Healthcare Pvt. Ltd.,CRISIL,Term Loan,D,30-04-2026,LOW,LOW,MEDIUM,56,56.44,Healthcare
Sevenhills Healthcare Pvt. Ltd.,CRISIL,Term Loan,D,30-04-2026,LOW,LOW,MEDIUM,56,510.11,Healthcare
Sew Bellary Highways Ltd.,BRICKWORK,Term Loan,B,01-04-2026,LOW,MEDIUM,MEDIUM,85,27.43,Other
Sew Infrastructure Ltd.,BRICKWORK,Fund-Based,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,600.0,Construction
Sew Infrastructure Ltd.,BRICKWORK,Non-Fund-Based,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,2800.0,Construction
Shah Group Builders Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,135.0,Construction
Shakti Apifoods Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,29-04-2026,LOW,LOW,MEDIUM,57,5.0,Agro/Food
Shakti Apifoods Pvt. Ltd.,ACUITE,Term Loan,BB,29-04-2026,LOW,LOW,MEDIUM,57,0.32,Agro/Food
Shakti Apifoods Pvt. Ltd.,ACUITE,Term Loan,BB,29-04-2026,LOW,LOW,MEDIUM,57,4.68,Agro/Food
Shakti Hormann Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,22-04-2026,LOW,LOW,MEDIUM,64,24.0,Other
Shalimar Works (1980) Ltd.,CRISIL,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,14.0,Other
Shalimar Works (1980) Ltd.,CRISIL,Term Loan,C,10-04-2026,LOW,LOW,MEDIUM,76,39.75,Other
Shalivahana Wind Energy Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,7.06,Energy
Shamanur Sugars Ltd.,BRICKWORK,Bank Guarantee,A 4,01-04-2026,LOW,MEDIUM,MEDIUM,85,2.73,Agro/Food
Shanmugappriya Textiles Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,0.1,Construction
Shimnit India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,8.5,Other
Shimnit India Pvt. Ltd.,CRISIL,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,1.0,Other
Shinde Developers Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,53.0,Construction
Shining Engineers & Founders Pvt. Ltd.,CRISIL,Letter of Credit,A 4,27-04-2026,LOW,LOW,MEDIUM,59,1.5,Manufacturing
Shining Engineers & Founders Pvt. Ltd.,CRISIL,Term Loan,B,27-04-2026,LOW,LOW,MEDIUM,59,0.78,Manufacturing
Shining Engineers & Founders Pvt. Ltd.,CRISIL,Term Loan,B,27-04-2026,LOW,LOW,MEDIUM,59,4.72,Manufacturing
Shiv Edibles Ltd.,CARE,Fund-Based,B-,10-04-2026,LOW,LOW,MEDIUM,76,40.0,Other
Shiv Gorakh Timber Pvt. Ltd.,ACUITE,Letter of Credit,A 4,09-04-2026,LOW,LOW,MEDIUM,77,10.0,Other
Shiv Gorakh Timber Pvt. Ltd.,ACUITE,Term Loan,C,09-04-2026,LOW,LOW,MEDIUM,77,1.0,Other
Shiva Industrial Security Agency (Gujarat) Ltd.,CARE,Bank Guarantee,D,27-04-2026,LOW,LOW,MEDIUM,59,2.5,Manufacturing
Shiva Industrial Security Agency (Gujarat) Ltd.,CARE,NCD/Bond,D,27-04-2026,LOW,LOW,MEDIUM,59,14.0,Manufacturing
Shiva Speciality Yarns Ltd.,CARE,Bank Guarantee,D,06-04-2026,LOW,LOW,MEDIUM,80,1.0,Textiles
Shiva Speciality Yarns Ltd.,CARE,Term Loan,D,06-04-2026,LOW,LOW,MEDIUM,80,29.97,Textiles
Shiva-Parvati Poultry Feed Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,41.07,Agro/Food
Shivani Trendz Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,20.0,Other
Shivank Udyog Ltd.,CRISIL,Non-Fund-Based,A 4,23-04-2026,LOW,LOW,MEDIUM,63,0.8,Other
Shivmahal Textiles Pvt. Ltd.,CARE,Term Loan,B-,20-04-2026,LOW,LOW,MEDIUM,66,3.77,Construction
Shivmani Exports Pvt. Ltd.,CARE,Bank Guarantee,B,06-04-2026,LOW,LOW,MEDIUM,80,0.4,Logistics
Shoe Technik Intl. Corpn. Ltd.,CARE,Bank Guarantee,B-,21-04-2026,LOW,LOW,MEDIUM,65,0.25,IT/Technology
Shree Bharat Motors Ltd.,CARE,Term Loan,D,29-04-2026,LOW,LOW,MEDIUM,57,10.56,Automobiles
Shree Bharka (India) Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,24.0,Other
Shree Dulichand Chemicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,7.5,Chemicals/Pharma
Shree Hari Infraprojects Pvt. Ltd.,CARE,Letter of Credit,A 4,16-04-2026,LOW,LOW,MEDIUM,70,17.0,Construction
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-04-2026,LOW,LOW,MEDIUM,70,6.5,Construction
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-04-2026,LOW,LOW,MEDIUM,70,73.5,Construction
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-04-2026,LOW,LOW,MEDIUM,70,323.0,Construction
Shree Hari Spintex Ltd.,CARE,Bank Guarantee,A 4,13-04-2026,LOW,LOW,MEDIUM,73,0.5,Other
Shree Hari Spintex Ltd.,CARE,Term Loan,B-,13-04-2026,LOW,LOW,MEDIUM,73,3.92,Other
Shree Ishan Equipment Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,24-04-2026,LOW,LOW,MEDIUM,62,37.5,Manufacturing
Shree Ishan Equipment Pvt. Ltd.,CRISIL,Fund-Based,B-,24-04-2026,LOW,LOW,MEDIUM,62,6.0,Manufacturing
Shree Maheshwar Hydel Power Corpn. Ltd.,CARE,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,451.0,Energy
Shree Naman Securities & Finance Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,03-04-2026,LOW,MEDIUM,MEDIUM,83,10.5,BFSI
Shree Naman Securities & Finance Pvt. Ltd.,BRICKWORK,Fund-Based,C,03-04-2026,LOW,MEDIUM,MEDIUM,83,2.0,BFSI
Shree Ram Proteins Ltd.,ICRA,Bank Guarantee,D,24-04-2026,LOW,LOW,MEDIUM,62,0.1,Other
Shree Ram Proteins Ltd.,ICRA,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,6.15,Other
Shree Ram Shipping Inds. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,03-04-2026,LOW,MEDIUM,MEDIUM,83,100.0,Logistics
Shree Ram Shipping Inds. Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,03-04-2026,LOW,MEDIUM,MEDIUM,83,,Logistics
Shree Ram Vessel Scrap Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,03-04-2026,LOW,MEDIUM,MEDIUM,83,4.0,Other
Shree Ram Vessel Scrap Pvt. Ltd.,BRICKWORK,NCD/Bond,BB/A4,03-04-2026,LOW,MEDIUM,MEDIUM,83,370.0,Other
Shree Saishraddha Cements Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,20.0,Construction
Shree Sant Kripa Appliances Pvt. Ltd.,ACUITE,Letter of Credit,D,07-04-2026,LOW,LOW,MEDIUM,79,20.0,IT/Technology
Shreejee Sarees Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,9.0,Other
Shreeji Infrastructure India Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,199.0,Construction
Shreela Diamonds & Jewels Pvt. Ltd.,CRISIL,Term Loan,A 4,28-04-2026,LOW,LOW,MEDIUM,58,6.0,Jewellery/Gems
Shreyans Oils Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-04-2026,LOW,LOW,MEDIUM,59,2.5,Other
Shri Govindaraja Mills Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,153.08,Other
Shri Govindaraja Mills Pvt. Ltd.,BRICKWORK,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,159.33,Other
Shri Jatadhari Rice Mill Pvt. Ltd. [Merged],ACUITE,Bank Guarantee,A 4+,02-04-2026,LOW,MEDIUM,MEDIUM,84,4.1,Agro/Food
Shri Jatadhari Rice Mill Pvt. Ltd. [Merged],ACUITE,Term Loan,A 4+,02-04-2026,LOW,MEDIUM,MEDIUM,84,2.0,Agro/Food
Shri Jatadhari Rice Mill Pvt. Ltd. [Merged],ACUITE,Term Loan,BB-,02-04-2026,LOW,MEDIUM,MEDIUM,84,15.0,Agro/Food
Shri Kannan Departmental Store Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,81.17,Other
Shri Mahabir Dyeing & Prtg. Mills Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,30.0,Chemicals/Pharma
Shri Mahavir Iron & Steel Pvt. Ltd.,CARE,Term Loan,BB-,27-04-2026,LOW,LOW,MEDIUM,59,28.0,Steel & Metals
Shri Ram Autotech Pvt. Ltd.,CARE,Fund-Based,D,14-04-2026,LOW,LOW,MEDIUM,72,2.0,IT/Technology
Shri Veerganapathi Steels Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,17-04-2026,LOW,LOW,MEDIUM,69,5.0,Steel & Metals
Shri Veerganapathi Steels Pvt. Ltd.,ACUITE,Letter of Credit,A 4,17-04-2026,LOW,LOW,MEDIUM,69,10.0,Steel & Metals
Shriniwasa Proteins Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,82.0,Other
Shrishti Eletromech Pvt. Ltd.,CRISIL,Term Loan,B,29-04-2026,LOW,LOW,MEDIUM,57,1.41,Other
Shrishti Eletromech Pvt. Ltd.,CRISIL,Term Loan,B,29-04-2026,LOW,LOW,MEDIUM,57,9.19,Other
