Company Name,Agency,Instrument Type,Rating,Rating Date,Days Since (Jun 25),Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Amount Cr,Sector,Why Target
J P Motor Pvt. Ltd.,IND-RA,Term Loan,B-,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,12.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
J S K Corporation Pvt. Ltd.,IND-RA,Term Loan,B-,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,9.7,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jai Buildcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,8.2,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jai Gears Pvt. Ltd.,CRISIL,Fund-Based,B,20-Apr-2026,66,LOW,LOW,MEDIUM,2.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jai Gears Pvt. Ltd.,CRISIL,Letter of Credit,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,3.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jai Kar Techno Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,2.95,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jai Kar Techno Pvt. Ltd.,ACUITE,Fund-Based,A 4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,6.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jai Mata Bala Sundari Steels Pvt. Ltd.,CRISIL,Fund-Based,B,20-Apr-2026,66,LOW,LOW,MEDIUM,2.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jaipur Jewels Global Ltd.,ACUITE,Bank Guarantee,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,25.0,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jaipur Rugs Co. Ltd.,ICRA,NCD/Bond,A 4,22-Apr-2026,64,LOW,LOW,MEDIUM,60.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jajoo Surgicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,7.96,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jalan Transolutions (India) Ltd.,CARE,Term Loan,D,15-Apr-2026,71,LOW,LOW,MEDIUM,13.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-Apr-2026,80,LOW,LOW,MEDIUM,,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-Apr-2026,80,LOW,LOW,MEDIUM,1.35,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Fund-Based,B+,06-Apr-2026,80,LOW,LOW,MEDIUM,,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,06-Apr-2026,80,LOW,LOW,MEDIUM,5.55,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,06-Apr-2026,80,LOW,LOW,MEDIUM,,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
James Retail Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,13.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jayachandran Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,2.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jayachandran Industries Pvt. Ltd.,CRISIL,Term Loan,B,09-Apr-2026,77,LOW,LOW,MEDIUM,5.35,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jayachandran Industries Pvt. Ltd.,CRISIL,Term Loan,B,09-Apr-2026,77,LOW,LOW,MEDIUM,1.25,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jenam Enterprises Pvt. Ltd.,CRISIL,Letter of Credit,D,20-Apr-2026,66,LOW,LOW,MEDIUM,7.75,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jenam Enterprises Pvt. Ltd.,CRISIL,Term Loan,D,20-Apr-2026,66,LOW,LOW,MEDIUM,2.25,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jindal Wood Products Pvt. Ltd.,IND-RA,NCD/Bond,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,15.97,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Jiya Agro Pvt. Ltd.,CRISIL,Term Loan,D,20-Apr-2026,66,LOW,LOW,MEDIUM,31.75,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Joshi Automobiles Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,03-Apr-2026,83,LOW,MEDIUM,MEDIUM,0.1,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Joyguru Cold Storage Pvt. Ltd.,CARE,Bank Guarantee,A 4,15-Apr-2026,71,LOW,LOW,MEDIUM,0.07,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Junna Solar Systems Ltd.,CRISIL,Letter of Credit,A 4,17-Apr-2026,69,LOW,LOW,MEDIUM,31.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Junna Solar Systems Ltd.,CRISIL,Term Loan,B,17-Apr-2026,69,LOW,LOW,MEDIUM,45.44,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Just Textiles Ltd.,CRISIL,Fund-Based,B,10-Apr-2026,76,LOW,LOW,MEDIUM,0.5,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Just Textiles Ltd.,CRISIL,Letter of Credit,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,1.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Just Textiles Ltd.,CRISIL,Term Loan,B,10-Apr-2026,76,LOW,LOW,MEDIUM,6.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K B K Biotech Pvt. Ltd.,CARE,NCD/Bond,BB/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,76.78,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K B K Biotech Pvt. Ltd.,CARE,NCD/Bond,BB/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,1.0,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K B K Biotech Pvt. Ltd.,CARE,Term Loan,BB,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,138.22,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K B K Biotech Pvt. Ltd.,ICRA,Bank Guarantee,A 4,29-Apr-2026,57,LOW,LOW,MEDIUM,1.0,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K B K Biotech Pvt. Ltd.,ICRA,Term Loan,B+,29-Apr-2026,57,LOW,LOW,MEDIUM,60.0,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K B S C Auto Pvt. Ltd.,CARE,Fund-Based,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,50.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K B S C Auto Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-Apr-2026,58,LOW,LOW,MEDIUM,0.5,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K D Supply Chain Solutions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,1.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K D Supply Chain Solutions Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,0.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K D Supply Chain Solutions Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,10.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K G Flexx Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,14.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K G Flexx Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,0.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K G Flexx Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,318.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K G N Motors Pvt. Ltd.,CARE,Term Loan,D,08-Apr-2026,78,LOW,LOW,MEDIUM,4.89,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K G S Sugar & Infra Corpn. Ltd.,ICRA,NCD/Bond,D,16-Apr-2026,70,LOW,LOW,MEDIUM,69.86,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K G S Sugar & Infra Corpn. Ltd.,ICRA,Term Loan,D,16-Apr-2026,70,LOW,LOW,MEDIUM,210.81,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K I Z Foods Pvt. Ltd.,BRICKWORK,Term Loan,C,08-Apr-2026,78,LOW,LOW,MEDIUM,0.63,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K K V Agro Powers Ltd.,ICRA,Term Loan,BB+,29-Apr-2026,57,LOW,LOW,MEDIUM,1.39,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K M Toll Road Pvt. Ltd.,BRICKWORK,Fund-Based,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K M Toll Road Pvt. Ltd.,BRICKWORK,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,481.03,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K Mohan & Co. (Exports) Pvt. Ltd.,ICRA,NCD/Bond,D,17-Apr-2026,69,LOW,LOW,MEDIUM,3.5,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K N K Construction Pvt. Ltd.,ICRA,Non-Fund-Based,D,17-Apr-2026,69,LOW,LOW,MEDIUM,40.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K N K Construction Pvt. Ltd.,ICRA,NCD/Bond,D,17-Apr-2026,69,LOW,LOW,MEDIUM,5.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K N Singh Infratech Pvt. Ltd.,CARE,Bank Guarantee,A 4,16-Apr-2026,70,LOW,LOW,MEDIUM,3.25,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K N Singh Infratech Pvt. Ltd.,CARE,Term Loan,B-,16-Apr-2026,70,LOW,LOW,MEDIUM,0.19,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K O S C Industries Pvt. Ltd.,ACUITE,Letter of Credit,D,14-Apr-2026,72,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K O S C Industries Pvt. Ltd.,ACUITE,Term Loan,D,14-Apr-2026,72,LOW,LOW,MEDIUM,0.9,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K P Polyolefin Sacks Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,11.48,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K P Solvex Pvt. Ltd.,CARE,Bank Guarantee,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K P Solvex Pvt. Ltd.,CARE,Fund-Based,B,20-Apr-2026,66,LOW,LOW,MEDIUM,0.78,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K P Solvex Pvt. Ltd.,CARE,Term Loan,B,20-Apr-2026,66,LOW,LOW,MEDIUM,8.11,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K V R Industries Pvt. Ltd.,CRISIL,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,16.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K V R Industries Pvt. Ltd.,CRISIL,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,1.92,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K2 Metals Pvt. Ltd.,ACUITE,Letter of Credit,D,17-Apr-2026,69,LOW,LOW,MEDIUM,10.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K2 Metals Pvt. Ltd.,ACUITE,Term Loan,D,17-Apr-2026,69,LOW,LOW,MEDIUM,5.42,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
K2 Metals Pvt. Ltd.,ACUITE,Term Loan,D,17-Apr-2026,69,LOW,LOW,MEDIUM,9.08,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kaadambary Ricetech Pvt. Ltd.,CARE,Term Loan,D,23-Apr-2026,63,LOW,LOW,MEDIUM,5.5,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kaila Devi Health Care Services Pvt. Ltd.,CARE,Fund-Based,B-,15-Apr-2026,71,LOW,LOW,MEDIUM,4.08,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kaila Devi Health Care Services Pvt. Ltd.,CARE,Term Loan,B-,15-Apr-2026,71,LOW,LOW,MEDIUM,7.72,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kakan Rice Mill Pvt. Ltd.,ACUITE,Bank Guarantee,D,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,1.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kakan Rice Mill Pvt. Ltd.,ACUITE,Term Loan,D,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,6.85,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kallam Agro Products & Oils Pvt. Ltd.,ICRA,Term Loan,B+,16-Apr-2026,70,LOW,LOW,MEDIUM,6.5,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kalra Overseas & Precision Engg. Ltd.,ICRA,Non-Fund-Based,D,10-Apr-2026,76,LOW,LOW,MEDIUM,0.3,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kalra Overseas & Precision Engg. Ltd.,ICRA,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,14.22,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kamal Cotspin Pvt. Ltd.,CARE,Non-Fund-Based,A 4,29-Apr-2026,57,LOW,LOW,MEDIUM,1.1,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kamal Cotspin Pvt. Ltd.,CARE,Fund-Based,BB-,29-Apr-2026,57,LOW,LOW,MEDIUM,3.95,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kamtanath Food Product Pvt. Ltd.,CRISIL,Term Loan,B,24-Apr-2026,62,LOW,LOW,MEDIUM,8.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kanaiya Exports Pvt. Ltd.,CRISIL,Term Loan,B,09-Apr-2026,77,LOW,LOW,MEDIUM,9.62,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kandarp Constructions (India) Pvt. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,16.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kapston Services Ltd.,ACUITE,Bank Guarantee,A 4,14-Apr-2026,72,LOW,LOW,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Karvy Digikonnect Ltd.,CRISIL,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kashi Kanchan Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,19.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kaveri Ginning Industries Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,66,LOW,LOW,MEDIUM,2.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kavya Build-Con Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,35.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kelvin Jute Ltd.,IND-RA,Non-Fund-Based,A 3+,14-Apr-2026,72,LOW,LOW,MEDIUM,10.0,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kelvin Jute Ltd.,IND-RA,Term Loan,BBB,14-Apr-2026,72,LOW,LOW,MEDIUM,7.73,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kerala State Electronics Devp. Corpn. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,10.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kesar Alloy & Metal Pvt. Ltd.,CRISIL,Fund-Based,B,23-Apr-2026,63,LOW,LOW,MEDIUM,7.2,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kesar Alloy & Metal Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,0.75,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Keshav Industries Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,1.9,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Keya Foods Intl. Pvt. Ltd.,CARE,Bank Guarantee,BB-,13-Apr-2026,73,LOW,LOW,MEDIUM,0.04,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Keya Foods Intl. Pvt. Ltd.,CARE,Term Loan,BB-,13-Apr-2026,73,LOW,LOW,MEDIUM,1.97,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Keya Foods Intl. Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,13-Apr-2026,73,LOW,LOW,MEDIUM,10.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Khandwa Industries Pvt. Ltd.,CARE,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,0.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Khandwa Industries Pvt. Ltd.,CARE,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,0.65,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Khokhar Infrastructure Pvt. Ltd.,IND-RA,Non-Fund-Based,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,30.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Khush Housing Finance Pvt. Ltd.,ACUITE,Term Loan,BB,21-Apr-2026,65,LOW,LOW,MEDIUM,57.6,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Khush Housing Finance Pvt. Ltd.,ACUITE,Term Loan,BB,21-Apr-2026,65,LOW,LOW,MEDIUM,51.46,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Khushbu Dye-Chem Pvt. Ltd.,CRISIL,Letter of Credit,BB+,08-Apr-2026,78,LOW,LOW,MEDIUM,7.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Khushi Cotspin Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,1.3,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kiara Jewellery Pvt. Ltd.,ICRA,NCD/Bond,B/A4,22-Apr-2026,64,LOW,LOW,MEDIUM,14.0,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kimiya Engineers Pvt. Ltd.,CRISIL,Bank Guarantee,D,23-Apr-2026,63,LOW,LOW,MEDIUM,25.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kims Super Speciality Hospital Pvt. Ltd.,CARE,Term Loan,B-,09-Apr-2026,77,LOW,LOW,MEDIUM,18.86,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kineta Global Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,38.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kiranshree Hotels Pvt. Ltd.,BRICKWORK,Term Loan,C,06-Apr-2026,80,LOW,LOW,MEDIUM,23.0,Hotels/Tourism,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,15-Apr-2026,71,LOW,LOW,MEDIUM,15.35,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Fund-Based,BBB-,15-Apr-2026,71,LOW,LOW,MEDIUM,0.88,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Term Loan,BBB-,15-Apr-2026,71,LOW,LOW,MEDIUM,65.28,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kirti Stampings Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,2.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kirti Stampings Pvt. Ltd.,BRICKWORK,Term Loan,C,10-Apr-2026,76,LOW,LOW,MEDIUM,5.23,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kisan Oleochem & Derivatives Pvt. Ltd.,BRICKWORK,Fund-Based,B+,09-Apr-2026,77,LOW,LOW,MEDIUM,6.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kisan Oleochem & Derivatives Pvt. Ltd.,BRICKWORK,Term Loan,B+,09-Apr-2026,77,LOW,LOW,MEDIUM,5.22,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kish Exports Pvt. Ltd.,ICRA,Non-Fund-Based,D,09-Apr-2026,77,LOW,LOW,MEDIUM,1.0,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kisha Telelinks Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,27-Apr-2026,59,LOW,LOW,MEDIUM,2.5,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kissan Riceland Pvt. Ltd.,CRISIL,Term Loan,D,24-Apr-2026,62,LOW,LOW,MEDIUM,2.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kissan Riceland Pvt. Ltd.,CRISIL,Non-Fund-Based,D,24-Apr-2026,62,LOW,LOW,MEDIUM,1.77,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kissan Riceland Pvt. Ltd.,CRISIL,Term Loan,D,24-Apr-2026,62,LOW,LOW,MEDIUM,1.23,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Klassik Lamitex Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,27.76,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kniss Laboratories Pvt. Ltd.,CARE,NCD/Bond,D,15-Apr-2026,71,LOW,LOW,MEDIUM,3.5,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kniss Laboratories Pvt. Ltd.,CARE,Term Loan,D,15-Apr-2026,71,LOW,LOW,MEDIUM,1.5,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kochar Sung Up Acrylic Ltd.,CRISIL,Letter of Credit,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,3.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kochar Sung Up Acrylic Ltd.,CRISIL,Term Loan,B,20-Apr-2026,66,LOW,LOW,MEDIUM,18.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kohinoor Feeds & Fats Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,50.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Konark Structural Engineers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,60.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Krisha Distribution Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,4.5,Trading/Exports,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Krisha Distribution Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,17-Apr-2026,69,LOW,LOW,MEDIUM,7.0,Trading/Exports,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Krishna Lamicoat Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,2.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Krishna Lamicoat Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,3.38,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Krishna Valley Power Pvt. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,14.68,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Krishnaveni Carbon Products Pvt. Ltd.,CRISIL,Fund-Based,B,23-Apr-2026,63,LOW,LOW,MEDIUM,1.75,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Krishnaveni Carbon Products Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,23.25,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Kropex Auto Pvt. Ltd.,CRISIL,Fund-Based,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,27.5,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
