Company Name,Agency,Instrument Type,Rating,Rating Date,Escalates To,Escalation Date,Call Week,Tier_Rank,Tier_Label,Agency_Count,Amount Cr,Amt_num,Sector,SEBI_Action,Pre_License_Pitch
Shubh Aluminium Pvt. Ltd.,CARE,NCD/Bond,C/A4,06-Feb-2026,HOT,2026-11-03,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,14.0,14.0,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 06-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Siddhi Vinayak Knots & Prints Pvt. Ltd.,IND-RA,NCD/Bond,B+/A4,09-Feb-2026,HOT,2026-11-06,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,119.47,119.47,Paper/Packaging,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 09-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sanauto Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,09-Feb-2026,HOT,2026-11-06,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,5.0,5.0,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 09-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sanauto Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,09-Feb-2026,HOT,2026-11-06,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,0.13,0.13,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 09-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Preeti Buildcon Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,11-Feb-2026,HOT,2026-11-08,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,64.15,64.15,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 11-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Indian Additives Ltd.,CARE,NCD/Bond,AA/A1+,11-Feb-2026,HOT,2026-11-08,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,10.0,10.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 11-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Preeti Buildcon Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,11-Feb-2026,HOT,2026-11-08,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,3.74,3.74,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 11-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Indian Additives Ltd.,CARE,NCD/Bond,AA/A1+,11-Feb-2026,HOT,2026-11-08,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,3.0,3.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 11-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Indian Additives Ltd.,CARE,NCD/Bond,AA/A1+,11-Feb-2026,HOT,2026-11-08,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,2.5,2.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 11-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
M R L Tyres Ltd.,CARE,NCD/Bond,BB+/A4+,12-Feb-2026,HOT,2026-11-09,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,17.0,17.0,Automobiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 12-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Asha Enterprises Pvt. Ltd.,CARE,NCD/Bond,B-/A4,12-Feb-2026,HOT,2026-11-09,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,8.0,8.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 12-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Kuber Casting Pvt. Ltd.,CARE,NCD/Bond,B-/A4,12-Feb-2026,HOT,2026-11-09,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,1.5,1.5,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 12-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Mackintosh Burn Ltd.,ICRA,NCD/Bond,B+/A4,13-Feb-2026,HOT,2026-11-10,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,24.45,24.45,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 13-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Quality Wovensacks Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,13-Feb-2026,HOT,2026-11-10,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,10.85,10.85,Paper/Packaging,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 13-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Darpan Infrastructure Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,13-Feb-2026,HOT,2026-11-10,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,0.01,0.01,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 13-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Pack Paper Agencies Pvt. Ltd.,CARE,NCD/Bond,B-/A4,16-Feb-2026,HOT,2026-11-13,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,10.5,10.5,Paper/Packaging,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 16-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Valencia Ceramic Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-Feb-2026,HOT,2026-11-13,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,4.71,4.71,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 16-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Leopard Vitrified Pvt. Ltd.,CARE,NCD/Bond,B-/A4,17-Feb-2026,HOT,2026-11-14,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,4.25,4.25,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 17-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Technobit Industries Pvt. Ltd.,CARE,NCD/Bond,B-/A4,17-Feb-2026,HOT,2026-11-14,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,2.4,2.4,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 17-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Technobit Industries Pvt. Ltd.,CARE,NCD/Bond,B-/A4,17-Feb-2026,HOT,2026-11-14,Nov Wk2 (Nov 8-14),5,TIER 5 — HOT,1,0.25,0.25,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 17-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Supreme Hydro Engg. Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,18-Feb-2026,HOT,2026-11-15,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,2.5,2.5,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 18-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Siri Constructions Infrastructure Pvt. Ltd.,CARE,NCD/Bond,B/A4,19-Feb-2026,HOT,2026-11-16,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,30.0,30.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 19-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Amartex Industries Ltd.,BRICKWORK,NCD/Bond,B/A4,19-Feb-2026,HOT,2026-11-16,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,19.21,19.21,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 19-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Shri Banke Bihari Polyfab Pvt. Ltd.,ICRA,NCD/Bond,B-/A4,19-Feb-2026,HOT,2026-11-16,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,4.65,4.65,BFSI,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Venkar Chemicals Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Feb-2026,HOT,2026-11-16,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,2.95,2.95,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Prabhu Poly Color Ltd. (2004),ICRA,NCD/Bond,B-/A4,19-Feb-2026,HOT,2026-11-16,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,0.03,0.03,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Triveni Pattern Glass Pvt. Ltd.,CARE,NCD/Bond,BB/A4,20-Feb-2026,HOT,2026-11-17,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,10.0,10.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 20-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Rukmani Power & Steel Pvt. Ltd.,BRICKWORK,NCD/Bond,C,20-Feb-2026,HOT,2026-11-17,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,8.0,8.0,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 20-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Cabisco Plast Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,23-Feb-2026,HOT,2026-11-20,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,9.0,9.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 23-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Transaction Solutions Intl. (India) Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,24-Feb-2026,HOT,2026-11-21,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,155.29,155.29,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 24-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Euro Leder Fashion Ltd.,BRICKWORK,NCD/Bond,A 4,24-Feb-2026,HOT,2026-11-21,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,18.0,18.0,Textiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 24-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sahyog Ginning & Pressing Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,24-Feb-2026,HOT,2026-11-21,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,15.0,15.0,Hotels/Tourism,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 24-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Millennium Babycares Pvt. Ltd.,CARE,NCD/Bond,B-/A4,24-Feb-2026,HOT,2026-11-21,Nov Wk3 (Nov 15-21),5,TIER 5 — HOT,1,7.0,7.0,Automobiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 24-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sunalco Alloys Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,25-Feb-2026,HOT,2026-11-22,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,135.0,135.0,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 25-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Pragati Infra Solutions Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,25-Feb-2026,HOT,2026-11-22,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,119.0,119.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 25-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Chemi Tech Engineers Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,25-Feb-2026,HOT,2026-11-22,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,74.0,74.0,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 25-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Pragati Infra Solutions Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,25-Feb-2026,HOT,2026-11-22,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,58.0,58.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 25-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Shubha Proteins Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,25-Feb-2026,HOT,2026-11-22,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,30.0,30.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 25-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Zenith Exports Ltd.,ICRA,NCD/Bond,B+/A4,25-Feb-2026,HOT,2026-11-22,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,22.0,22.0,Logistics,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 25-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Trineva Infra Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,25-Feb-2026,HOT,2026-11-22,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,1.5,1.5,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 25-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
B T W-Atlanta Transformers India Pvt. Ltd.,CARE,NCD/Bond,C/A4,26-Feb-2026,HOT,2026-11-23,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,40.0,40.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 26-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
B T W-Atlanta Transformers India Pvt. Ltd.,CARE,NCD/Bond,C/A4,26-Feb-2026,HOT,2026-11-23,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,35.0,35.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 26-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Swift Securitas Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,26-Feb-2026,HOT,2026-11-23,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,24.35,24.35,BFSI,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 26-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Dwarka Gems Ltd.,CARE,NCD/Bond,B-/A4,26-Feb-2026,HOT,2026-11-23,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,6.5,6.5,Jewellery/Gems,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 26-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Dwarka Gems Ltd.,CARE,NCD/Bond,B-/A4,26-Feb-2026,HOT,2026-11-23,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,3.88,3.88,Jewellery/Gems,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 26-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Nalari Ferro Alloys Pvt. Ltd.,ICRA,NCD/Bond,B-/A4,26-Feb-2026,HOT,2026-11-23,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,0.55,0.55,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 26-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sun Metallics & Alloys Pvt. Ltd. [Merged],ICRA,NCD/Bond,B+/A4,26-Feb-2026,HOT,2026-11-23,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,0.5,0.5,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 26-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Shyama Power India Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,469.44,469.44,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Technosys Security Systems Pvt. Ltd.,IND-RA,NCD/Bond,B+/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,155.0,155.0,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Lodz Denim Pvt. Ltd.,IND-RA,NCD/Bond,BB-/A4+,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,118.0,118.0,Textiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Charoen Pokphand Seeds (India) Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,110.0,110.0,Agro/Food,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Atmastco Ltd.,IND-RA,NCD/Bond,B/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,85.75,85.75,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Diamond Textile Mills Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,53.0,53.0,Textiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Vijai Construction (India) Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,52.0,52.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Rajesh Power Services Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,47.0,47.0,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Golden Seams Inds. Pvt. Ltd.,IND-RA,NCD/Bond,BB-/A4+,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,40.0,40.0,Jewellery/Gems,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
B C Sen & Co. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,39.5,39.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Balaji Oil Industries Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,32.39,32.39,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Bon Ton Softwares Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,26.14,26.14,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ramya Reprographic Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,25.5,25.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
M S Graphics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,18.0,18.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Padia Exports Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,15.5,15.5,Logistics,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Cennet Biopharma Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,15.0,15.0,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Prits Leather Art Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,13.5,13.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Mridul International Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,8.83,8.83,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Rishi Ice & Cold Storage Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,27-Feb-2026,HOT,2026-11-24,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,3.66,3.66,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 27-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Hind Tradex Ltd.,BRICKWORK,NCD/Bond,C/A4,04-Mar-2026,HOT,2026-11-29,Nov Wk4 (Nov 22-30),5,TIER 5 — HOT,1,20.0,20.0,Trading/Exports,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 04-Mar-2026) needs renewal. We fast-track the process — speak to our analyst today.
