Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates To,Escalation Date,Escalation Month,Days Since (Jun 25),Amount Cr,Sector,Source,Why Target,ACER Pitch Angle,Call Week,ACER_Pitch_Infomerics
Shreesatya Steel & Power Private Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),26-Nov-2025,MEDIUM,ULTRA HOT,2026-11-26,November 2026,211,10.0,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk4 (Nov 22-30),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Shrushti Contech Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),26-Nov-2025,MEDIUM,ULTRA HOT,2026-11-26,November 2026,211,37.49,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk4 (Nov 22-30),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Shrushti Contech Private Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),26-Nov-2025,MEDIUM,ULTRA HOT,2026-11-26,November 2026,211,50.0,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk4 (Nov 22-30),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Shrushti Contech Private Limited,Infomerics,Long term Bank Facilities - Proposed,IVR BB+ (INC)(Downgraded),26-Nov-2025,MEDIUM,ULTRA HOT,2026-11-26,November 2026,211,15.0,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk4 (Nov 22-30),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Shrushti Contech Private Limited,Infomerics,Short term Bank Facilities - Proposed,IVR A4+ (INC)(Downgraded),26-Nov-2025,MEDIUM,ULTRA HOT,2026-11-26,November 2026,211,52.51,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk4 (Nov 22-30),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Tinna Trade Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),26-Nov-2025,MEDIUM,ULTRA HOT,2026-11-26,November 2026,211,35.2,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk4 (Nov 22-30),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Tinna Trade Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),26-Nov-2025,MEDIUM,ULTRA HOT,2026-11-26,November 2026,211,24.0,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk4 (Nov 22-30),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Aavri Overseas Private Limited (erstwhile Logan Minerals Private Limited),Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),06-Oct-2025,MEDIUM,ULTRA HOT,2026-10-06,October 2026,262,10.24,Mining/Minerals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Aavri Overseas Private Limited (erstwhile Logan Minerals Private Limited),Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Downgraded),06-Oct-2025,MEDIUM,ULTRA HOT,2026-10-06,October 2026,262,76.14,Mining/Minerals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Aavri Overseas Private Limited (erstwhile Logan Minerals Private Limited),Infomerics,Long Term / Short Term Bank Facilities,IVR BBB-/IVR A3; (INC)(Downgraded),06-Oct-2025,MEDIUM,ULTRA HOT,2026-10-06,October 2026,262,20.0,Mining/Minerals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
B P G Securities Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),09-Jan-2026,LOW,HOT,2026-10-06,October 2026,167,80.0,BFSI,Infomerics,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
BKB Transport Private Limited,Infomerics,Long Term Bank Facility,IVR B+ (INC) (Downgraded),07-Jan-2026,LOW,HOT,2026-10-04,October 2026,169,24.0,Logistics,Infomerics,INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
BKB Transport Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),07-Jan-2026,LOW,HOT,2026-10-04,October 2026,169,45.7,Logistics,Infomerics,INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
GMW Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),09-Jan-2026,LOW,HOT,2026-10-06,October 2026,167,10.8,Other,Infomerics,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
GMW Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),09-Jan-2026,LOW,HOT,2026-10-06,October 2026,167,37.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Hansa Tubes Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),08-Jan-2026,LOW,HOT,2026-10-05,October 2026,168,45.9,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Hansa Tubes Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),08-Jan-2026,LOW,HOT,2026-10-05,October 2026,168,5.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
IQ City Foundation,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),09-Jan-2026,LOW,HOT,2026-10-06,October 2026,167,198.32,Other,Infomerics,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
JS Auto Cast Foundry India Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),09-Jan-2026,LOW,HOT,2026-10-06,October 2026,167,39.25,Automobiles,Infomerics,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
JS Auto Cast Foundry India Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),09-Jan-2026,LOW,HOT,2026-10-06,October 2026,167,14.5,Automobiles,Infomerics,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Jagdish Saran,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),07-Jan-2026,LOW,HOT,2026-10-04,October 2026,169,16.81,Other,Infomerics,INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Jagdish Saran,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),07-Jan-2026,LOW,HOT,2026-10-04,October 2026,169,42.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Jagdish Saran,Infomerics,Long Term/ Short Term Bank Facilities,IVR B-/IVR A4; INC; (Downgraded/Reaffirmed),07-Jan-2026,LOW,HOT,2026-10-04,October 2026,169,8.19,Other,Infomerics,INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
KGR Enterprises Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),07-Jan-2026,LOW,HOT,2026-10-04,October 2026,169,64.6,Other,Infomerics,INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Katyayini Paper Mills Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),08-Jan-2026,LOW,HOT,2026-10-05,October 2026,168,55.0,Paper/Packaging,Infomerics,INC rating hits HOT threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Katyayini Paper Mills Private Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),08-Jan-2026,LOW,HOT,2026-10-05,October 2026,168,20.0,Paper/Packaging,Infomerics,INC rating hits HOT threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk1 (Oct 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
