Company Name,Agency,Sector,Pipeline_Window,Instruments,Rev_Avg_Lakhs,Rev_High_Lakhs,Amt_Cr,NCD,Call_Window,Current_Urgency
Umashakti Steels Pvt. Ltd.,CARE,Steel & Metals,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,10.25,0,HOT by Jan 2027,LOW (<90 days)
Umashakti Steels Pvt. Ltd.,CARE,Steel & Metals,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,10.25,0,Oct Wk2 (Oct 8-14),LOW
Uma Motors Pvt. Ltd.,CRISIL,Automobiles,October 2026,Fund-Based Facilities,10.0,14.0,25.0,0,Oct Wk1 (Oct 1-7),MEDIUM
Mahathi Infra Services Pvt. Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee | Letter of Credit,10.0,13.0,34.0,0,Nov Wk2 (Nov 8-14),MEDIUM
C P L Pharmaceuticals Pvt. Ltd.,IND-RA,Chemicals & Pharma,Q1 2027,Term Loan,10.0,14.0,489.55,0,Sep–Oct 2026 — Call 3 months ahead,HOT
P S V Precast Pvt. Ltd.,CRISIL,Other,Q1 2027,Term Loan,10.0,14.0,9.25,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Approcool Aircon Pvt. Ltd.,IND-RA,Other,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,54.65,0,Sep–Oct 2026 — Call 3 months ahead,HOT
S K A Dairy Foods India Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan,10.0,14.0,12.2,0,Nov Wk4 (Nov 22-30),LOW
Jayachandran Industries Pvt. Ltd.,CRISIL,Other,Q2 2027,Term Loan,10.0,14.0,6.6,0,HOT by Jan 2027,LOW (<90 days)
Shree Rajaram Prints Pvt. Ltd.,CRISIL,Other,Q1 2027,Term Loan,10.0,14.0,7.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Eminent Trade & Export Pvt. Ltd.,CRISIL,Logistics,October 2026,Term Loan,10.0,14.0,5.0,0,Oct Wk2 (Oct 8-14),LOW
S A Aanandan Mill Ltd.,BRICKWORK,Other,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,14.32,0,Oct Wk3 (Oct 15-21),LOW
Shri Laxmi Polycoat Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,7.55,0,Nov Wk4 (Nov 22-30),LOW
Shri Prabhulingeshwar Sugars & Chemicals Ltd.,ACUITE,Agro & Food,Q1 2027,Term Loan,10.0,14.0,206.78,0,Dec 2026 – Jan 2027,LOW/MEDIUM
S J S Healthcare Ltd.,CRISIL,Healthcare,October 2026,Term Loan,10.0,14.0,25.0,0,Oct Wk2 (Oct 8-14),LOW
Humana Financial Services Pvt. Ltd.,ACUITE,BFSI,October 2026,Term Loan,10.0,14.0,100.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Ruchira Papers Ltd.,CRISIL,Paper/Packaging,October 2026,Term Loan,10.0,14.0,2.4299999999999997,0,Nov Wk4 (Nov 22-30),MEDIUM
S B Cars Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,28.03,0,Sep–Oct 2026 — Call 3 months ahead,LOW/MEDIUM
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Other,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,7.0,0,HOT by Jan 2027,LOW (<90 days)
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,7.0,0,Oct Wk4 (Oct 22-31),LOW
C J N Hitech Motors Pvt. Ltd.,CRISIL,IT/Technology,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,14.8,0,Nov Wk2 (Nov 8-14),MEDIUM
R B Rungta Steels & Food Products Pvt. Ltd.,CRISIL,Steel & Metals,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,2.25,0,Dec 2026 – Jan 2027,LOW/MEDIUM
S J S Healthcare Ltd.,CRISIL,Healthcare,Q2 2027,Term Loan,10.0,14.0,25.0,0,HOT by Jan 2027,LOW (<90 days)
Nima Enterprises Pvt. Ltd.,ACUITE,Other,October 2026,Term Loan,10.0,14.0,0.9,0,Oct Wk4 (Oct 22-31),LOW
I F P Petro Products Pvt. Ltd.,CARE,Other,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,7.0,0,HOT by Jan 2027,LOW (<90 days)
I F P Petro Products Pvt. Ltd.,CARE,Chemicals & Pharma,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,7.0,0,Oct Wk2 (Oct 8-14),LOW
Ali Afzal Flour Mill Ltd.,BRICKWORK,Agro & Food,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,9.94,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Alom Poly Extrusions Ltd.,ACUITE,Other,October 2026,Term Loan,10.0,14.0,3.19,0,Oct Wk3 (Oct 15-21),LOW
Allseas Movers Pvt. Ltd.,ACUITE,Other,Q1 2027,Term Loan,10.0,14.0,9.059999999999999,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Mayasheel Retail India Ltd.,CRISIL,Other,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,95.0,0,HOT by Jan 2027,LOW (<90 days)
Mayasheel Retail India Ltd.,CRISIL,Media/Retail,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,95.0,0,Oct Wk3 (Oct 15-21),LOW
Carrier Engineers Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Term Loan,10.0,14.0,5.5,0,Oct Wk1 (Oct 1-7),MEDIUM
Carplanet Enterprises Pvt. Ltd.,CRISIL,Automobiles,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,7.6,0,Nov Wk2 (Nov 8-14),MEDIUM
Celebrity Breweries Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,65.8,0,Oct Wk2 (Oct 8-14),LOW
K G Iron & Steel Castings Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Term Loan,10.0,14.0,6.5,0,Nov Wk3 (Nov 15-21),LOW
P Dass Forging Pvt. Ltd.,ACUITE,Steel & Metals,October 2026,Term Loan,10.0,14.0,6.29,0,Oct Wk3 (Oct 15-21),LOW
K V R Industries Pvt. Ltd.,CRISIL,Other,Q2 2027,Term Loan,10.0,14.0,17.92,0,HOT by Jan 2027,LOW (<90 days)
K P M Processing Mill Pvt. Ltd.,CARE,Other,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,36.0,0,Oct Wk3 (Oct 15-21),LOW
Capital Electricals Pvt. Ltd.,CRISIL,Energy/Power,Q2 2027,Bank Guarantee | Letter of Credit | Term Loan,10.0,14.0,20.0,0,HOT by Jan 2027,LOW (<90 days)
Spinoff Technopark Ltd.,CRISIL,IT/Technology,October 2026,Term Loan,10.0,14.0,12.989999999999998,0,Oct Wk2 (Oct 8-14),LOW
Sree Sudheer Ceramics Pvt. Ltd.,ICRA,Other,October 2026,Term Loan,10.0,14.0,54.43,0,Nov Wk4 (Nov 22-30),LOW
Rachhpal Auto Alliance Pvt. Ltd.,BRICKWORK,Manufacturing,Q1 2027,Fund-Based Facilities | Term Loan,10.0,14.0,3.98,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Rabwin Industries Pvt. Ltd.,IND-RA,Other,Q1 2027,Term Loan,10.0,14.0,85.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Special Ceramics Pvt. Ltd.,ACUITE,Other,Q2 2027,Term Loan,10.0,14.0,6.199999999999999,0,HOT by Jan 2027,LOW (<90 days)
Kaila Devi Health Care Services Pvt. Ltd.,CARE,Healthcare,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,11.8,0,HOT by Jan 2027,LOW (<90 days)
Kaila Devi Health Care Services Pvt. Ltd.,CARE,Healthcare,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,11.8,0,Oct Wk2 (Oct 8-14),LOW
Kaleshwaram Irrigation Project Corpn. Ltd.,ACUITE,Construction,October 2026,Term Loan,10.0,14.0,18752.0,0,Oct Wk3 (Oct 15-21),MEDIUM
Kalthia Priyheer Infrastructure Pvt. Ltd.,ACUITE,Construction,October 2026,Term Loan,10.0,14.0,70.0,0,Nov Wk2 (Nov 8-14),LOW
Kalpatharu Breweries & Distilleries Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,5.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Campari Exports Pvt. Ltd.,CRISIL,Trading/Exports,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,23.69,0,Dec 2026 – Jan 2027,LOW/MEDIUM
K M Toll Road Pvt. Ltd.,BRICKWORK,Construction,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,481.03,0,HOT by Jan 2027,LOW (<90 days)
Nav Jyoti Agro Foods Pvt. Ltd.,CRISIL,Agro & Food,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,32.4,0,HOT by Jan 2027,LOW (<90 days)
Pentagon Forge & Machine Ltd.,CRISIL,Manufacturing,Q1 2027,Term Loan,10.0,14.0,3.42,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Petal Motocon Pvt. Ltd.,ACUITE,Other,October 2026,Fund-Based Facilities,10.0,14.0,3.75,0,Oct Wk4 (Oct 22-31),MEDIUM
B R F M India Pvt. Ltd.,ACUITE,Other,October 2026,Term Loan,10.0,14.0,42.61,0,Oct Wk1 (Oct 1-7),MEDIUM
Telangana Fiber Grid Corpn. Ltd.,IND-RA,Textiles,October 2026,Term Loan,10.0,14.0,2664.2000000000003,0,Oct Wk2 (Oct 8-14),MEDIUM
Kurnool Seeds Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan,10.0,14.0,9.0,0,Nov Wk4 (Nov 22-30),LOW
Kush Synthetics Pvt. Ltd.,CRISIL,Other,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,31.75,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Tezpur Institute Of Medical Sciences Pvt. Ltd.,BRICKWORK,Healthcare,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,17.91,0,Oct Wk2 (Oct 8-14),MEDIUM
Tesna Tech Pvt. Ltd.,CRISIL,IT/Technology,October 2026,Term Loan,10.0,14.0,1.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Tiger 4 India Ltd.,CRISIL,Other,Q1 2027,Term Loan,10.0,14.0,9.25,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Ticel Biopark Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,90.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Patel Hospital Pvt. Ltd.,CRISIL,Healthcare,October 2026,Term Loan,10.0,14.0,6.02,0,Oct Wk3 (Oct 15-21),MEDIUM
Moreshwar Trading Co. Pvt. Ltd.,CRISIL,Trading/Exports,Q1 2027,Term Loan,10.0,14.0,5.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Nu Chem Oils Pvt. Ltd.,CRISIL,Chemicals & Pharma,October 2026,Term Loan,10.0,14.0,6.5,0,Oct Wk4 (Oct 22-31),LOW
Yashwant Dugdh Prakriya Ltd.,ACUITE,Other,Q2 2027,Term Loan,10.0,14.0,22.0,0,HOT by Jan 2027,LOW (<90 days)
Shakambari Kniting Pvt. Ltd.,CRISIL,Textiles,Q1 2027,Term Loan,10.0,14.0,4.73,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Sanimo Polymers Pvt. Ltd.,CRISIL,Chemicals & Pharma,October 2026,Term Loan,10.0,14.0,6.25,0,Nov Wk2 (Nov 8-14),MEDIUM
Sara Suole Pvt. Ltd.,CRISIL,Other,October 2026,Fund-Based Facilities,10.0,14.0,52.54,0,Nov Wk2 (Nov 8-14),MEDIUM
Galco Extrusions Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,7.49,0,Oct Wk4 (Oct 22-31),LOW
Galco Extrusions Pvt. Ltd.,CRISIL,Other,Q2 2027,Term Loan,10.0,14.0,7.49,0,HOT by Jan 2027,LOW (<90 days)
Ganganagar Automobiles Pvt. Ltd.,CRISIL,Automobiles,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,3.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Global Technocrats Ltd.,CARE,IT/Technology,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,1.5,0,Nov Wk3 (Nov 15-21),MEDIUM
Rangar Breweries Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,6.79,0,Nov Wk3 (Nov 15-21),LOW
Randhawa Automobile Engg. Pvt. Ltd.,CRISIL,Manufacturing,Q1 2027,Fund-Based Facilities,10.0,14.0,95.7,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Ankit Pulps & Boards Pvt. Ltd.,ICRA,IT/Technology,Q2 2027,Term Loan,10.0,14.0,1.75,0,HOT by Jan 2027,LOW (<90 days)
Universal Seaport Pvt. Ltd.,CARE,Other,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,7.5,0,HOT by Jan 2027,LOW (<90 days)
Universal Seaport Pvt. Ltd.,CARE,Logistics,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,7.5,0,Oct Wk1 (Oct 1-7),LOW
Utkal Healthcare Pvt. Ltd.,IND-RA,Healthcare,October 2026,Term Loan,10.0,14.0,130.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Montage Promoters Pvt. Ltd.,CRISIL,Other,Q2 2027,Term Loan,10.0,14.0,9.5,0,HOT by Jan 2027,LOW (<90 days)
Saravana Stores Gold Palace Pvt. Ltd.,ACUITE,Mining & Minerals,Q2 2027,Term Loan,10.0,14.0,70.0,0,HOT by Jan 2027,LOW (<90 days)
Saranya Garments Pvt. Ltd.,CRISIL,Textiles,October 2026,Term Loan,10.0,14.0,22.0,0,Oct Wk1 (Oct 1-7),LOW
Dalkan Ship Breaking Ltd.,IND-RA,Other,Q1 2027,Fund-Based Facilities | Term Loan,10.0,14.0,96.09,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Daftari Agro Pvt. Ltd.,ACUITE,Agro & Food,Q1 2027,Fund-Based Facilities | Term Loan,10.0,14.0,6.21,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Sir Shadi Lal Enterprises Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,59.0,0,Oct Wk2 (Oct 8-14),LOW
Siddharth Tanks & Vessels Pvt. Ltd.,CARE,Logistics,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,1.5,0,Nov Wk4 (Nov 22-30),MEDIUM
Sidharth Foundations & Housing Ltd.,ACUITE,Construction,Q1 2027,Term Loan,10.0,14.0,83.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Rasha Ind. Pvt Ltd,ACUITE,Other,Q2 2027,Term Loan,10.0,14.0,39.1,0,HOT by Jan 2027,LOW (<90 days)
Rasha Ind. Pvt Ltd,ACUITE,Other,October 2026,Term Loan,10.0,14.0,39.1,0,Oct Wk2 (Oct 8-14),LOW
J R M Foods Pvt. Ltd.,BRICKWORK,Agro & Food,Q1 2027,Fund-Based Facilities | Term Loan,10.0,14.0,33.25,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Jagaran Microfin Pvt. Ltd.,ACUITE,BFSI,Q1 2027,Term Loan,10.0,14.0,38.85,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Jagannath Polymers Ltd.,CRISIL,Chemicals & Pharma,October 2026,Term Loan,10.0,14.0,4.3999999999999995,0,Nov Wk4 (Nov 22-30),LOW
Jai Raj Ispat Ltd.,BRICKWORK,Other,Q1 2027,Letter of Credit | Bank Guarantee | Non-Fund-Based,10.0,13.0,16.17,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Mittal Udyog Indore Pvt. Ltd.,ICRA,Other,October 2026,Term Loan,10.0,14.0,0.0,0,Nov Wk1 (Nov 1-7),LOW
Vasani Polymers Pvt. Ltd.,ACUITE,Chemicals & Pharma,October 2026,Term Loan,10.0,14.0,3.2,0,Oct Wk2 (Oct 8-14),LOW
Vardhman Rice Exports Pvt. Ltd.,CRISIL,Agro & Food,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,5.0,0,HOT by Jan 2027,LOW (<90 days)
Instyle Embroideries Pvt. Ltd.,CRISIL,Textiles,October 2026,Term Loan,10.0,14.0,10.75,0,Oct Wk3 (Oct 15-21),MEDIUM
Deron Properties Pvt. Ltd.,CRISIL,Other,Q1 2027,Term Loan,10.0,14.0,67.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Vasani Polymers Pvt. Ltd.,ACUITE,Other,Q2 2027,Term Loan,10.0,14.0,3.2,0,HOT by Jan 2027,LOW (<90 days)
Alom Poly Extrusions Ltd.,ACUITE,Other,Q2 2027,Term Loan,10.0,14.0,3.19,0,HOT by Jan 2027,LOW (<90 days)
Orbit Resorts Ltd.,BRICKWORK,Hotels & Tourism,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,212.67000000000002,0,Nov Wk3 (Nov 15-21),MEDIUM
Vardhman Rice Exports Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,5.0,0,Oct Wk4 (Oct 22-31),LOW
Vasundhara Cotton Mills Pvt. Ltd.,ACUITE,Agro & Food,Q1 2027,Term Loan,10.0,14.0,9.16,0,Dec 2026 – Jan 2027,LOW/MEDIUM
D N Homes Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,15.63,0,Oct Wk3 (Oct 15-21),LOW
Yadvendra Foods Pvt. Ltd.,CARE,Agro & Food,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,6.0,0,Oct Wk3 (Oct 15-21),MEDIUM
G P Designs Pvt. Ltd.,CRISIL,Other,Q1 2027,Term Loan,10.0,14.0,2.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Navjyot International Trading Pvt. Ltd.,BRICKWORK,Trading/Exports,October 2026,Bank Guarantee | Letter of Credit | Non-Fund-Based,10.0,13.0,0.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Voora Property Developers Pvt. Ltd.,ACUITE,Construction,October 2026,Term Loan,10.0,14.0,61.33,0,Nov Wk1 (Nov 1-7),LOW
Jai Ambey Wire Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Term Loan,10.0,14.0,13.0,0,Nov Wk4 (Nov 22-30),LOW
Mak Hospitals Pvt. Ltd.,CRISIL,Healthcare,October 2026,Term Loan,10.0,14.0,12.0,0,Nov Wk4 (Nov 22-30),LOW
Jaliyan Proteins Pvt. Ltd.,ACUITE,Other,October 2026,Term Loan,10.0,14.0,15.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Commercial Automobiles Pvt. Ltd.,ICRA,Automobiles,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,44.519999999999996,0,Oct Wk3 (Oct 15-21),LOW
Creative Yarn Pvt. Ltd.,CRISIL,Textiles,October 2026,Term Loan,10.0,14.0,3.0,0,Oct Wk3 (Oct 15-21),LOW
Chopra Retec Rubber Products Ltd.,ACUITE,Chemicals & Pharma,October 2026,Term Loan,10.0,14.0,7.640000000000001,0,Oct Wk4 (Oct 22-31),MEDIUM
Sky Spintex Pvt. Ltd.,IND-RA,Other,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,149.48,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Ramdev Sugars Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,32.660000000000004,0,Oct Wk3 (Oct 15-21),LOW
Ramji Acro Ltd.,CRISIL,Other,Q2 2027,Term Loan,10.0,14.0,10.0,0,HOT by Jan 2027,LOW (<90 days)
Ramji Acro Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,10.0,0,Oct Wk4 (Oct 22-31),LOW
Raj Agrochem Products Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,4.0,0,Oct Wk3 (Oct 15-21),LOW
Skyz Stones Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Fund-Based Facilities | Term Loan,10.0,14.0,18.98,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Infants Travels Pvt. Ltd.,ACUITE,Hotels & Tourism,October 2026,Term Loan,10.0,14.0,128.0,0,Nov Wk1 (Nov 1-7),MEDIUM
Remira Motors Pvt. Ltd.,CRISIL,Automobiles,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,15.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Upcountry Vehicle Pvt. Ltd.,CRISIL,Manufacturing,Q1 2027,Fund-Based Facilities | Term Loan,10.0,14.0,14.5,0,Dec 2026 – Jan 2027,LOW/MEDIUM
R K Steel Udyog Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Fund-Based Facilities,10.0,14.0,6.0,0,Oct Wk3 (Oct 15-21),LOW
Masu Brakes Pvt. Ltd.,CRISIL,Other,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,27.4,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Odi-Ray Industries Ltd.,CRISIL,Manufacturing,October 2026,Term Loan,10.0,14.0,49.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Novex Communications Pvt. Ltd.,ACUITE,IT/Technology,October 2026,Term Loan,10.0,14.0,12.99,0,Nov Wk1 (Nov 1-7),MEDIUM
Siddapur Distilleries Ltd.,ACUITE,Other,Q1 2027,Term Loan,10.0,14.0,113.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Omax Cotspin Pvt. Ltd.,IND-RA,Other,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,57.51,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Om Sree Papertek Pvt. Ltd.,CRISIL,Paper/Packaging,October 2026,Term Loan,10.0,14.0,29.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Maruti Nandan Oils Pvt. Ltd.,CRISIL,Energy,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,12.5,0,Oct Wk2 (Oct 8-14),MEDIUM
Matrix Roller Mill Pvt. Ltd.,CARE,Other,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,6.9,0,Oct Wk2 (Oct 8-14),MEDIUM
Jaywant Sugars Ltd.,CRISIL,Agro & Food,October 2026,Term Loan,10.0,14.0,339.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Jaymala Infrastructure Pvt. Ltd.,IND-RA,Construction,Q1 2027,Term Loan,10.0,14.0,1986.87,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Clean Coal Enterprises Pvt. Ltd.,IND-RA,Mining,Q1 2027,Fund-Based Facilities,10.0,14.0,10.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Jeevisha Foods Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan,10.0,14.0,5.0,0,Oct Wk4 (Oct 22-31),LOW
Jeeban Suraksha Hospital Pvt. Ltd.,CRISIL,Healthcare,Q1 2027,Term Loan,10.0,14.0,30.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Meenakshi Udyog (India) Pvt. Ltd.,IND-RA,Other,October 2026,Term Loan,10.0,14.0,43.99,0,Oct Wk1 (Oct 1-7),MEDIUM
V J Automobiles Pvt. Ltd.,CRISIL,Automobiles,Q2 2027,Term Loan,10.0,14.0,3.0,0,HOT by Jan 2027,LOW (<90 days)
V J Automobiles Pvt. Ltd.,CRISIL,Automobiles,October 2026,Term Loan,10.0,14.0,3.0,0,Oct Wk4 (Oct 22-31),LOW
V G C Beena Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,2.0,0,Oct Wk1 (Oct 1-7),LOW
Animesh Ispat Pvt. Ltd.,ACUITE,Other,October 2026,Term Loan,10.0,14.0,16.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Anmol Industries Ltd.,CRISIL,Manufacturing,October 2026,Term Loan,10.0,14.0,21.0,0,Oct Wk2 (Oct 8-14),LOW
Anlon Healthcare Ltd.,BRICKWORK,Healthcare,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,10.360000000000001,0,Nov Wk3 (Nov 15-21),MEDIUM
Ankit Pulps & Boards Pvt. Ltd.,ICRA,Paper/Packaging,October 2026,Term Loan,10.0,14.0,1.75,0,Oct Wk3 (Oct 15-21),LOW
Annapurna Cotex Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,3.6100000000000003,0,Nov Wk3 (Nov 15-21),LOW
Annakoot Properties Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,89.1,0,Oct Wk2 (Oct 8-14),MEDIUM
Ivis International Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,26.35,0,Nov Wk3 (Nov 15-21),LOW
Dev Shree Cotsyn Pvt. Ltd.,BRICKWORK,Other,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,5.04,0,Oct Wk4 (Oct 22-31),MEDIUM
Deshmukh Lead Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,3.5200000000000005,0,Nov Wk3 (Nov 15-21),MEDIUM
Dhanraj Solvex Pvt. Ltd.,ACUITE,Other,October 2026,Term Loan,10.0,14.0,48.47,0,Oct Wk4 (Oct 22-31),LOW
Ishaan Bio Pvt. Ltd.,ACUITE,Other,October 2026,Term Loan,10.0,14.0,1.25,0,Oct Wk1 (Oct 1-7),LOW
Consortium Automobiles Pvt. Ltd.,CRISIL,Manufacturing,Q1 2027,Fund-Based Facilities | Term Loan,10.0,14.0,8.8,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Reeshav Automobiles Pvt. Ltd.,CRISIL,Automobiles,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,14.85,0,HOT by Jan 2027,LOW (<90 days)
Ishaan Bio Pvt. Ltd.,ACUITE,Chemicals & Pharma,Q2 2027,Term Loan,10.0,14.0,1.25,0,HOT by Jan 2027,LOW (<90 days)
Isha Homes (India) Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,10.0,14.0,21.25,0,Nov Wk3 (Nov 15-21),LOW
J B Fashions Ltd.,CRISIL,Textiles,October 2026,Term Loan,10.0,14.0,10.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Siddhi Industries Ltd.,BRICKWORK,Manufacturing,October 2026,Fund-Based Facilities | Term Loan,10.0,14.0,4.32,0,Oct Wk1 (Oct 1-7),LOW
Deep (India) Enterprises Pvt. Ltd.,CARE,Other,Q2 2027,Fund-Based Facilities | Term Loan,10.0,14.0,75.27000000000001,0,HOT by Feb 2027,LOW (<90 days)
Deep (India) Enterprises Pvt. Ltd.,CARE,Other,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,75.27000000000001,0,Oct Wk4 (Oct 22-31),LOW
Deep (India) Enterprises Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Term Loan | Fund-Based Facilities,10.0,14.0,41.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Reeshav Automobiles Pvt. Ltd.,CRISIL,Automobiles,October 2026,Term Loan | Fund-Based Facilities,10.0,14.0,14.85,0,Oct Wk4 (Oct 22-31),LOW
Shubhyan Motors Pvt. Ltd.,CRISIL,Automobiles,October 2026,Term Loan,10.0,14.0,8.3,0,Oct Wk4 (Oct 22-31),LOW
J C Retail India Pvt. Ltd.,CRISIL,Media/Retail,October 2026,Term Loan,10.0,14.0,22.5,0,Nov Wk4 (Nov 22-30),LOW
J M K Enterprises Pvt. Ltd.,ACUITE,Other,Q1 2027,Term Loan,10.0,14.0,2.4,0,Sep–Oct 2026 — Call 3 months ahead,HOT
