Company Name,Call_Group,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Kottex Industries Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),111.3,0,5.0,Manufacturing,CRISIL | BRICKWORK,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
VTP Corporation LLP,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),111.16,0,5.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Harbir Automobile Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),110.66,0,5.0,Automobiles,CARE | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
D T L Ancillaries Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),110.6,0,5.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Avian Infrastructure & Energy Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),110.0,0,5.0,Construction,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
R S V Constructions Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),109.0,0,5.0,Construction,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Enar Industrial Enterprises Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),107.5,0,5.0,Manufacturing,CRISIL,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
JS Auto Cast Foundry India Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),107.5,0,5.0,Automobiles,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Shalimar Works (1980) Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),107.5,0,5.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Plus Medicare Hospitals Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),105.0,0,5.0,Healthcare,BRICKWORK | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
A & T Infracon Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),104.0,0,5.0,Construction,IND-RA | CARE,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Anand Carbo Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),104.0,0,5.0,Automobiles,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Birli Spinning Mill Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),104.0,0,5.0,Textiles,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Therelek Engineers Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),102.0,0,5.0,Manufacturing,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Hansa Tubes Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),101.8,0,5.0,Steel & Metals,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Metaguard Engineers and Contractors,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),100.94,0,5.0,Manufacturing,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Anil Trading India Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),100.0,0,5.0,Trading/Exports,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
ETO Motors Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),100.0,0,5.0,Automobiles,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Maghalakshmi Plaazaa,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),100.0,0,5.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Metal Crafts Constructors Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),100.0,0,5.0,Steel & Metals,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Premier Cables & Conductors Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),100.0,0,5.0,Infrastructure,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
S M J Eximp Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),100.0,0,5.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Parva Balaji Projects,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),99.76,0,4.0,Construction,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Arora Udyog Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),99.66,0,4.0,Other,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Dayal Energy & Protein Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),98.0,0,4.0,Energy,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Ocean Constructions (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),98.0,0,4.0,Construction,ACUITE | ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sourabh Rolling Mills Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),98.0,0,4.0,Steel & Metals,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Devika Fibres Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),97.38,0,4.0,Textiles,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Kumar Cotton Mills Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),96.74,0,4.0,Agro & Food,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Thenpandian Spinning Mills India Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),96.7,0,4.0,Textiles,IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Sunny Infraprojects Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),96.0,0,4.0,Construction,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
GMW Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),95.6,0,4.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
HR Ispat Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),95.04,0,4.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Emperial Films LLP,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),94.04,0,4.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Siddharth Carbochem Products Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),93.12,0,4.0,Chemicals & Pharma,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Paragon Apparel Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),92.84,0,4.0,Textiles,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Vishwanath Paper & Boards Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),91.6,0,4.0,Paper/Packaging,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Hema Automotive Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),90.0,0,4.0,Automobiles,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Rajinder Infrastructure Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),90.0,0,4.0,Construction,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Claystone Granito Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),89.4,0,4.0,Construction,CRISIL | ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Popular Wheelers (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),89.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Gates Wears,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),84.94,0,4.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Venus Industrial Corpn. Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),84.5,0,4.0,Manufacturing,CRISIL | ACUITE,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mutha Engineering Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),83.18,0,4.0,Manufacturing,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Slidewell Meilleur-Tech Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),83.0,0,4.0,IT/Technology,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Antony Road Transport Solutions Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),82.86,0,4.0,Logistics,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
King Yarns Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),82.69999999999999,0,4.0,Textiles,BRICKWORK | CRISIL,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Sowparnika Projects & Infrastructure Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),82.6,0,4.0,Construction,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Multicolor Steels (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),82.5,0,4.0,Steel & Metals,CRISIL,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ahaaram Mills Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),82.0,0,4.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Nachiketa Papers Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),82.0,0,4.0,Paper/Packaging,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
J J Glastronics Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),81.46,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Ambuj Hotel and Real Estate Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),80.0,0,4.0,Construction,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Apurvakriti Infrastructure Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),80.0,0,4.0,Construction,ACUITE | CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Earth Minerals Co. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),80.0,0,4.0,Mining & Minerals,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Pankaj Ispat Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),80.0,0,4.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Pristine Commercials Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),80.0,0,4.0,Steel & Metals,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Shiv Edibles Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),80.0,0,4.0,Agro & Food,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Rasha Ind. Pvt Ltd,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),78.19999999999999,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Rohan Dyes & Intermediates Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),76.75,0,4.0,Chemicals & Pharma,ACUITE | BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Power Engineering (India) Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),76.34,0,4.0,Manufacturing,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Vinayak Oil & Fats Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),76.0,0,4.0,Energy,CRISIL | CARE,October 2026 + Q1 2027 + Q2 2027,3,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Strongbuilt Constructions Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),75.0,0,4.0,Construction,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
