Company_Name,Rating_Date,Instruments,Size,Current_Rating,Outlook,Days_Since_Rating,Urgency,Current_Rater,Why_Target,ACER_Pitch
Prashanth Poultry Private Limited,"September 1, 2025",Proposed Long Term Bank Facilities,Rs. 0.62 Cr.,IVR B+ (INC)(Downgraded),Negative,294,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Swaminathan Enterprises Private Limited,"September 1, 2025",Long Term Bank Facilities,Rs. 56.00 Cr.,IVR C+ (INC)(Downgraded),Negative,294,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Bhanderi Lab Grown Diamonds LLP,"September 1, 2025",Long Term Bank Facilities,Rs. 36.51 Cr.,IVR BB (INC)(Downgraded),Negative,294,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Atlas Pet Plas Industries Limited,"September 2, 2025",Long Term Bank Facilities,Rs. 8.50 Cr.,IVR C (INC)(Downgraded),Negative,293,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Atlas Pet Plas Industries Limited,"September 2, 2025",Long Term Bank Facilities - Proposed,Rs. 4.00 Cr.,IVR C (INC)(Downgraded),Negative,293,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Awadh Engineers Private Limited,"September 2, 2025",Issuer Ratings,,IVR BB- (INC)(Reaffirmed),Negative,293,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Aaryan Infrabuild Private Limited,"September 2, 2025",Long Term Bank Facilities - Term Loan,Rs. 61.00 Cr.,IVR BB (INC)(Downgraded),Negative,293,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Royale Agro Processing Industries,"September 2, 2025",Long Term Bank Facilities,Rs. 29.70 Cr.,IVR B+ (INC)(Downgraded),Negative,293,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Asoke Timber Co,"September 3, 2025",Long Term Bank Facilities,Rs. 16.00 Cr.,IVR D (INC)(Reaffirmed),Nil,292,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Asoke Timber Co,"September 3, 2025",Short Term Bank Facilities,Rs. 5.00 Cr.,IVR D (INC)(Reaffirmed),Nil,292,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Science House Medicals Private Limited,"September 3, 2025",Long Term Bank Facilities,Rs. 41.00 Cr. (Including proposed limit of Rs. 10.00 Crore),IVR BB- (INC)(Downgraded),Negative,292,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Science House Medicals Private Limited,"September 3, 2025",Short Term Bank Facilities,Rs. 19.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,292,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Permali Wallace Private Limited,"September 3, 2025",Long Term Bank Facilities,Rs. 29.60 Cr.,IVR BB- (INC)(Downgraded),Negative,292,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Permali Wallace Private Limited,"September 3, 2025",Short Term Bank Facilities,Rs. 21.40 Cr.,IVR A4 (INC)(Reaffirmed),Nil,292,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Cosmos Industries Limited,"September 4, 2025",Long Term Bank Facilities,Rs. 46.61 Cr.,IVR D (INC)(Reaffirmed),Nil,291,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RPS Infraprojects Private Limited,"September 4, 2025",Long Term Bank Facility,Rs. 12.00 Cr.,IVR BB (INC)(Downgraded),Negative,291,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RPS Infraprojects Private Limited,"September 4, 2025",Short Term Bank Facility,Rs. 150.00 Cr.,IVR A4 (INC)(Downgraded),Nil,291,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RPS Infraprojects Private Limited,"September 4, 2025",Long Term Bank Facility,Rs. 12.00 Cr.,IVR BB (INC)(Downgraded),Negative,291,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RPS Infraprojects Private Limited,"September 4, 2025",Short Term Bank Facility,Rs. 150.00 Cr.,IVR A4 (INC)(Downgraded),Nil,291,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Tier 1 Infra Private Limited,"September 4, 2025",Long Term Bank Facilities,Rs. 3.05 Cr.,IVR BB (INC)(Downgraded),Negative,291,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Tier 1 Infra Private Limited,"September 4, 2025",Long Term Bank Facilities (Proposed),Rs. 35.00 Cr.,IVR BB (INC)(Downgraded),Negative,291,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Tier 1 Infra Private Limited,"September 4, 2025",Short Term Bank Facilities,Rs. 10.00 Cr.,IVR A4 (INC)(Downgraded),Nil,291,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
BK Print and Pack Haridwar,"September 5, 2025",Long Term Bank Facilities,Rs. 12.50 Cr.,IVR C+ (INC)(Downgraded),Negative,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
MR Enterprises,"September 5, 2025",Long Term Bank Facilities,Rs. 79.84 Cr.,IVR BBB (INC)(Downgraded),Negative,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Hindupur Steel & Alloys Private Limited,"September 5, 2025",Long Term Bank Facilities,Rs. 127.07 Cr.,IVR BBB (INC)(Downgraded),Negative,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Niros Ispat Private Limited,"September 5, 2025",Short Term Bank Facilities,Rs. 25.00 Cr.,IVR A3+ (INC)(Downgraded),Nil,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Pramukh Creation,"September 5, 2025",Long Term Bank Facilities,Rs. 10.00 Cr.,IVR B (INC)(Downgraded),Negative,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RMN Infrastructure Limited,"September 5, 2025",Long Term Facilities,Rs. 30.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RMN Infrastructure Limited,"September 5, 2025",Short Term Facilities,Rs. 100.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
MBR Silos Private Limited,"September 5, 2025",Long Term Bank Facilities,Rs. 47.50 Cr.,IVR BB- (INC)(Downgraded),Negative,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Venkatesh Granites Private Limited,"September 5, 2025",Long Term Bank Facilities,Rs. 18.47 Cr.,IVR BB+ (INC)(Downgraded),Negative,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Venkatesh Granites Private Limited,"September 5, 2025",Short Term Bank Facilities,Rs. 2.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,290,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Unique Construction,"September 8, 2025",Long Term Bank Facilities,Rs. 18.00 Cr.,IVR BBB- (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Unique Construction,"September 8, 2025",Short Term Bank Facilities,Rs. 182.00 Cr.,IVR A3 (INC)(Downgraded),Nil,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Zodiac Dealers Private Limited,"September 8, 2025",Long Term Bank Facilities,Rs. 5.00 Cr. (includes proposed facility of Rs. 4.80 Cr.),IVR BB- (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Unique Construction,"September 8, 2025",Long Term Bank Facilities,Rs. 18.00 Cr.,IVR BBB- (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Unique Construction,"September 8, 2025",Short Term Bank Facilities,Rs. 182.00 Cr.,IVR A3 (INC)(Downgraded),Nil,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Zodiac Dealers Private Limited,"September 8, 2025",Long Term Bank Facilities,Rs. 5.00 Cr. (includes proposed facility of Rs. 4.80 Cr.),IVR BB- (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Guru Nanak Educational Society,"September 8, 2025",Long Term Bank Facilities,Rs. 52.43 Cr.,IVR B (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
LV Dairys Patas,"September 8, 2025",Long Term Bank Facilities,Rs. 23.23 Cr.,IVR D (INC)(Reaffirmed),Nil,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
LV Dairys Patas,"September 8, 2025",Short Term Bank Facilities,Rs. 42.90 Cr.,IVR D (INC)(Reaffirmed),Nil,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
GTN Textiles Limited,"September 8, 2025",Long Term Bank Facilities,Rs. 23.23 Cr.,IVR D (INC)(Reaffirmed),Nil,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
GTN Textiles Limited,"September 8, 2025",Short Term Bank Facilities,Rs. 42.90 Cr.,IVR D (INC)(Reaffirmed),Nil,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Assam Hospital Limited,"September 8, 2025",Long Term Bank Facilities,Rs. 15.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Assam Hospital Limited,"September 8, 2025",Long/Short Term Bank Facilities (Proposed),Rs. 10.00 Cr.,IVR BB+/IVR A4+; (INC)(Downgraded),Negative/-,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Shiva Protein Products Private Limited,"September 8, 2025",Long Term Bank Facilities,Rs. 155.50 Cr.,IVR BB+ (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
AB Udyog Private Limited,"September 8, 2025",Long Term Bank Facilities,Rs. 30.85 Cr. (Including proposed limit of Rs. 1.85 Crore),IVR BB (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
AB Udyog Private Limited,"September 8, 2025",Short Term Bank Facilities,Rs. 1.15 Cr.,IVR A4 (INC)(Downgraded),Nil,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Crystal Balaji Industries Private Limited,"September 8, 2025",Long Term Bank Facilities,Rs. 229.53 Cr.,IVR BB (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
R.R. Gold & Diamonds,"September 8, 2025",Long Term Bank Facilities,Rs. 49.50 Cr.,IVR BB- (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RR Gold Palace Private Limited,"September 8, 2025",Long Term Bank Facilities,Rs. 63.88 Cr.,IVR BB- (INC)(Downgraded),Negative,287,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Consolidated Product Corporation,"September 9, 2025",Long Term Bank Facilities,Rs. 2.77 Cr.,IVR B- (INC)(Downgraded),Negative,286,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Consolidated Product Corporation,"September 9, 2025",Short Term Bank Facilities,Rs. 4.75 Cr.,IVR A4 (INC)(Reaffirmed),Nil,286,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Consolidated Product Corporation,"September 9, 2025",Long Term/Short Term Bank Facilities,Rs. 0.48 Cr.,IVR B-/IVR A4; (INC)(Downgraded/Reaffirmed),Negative/-,286,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kalinga International,"September 9, 2025",Long Term Bank Facilities,Rs. 16.83 Cr.,IVR D (INC)(Reaffirmed),Nil,286,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kalinga International,"September 9, 2025",Long Term/Short Term Bank Facilities,Rs. 0.17 Cr.,IVR D (INC)(Reaffirmed),Nil,286,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
