Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch,Multi_Agency
SBA Metals And Steel Private Limited,Infomerics,Long term Bank Facilities,IVR BBB- (Reaffirmed),2025-07-16,342.0,HOT,False,,Rs. 47.81 Cr. (Enhanced from Rs. 37.09 Cr.) | 0.00 (Reduced from Rs. 0.44 Cr.),Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Alankar Alloys Pvt. Ltd.,CRISIL,Term loans,BBB+,2025-07-17,341.0,HOT,False,,2.32,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Punjab Metal Works Pvt. Ltd.,CRISIL | IND-RA,Letter Of credit | Non-government debt,A 4,2026-04-02,341.0,HOT,True,,5.00 | 5.50,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL | IND-RA has been INC for 341.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Heritage Alloys Private Limited,Infomerics,Long Term Bank Facilities | Long Term Bank Facilities - Proposed | Short Term Bank Facilities,IVR BBB- (Assigned),2025-07-17,341.0,HOT,False,,Rs. 28.57 Cr. | Rs. 4.93 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Laxmi Metal Pressing works Private Limited,Infomerics,Long term Bank Facilities | Short term Bank Facilities,IVR BBB- (Upgraded),2025-07-17,341.0,HOT,False,,Rs. 61.17 Cr. (Reduced from Rs. 72.15 crore) | Rs. 27.00 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sarvottam Rolling Mills Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-07-17,341.0,HOT,True,Infomerics,Rs. 15.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 341.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,YES
Apollo Vikas Steels Pvt. Ltd.,BRICKWORK | CRISIL,Letter Of credit,A 4,2025-10-15,340.0,HOT,True,,46.00 | 42.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CRISIL has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Mascom Steel (India) Pvt. Ltd.,IND-RA,Term loans,B-,2025-07-18,340.0,HOT,True,,4.80,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at IND-RA has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Meghalaya Cast & Alloys Pvt. Ltd.,CRISIL | IND-RA,Bank Guarantee | Non-fund based working capital limit | Term loans,A 4,2025-10-09,340.0,HOT,True,,2.13 | 1.01,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL | IND-RA has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Nexus Electro Steel Ltd.,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,D,2025-07-18,340.0,HOT,True,,1.50 | 33.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Niagara Metals India Ltd.,CARE | IND-RA,Bank Guarantee | Letter Of credit | Non-fund based working capital limit,D,2025-11-18,340.0,HOT,True,,16.00 | 2.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | IND-RA has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Pioneer Torsteel Mills Pvt. Ltd.,IND-RA,Non-fund based working capital limit | Term loans,D,2025-07-18,340.0,HOT,True,,4.00 | 18.50,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at IND-RA has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
S M E Steels Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4+,2025-07-18,340.0,HOT,True,,0.21,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at IND-RA has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Sarvottam Rolling Mills Pvt. Ltd.,CARE | IND-RA,Bank Guarantee | Non-fund based working capital limit | Non-government debt,A 4,2026-03-19,340.0,HOT,True,,5.50,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | IND-RA has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,YES
Venus Alloys Pvt. Ltd.,ACUITE | IND-RA,Long term Loans | Term loans,B+,2026-01-06,340.0,HOT,True,,21.91 | 5.40,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE | IND-RA has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Yazdani Steel & Power Ltd.,ACUITE | IND-RA,Bank Guarantee | Letter Of credit | Long term Loans,D,2025-07-23,340.0,HOT,True,,7.51 | 43.49,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE | IND-RA has been INC for 340.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Global Copper Pvt. Ltd. [Merged],ACUITE,Bank Guarantee | Long term Loans | Term loans,A 2,2025-07-21,337.0,HOT,False,,1.00 | 2.17,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ACUITE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Jindal Stainless Steelway Ltd. [Merged],ACUITE | CARE | IND-RA,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 1+,2026-01-12,337.0,HOT,False,,10.00 | 95.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ACUITE | CARE | IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Lloyds Metals & Energy Ltd.,CRISIL | IND-RA,Debentures / Bonds / notes / bills | Long term Loans | Non-government debt,AA,2026-04-20,337.0,HOT,False,,1000.00 | 2500.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL | IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Minera Steel & Power Pvt. Ltd.,ICRA | IND-RA,Non-fund based working capital limit | Non-fund-based financial facility/instrument | Non-government debt,A+/A1,2025-10-23,337.0,HOT,False,,76.01 | 48.96,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA | IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
N M D C Steel Ltd.,CRISIL | IND-RA,Non-fund based working capital limit | Term loans,BBB+,2025-12-19,337.0,HOT,False,,4500.00 | 1500.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL | IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Saluja Steel & Power Pvt. Ltd.,CARE | CRISIL,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 4,2026-02-27,337.0,HOT,True,,8.50 | 14.15,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL has been INC for 337.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
B.L. Foundry Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR B+ (Upgraded),2025-07-21,337.0,HOT,False,,Rs. 4.75 Cr. | Rs. 20.00 Cr. (Enhanced from Rs. 15.00 Cr.),Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Kalika Steel Alloys Private Limited,Infomerics,Long Term Bank Facilities | Long Term Bank Facilities - Proposed | Short Term Bank Facilities,IVR A- (Reaffirmed),2025-07-21,337.0,HOT,False,,Rs. 250.25 Cr. (Reduced from Rs. 298.46 Crore) | Rs. 50.00 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
Metal Care Alloys Limited,Infomerics,Long term Bank Facilities | Short term Bank Facilities,IVR BBB- (Reaffirmed),2025-07-21,337.0,HOT,False,,Rs. 67.50 Cr. (Enhanced from Rs.52.50 crore) | Rs. 0.50 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
Alok Ingots (Mumbai) Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-22,336.0,HOT,False,,7.07,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mahindra Auto Steel Pvt. Ltd.,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,AA,2025-07-22,336.0,HOT,False,,25.00 | 66.50,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mahindra Steel Service Centre Ltd.,ICRA,Non-fund-based financial facility/instrument | Non-government debt,AA-,2025-07-29,336.0,HOT,False,,41.50 | 2.80,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shiv Aum Steels Ltd.,CRISIL | IND-RA,Letter Of credit | Non-government debt,A 3+,2025-11-24,336.0,HOT,True,,15.00 | 65.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL | IND-RA has been INC for 336.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Kamakshi Steels Pvt. Ltd.,CARE | CRISIL,Bank Guarantee | Long term Loans,D,2025-09-25,335.0,HOT,True,,2.00 | 1.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL has been INC for 335.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Kutch Copper Ltd.,IND-RA,Long term Loans | Non-fund based working capital limit | Non-government debt,A-,2025-07-23,335.0,HOT,False,,5684.20 | 350.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Neo Metaliks Ltd.,CARE | CRISIL | ICRA,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,A 4,2026-03-11,335.0,HOT,True,,158.20 | 0.30,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL | ICRA has been INC for 335.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Shivam Iron & Steel Co. Ltd.,IND-RA,Term loans,B-,2025-07-23,335.0,HOT,True,,212.10,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at IND-RA has been INC for 335.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,YES
Sharu Steels Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (Upgraded),2025-07-23,335.0,HOT,False,,Rs. 40.54 Cr. (Enhanced from Rs. 25.79 Crore) | Rs. 22.00 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
M S Metals & Steels Pvt. Ltd.,CARE | CRISIL,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A-,2026-02-16,334.0,HOT,False,,0.67 | 95.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CARE | CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Radharaman Stainless Steel Pvt. Ltd.,CARE | CRISIL,Letter Of credit | Long term Loans,A 4,2025-12-22,334.0,HOT,True,,2.00 | 1.88,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL has been INC for 334.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Rohit Iron and Steel (India) Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Assigned),2025-07-24,334.0,HOT,False,,Rs. 25.00 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Bhagyanagar Copper Pvt. Ltd.,ACUITE | CARE | CRISIL,Letter Of credit | Long term Loans | Term loans,A 4+,2026-03-06,333.0,HOT,False,,6.50 | 13.50,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by ACUITE | CARE | CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Patnaik Steels & Alloys Ltd. [Merged],CRISIL,Bank Guarantee | Fund based financial facility/instrument | Term loans,A 4,2025-07-25,333.0,HOT,True,,2.75 | 77.21,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 333.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
R K S Steel Inds. Pvt. Ltd.,CRISIL | IND-RA,Bank Guarantee | Long term Loans | Non-government debt,A 4,2025-12-19,333.0,HOT,True,,3.00 | 20.40,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL | IND-RA has been INC for 333.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Shree Govardhan Steels Pvt. Ltd.,ICRA,Term loans,B+,2025-07-25,333.0,HOT,True,,2.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ICRA has been INC for 333.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Anindita Steels Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR B- (INC)(Downgraded),2025-07-25,333.0,HOT,True,Infomerics,Rs. 26.68 Cr. | Rs. 3.92 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 333.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Bholaram Metal Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 4,2025-07-28,330.0,HOT,True,,0.98 | 4.20,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK has been INC for 330.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
