Company Name,Rating Date,Current Rater,Instrument,Grade,Rating,Days Since Rating,Urgency,Why Target,ACER Pitch Angle
Sri V N S Spinning Mills India Pvt. Ltd.,13-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,314,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 314 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Patwari Steels Pvt. Ltd.,18-08-2025,ICRA,Non-government debt,Default,D,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Needle Industries (India) Pvt. Ltd.,18-08-2025,ICRA,Non-government debt,High Risk,B+/A4,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
G B Engineering Enterprises Pvt. Ltd.,18-08-2025,ICRA,Short-term loan,Default,D,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Goodwill Fabrics Pvt. Ltd.,18-08-2025,ICRA,Term loans,High Risk,B+,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Cygnus Splendid Ltd.,18-08-2025,ICRA,Term loans,Default,D,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Turquoise & Gold Apparels Pvt. Ltd.,18-08-2025,ICRA,Term loans,Default,D,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Garg Industries Ltd. (Delhi),18-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Magadh Precision Equipment Ltd.,18-08-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
B P Food Products Pvt. Ltd.,18-08-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Saravana Spinners Ltd.,18-08-2025,ICRA,Non-government debt,High Risk,B-/A4,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Bium Industries Pvt. Ltd.,18-08-2025,ICRA,Short-term loan,High Risk,A 4,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
M D Frozen Food Exports Pvt. Ltd.,18-08-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Multistone Granito Pvt. Ltd.,18-08-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Somatheeram Ayurvedic Hospital & Yoga Centre Pvt. Ltd.,18-08-2025,ICRA,Term loans,High Risk,B+,309,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 309 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
S R C Projects Pvt. Ltd.,19-08-2025,ICRA,Non-fund-based financial facility/instrument,Moderate Safety,A 3+,308,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 308 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Star Circlips & Engg. Ltd.,20-08-2025,ICRA,Term loans,High Risk,B+,307,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 307 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Lucknow Sitapur Expressways Ltd.,20-08-2025,ICRA,Term loans,Default,D,307,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 307 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mundra Investments Pvt. Ltd.,22-08-2025,ICRA,Term loans,High Risk,B+,305,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 305 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Eastmade Spices & Herbs Pvt. Ltd.,22-08-2025,ICRA,Term loans,High Risk,B+,305,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 305 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kimiya Engineers Pvt. Ltd.,22-08-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,305,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 305 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Hooghly Ship Breakers Ltd.,22-08-2025,ICRA,Long term Loans,Default,D,305,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 305 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mangalore Electricity Supply Co. Ltd.,25-08-2025,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,302,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 302 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shakumbhri Pulp & Paper Mills Ltd.,25-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,302,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 302 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kadri Mills (C B E) Pvt. Ltd.,25-08-2025,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,302,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 302 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Dhansmruti Textiles Pvt. Ltd.,26-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Lampex Electronics Ltd.,26-08-2025,ICRA,Non-government debt,Default,D,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Eneroil Offshore Drilling Ltd.,26-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sical Logixpress Pvt. Ltd.,26-08-2025,ICRA,Term loans,Default,D,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Khandesh Roller Flour Mills Pvt. Ltd.,26-08-2025,ICRA,Term loans,High Risk,B+,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Cheema Spintex Ltd.,26-08-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ardom Towergen Pvt. Ltd.,26-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
A K S Alloys Pvt. Ltd.,26-08-2025,ICRA,Short-term loan,Default,D,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Aarey Drugs & Pharmaceuticals Ltd.,26-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kish Exports Pvt. Ltd.,26-08-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Daftari Agro Pvt. Ltd.,26-08-2025,ICRA,Term loans,High Risk,B+,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sical Connect Ltd.,26-08-2025,ICRA,Term loans,Default,D,301,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 301 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kaveri Cotex Pvt. Ltd.,27-08-2025,ICRA,Term loans,Default,D,300,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 300 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Keshav Holiday Resort Pvt. Ltd.,27-08-2025,ICRA,Term loans,High Risk,B+,300,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 300 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Multichem Specialities Pvt. Ltd.,28-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Chheda Electricals & Electronics Pvt. Ltd.,28-08-2025,ICRA,Term loans,High Risk,B+,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Solidus Hi-Tech Products Pvt. Ltd.,28-08-2025,ICRA,Term loans,High Risk,B+,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Avadh Cotex Pvt. Ltd.,28-08-2025,ICRA,Non-government debt,High Risk,B+/A4,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ayaan Trendz Pvt. Ltd.,28-08-2025,ICRA,Non-government debt,High Risk,B+/A4,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sri Manjunatha Spg. Mills Pvt. Ltd.,28-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,B,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Neco Heavy Engg. & Castings Pvt. Ltd.,28-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ghaziabad Organics Ltd.,28-08-2025,ICRA,Term loans,High Risk,B+,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Triveni Smelters Pvt. Ltd.,28-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
S R C Chemicals Pvt. Ltd.,28-08-2025,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Hardev Construction Pvt. Ltd.,28-08-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
G M Syntex Pvt. Ltd.,28-08-2025,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Progressive Automobiles Pvt. Ltd.,28-08-2025,ICRA,Non-government debt,High Risk,B+/A4,299,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 299 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
