Company,Agencies_INC_April2026,Agency_Count,Instruments,Max_Days_Since_Rating,Urgency,Data_Source,Why_Target,ACER_Pitch
Heidelco Medicore Pvt. Ltd.,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Hind Offshore Pvt. Ltd.,CRISIL,1,Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Indus Integrated Information Mgmt. Ltd.,ACUITE,1,Bank Guarantee | Term loans,75.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
J C T Ltd.,CARE,1,Bank Guarantee | Term loans,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
J J Glastronics Pvt. Ltd.,CARE,1,Term loans,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Jayachandran Industries Pvt. Ltd.,CRISIL,1,Long term Loans | Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kanaiya Exports Pvt. Ltd.,CRISIL,1,Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kims Super Speciality Hospital Pvt. Ltd.,CARE,1,Term loans,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kisan Oleochem & Derivatives Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument | Term loans,75.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kish Exports Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,75.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kropex Auto Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kurseong Computer Sales Pvt. Ltd.,CARE,1,Bank Guarantee,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Lakshmi Precision Screws Ltd.,CARE,1,Bank Guarantee,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ma Sarada Cold Storage Pvt. Ltd.,ICRA,1,Term loans,75.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Madras Race Club,CRISIL,1,Long term Loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mahalaxmi Technocast Pvt. Ltd.,ICRA,1,Short-term loan,75.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mel Systems & Services Ltd.,ACUITE,1,Bank Guarantee | Letter Of credit | Term loans,75.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ocean Constructions (India) Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,75.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Orion Edutech Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Patiala Distillers & Mfrs. Ltd.,CARE,1,Bank Guarantee | Term loans,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Popular Wheelers (India) Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Prachi (India) Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument | Term loans,75.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Pradeep Stainless India Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Premier Plasmotec Pvt. Ltd.,BRICKWORK,1,Term loans,75.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Q-Line Biotech Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R R & Company Pvt. Ltd.,CARE,1,Term loans,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Raymix Concrete India Pvt. Ltd.,CARE,1,Term loans,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S B W Udyog Ltd.,CARE,1,Bank Guarantee | Term loans,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S N S Infracon Pvt. Ltd.,CRISIL,1,Bank Guarantee,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Saravana Stores Gold Palace Pvt. Ltd.,ACUITE,1,Long term Loans | Term loans,75.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Savair Energy Ltd.,CARE,1,Non-government debt,75.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shiv Gorakh Timber Pvt. Ltd.,ACUITE,1,Letter Of credit | Long term Loans,75.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Slidewell Meilleur-Tech Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Soorajmull Baijnath Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Starline Cars Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Super Hoze Inds. Pvt. Ltd.,CRISIL,1,Letter Of credit | Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Super Screws Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Swelore Engineering Pvt. Ltd.,CRISIL,1,Bank Guarantee,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Vannsh Life Sciences Pvt. Ltd.,CRISIL,1,Term loans,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Venkateswara Steels & Springs (India) Pvt. Ltd.,ACUITE,1,Bank Guarantee | Term loans,75.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Vinayak Oil & Fats Pvt. Ltd.,CRISIL,1,Letter Of credit,75.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Adie Broswon Breweries Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,74.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Anand Motor Agencies Ltd.,CARE,1,Fund based financial facility/instrument | Letter Of credit | Term loans,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Andhra Ferro Alloys Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,74.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Antonova Tiles (India) Pvt. Ltd.,CARE,1,Bank Guarantee | Term loans,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
C P Re-Rollers Ltd.,BRICKWORK,1,Bank Guarantee | Fund based financial facility/instrument,74.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
C S H Power Himoinsa Pvt. Ltd.,CARE,1,Non-government debt,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Chandra Fabrics Pvt. Ltd.,CARE,1,Term loans,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Crescent Tanners Pvt. Ltd.,CARE,1,Bank Guarantee,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Devika Fibres Pvt. Ltd.,ACUITE,1,Bank Guarantee | Long term Loans | Term loans,74.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Divya Jyoti Inds. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Dubas Engineering Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,74.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Durairaj Mills Ltd.,ACUITE,1,Letter Of credit | Term loans,74.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Energo Engineering Projects Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,74.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Everest Sea Foods Exports Pvt. Ltd.,CARE,1,Bank Guarantee | Term loans,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Fibro Plastichem (India) Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Finecrete Eco Blocks Pvt. Ltd. [Merged],CRISIL,1,Term loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Friends Agrichem Pvt. Ltd.,CRISIL,1,Long term Loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Fusion Voice Solutions Pvt. Ltd.,CRISIL,1,Long term Loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Gajanan Oil Pvt. Ltd.,CRISIL,1,Letter Of credit | Term loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Galaxy Life Care Services Pvt. Ltd.,CRISIL,1,Term loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Gandhi Spices Pvt. Ltd.,CRISIL,1,Long term Loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ginni Gold Pvt. Ltd.,ICRA,1,Non-government debt,74.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Gypsum Structural India Pvt. Ltd.,IND-RA,1,Non-government debt,74.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Harji Engineering Works Pvt. Ltd.,ACUITE,1,Bank Guarantee | Letter Of credit,74.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Heavy Metals & Tubes Ltd.,CARE,1,Non-fund based working capital limit | Term loans,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Huldibari Industries & Plantation Co. Ltd.,CRISIL,1,Bank Guarantee | Term loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Inarco Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,74.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Integrated Thermoplastics Ltd.,CARE,1,Letter Of credit | Term loans,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
J M Ferro Alloys Pvt. Ltd.,CARE,1,Letter Of credit,74.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
