Company Name,Current Rating Agency,Instrument,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,Amount Cr,Sector,Why Target,ACER Pitch
Manav Nesvi Trendz Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-06-30,359.0,HOT,15.10,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mandakini Jal Urja Pvt. Ltd.,Brickwork,Term loans,Term Loan,B-,2025-08-13,315.0,HOT,869.35,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mangal Electrical Inds. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-08-18,310.0,HOT,22.81,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mangalam Alloys Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB-,2025-06-09,380.0,ULTRA HOT,144.33,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mani More Synthetics Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-03-11,105.0,MEDIUM,0.10,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Manidhari Oils Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-10-30,237.0,HOT,8.00,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Maniranjan Diesel Sales & Service Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B,2025-07-15,344.0,HOT,12.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Manisha Infrastructure Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-11-26,210.0,HOT,30.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Manjeera Constructions Ltd.,Brickwork,Term loans,Term Loan,D,2026-01-28,147.0,MEDIUM,46.40,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Manohar Infrastructure & Constructions Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B,2026-02-17,127.0,MEDIUM,2.96,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Manoj Cables Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-06-11,378.0,ULTRA HOT,20.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Manorama Ropes India Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-09-02,295.0,HOT,1.43,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mantra Softech (India) Pvt. Ltd.,Brickwork,Non-government debt,NCD,A 4,2025-07-03,356.0,HOT,18.50,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Manu Electricals Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-07-11,348.0,HOT,9.00,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Map Refoils India Ltd.,Brickwork,Term loans,Term Loan,D,2025-12-03,203.0,HOT,35.50,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Maple Computer & Communication Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-04-08,77.0,LOW,2.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Maple Panels Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-09-08,289.0,HOT,6.63,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Maplewood Trading Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-02-24,120.0,MEDIUM,50.00,Trading/Exports,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mapsko Builders Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-03-05,111.0,MEDIUM,16.73,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Marathon India Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-05-16,404.0,ULTRA HOT,9.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Marbaniang Projects Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-04-08,77.0,LOW,29.21,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Marc Enterprises Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB-,2025-08-29,299.0,HOT,3.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Margdarshak Financial Services Ltd.,Brickwork,Term loans,Term Loan,D,2025-05-27,393.0,ULTRA HOT,430.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mark Alloys Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-04,202.0,HOT,1.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Maruti Papers Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB,2025-11-12,224.0,HOT,76.53,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Maruti Rub-Plast Pvt. Ltd.,Brickwork,Term loans,Term Loan,C-,2025-12-31,175.0,MEDIUM,2.65,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Marya Frozen Agro Food Products Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB-,2025-11-12,224.0,HOT,0.13,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mathiyan Construction Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-07-18,341.0,HOT,35.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mathuram Swastha Evam Shikshan Sansthan,Brickwork,Term loans,Term Loan,C,2025-06-03,386.0,ULTRA HOT,5.99,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mauria Udyog Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2026-03-10,106.0,MEDIUM,135.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Maxgrow Overseas Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-06-06,383.0,ULTRA HOT,0.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Maxheal Laboratories Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-09-26,271.0,HOT,12.63,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mayfair Leisures Ltd.,Brickwork,Term loans,Term Loan,D,2026-02-27,117.0,MEDIUM,63.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mc Millan Mktg. Pvt. Ltd.,Brickwork,Non-government debt,NCD,C,2025-09-02,295.0,HOT,18.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mcnally Bharat Engg. Co. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2026-03-04,112.0,MEDIUM,55.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Med Freshe Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-06-06,383.0,ULTRA HOT,10.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Medico Remedies Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-13,407.0,ULTRA HOT,3.00,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Meerut Roller Flour Mills Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B-,2025-11-14,222.0,HOT,3.30,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Megamiles Bearing Cups Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-08-19,309.0,HOT,0.55,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Megha Fruit Processing Pvt. Ltd.,Brickwork,Term loans,Term Loan,B,2025-09-02,295.0,HOT,57.85,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mehar Steels Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-05-07,413.0,ULTRA HOT,6.50,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mehrab Logistics & Aviation Ltd.,Brickwork,Term loans,Term Loan,C,2025-06-13,376.0,ULTRA HOT,20.00,Logistics,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mehul Construction Co. Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-25,364.0,HOT,56.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Meil Anpara Energy Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB-,2025-08-26,302.0,HOT,1636.92,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Melcon (Vizag) Pvt. Ltd.,Brickwork,Non-government debt,NCD,C/A4,2025-06-06,383.0,ULTRA HOT,15.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mentha & Allied Products Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-11-28,208.0,HOT,10.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Merchant Agri Global Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2026-03-17,99.0,MEDIUM,1.30,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Merlon Infra Projects Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-11-12,224.0,HOT,5.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Meru Automobiles Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2025-05-07,413.0,ULTRA HOT,7.00,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Metal Care Alloys Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB,2026-04-01,84.0,LOW,0.56,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Metal Storage Systems Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-05-08,412.0,ULTRA HOT,1.00,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Methods (India) Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2026-03-02,114.0,MEDIUM,25.04,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Metstar Industries Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-05-28,392.0,ULTRA HOT,6.67,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mico Plast Inds. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-02-26,118.0,MEDIUM,3.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Micron Precision Screws Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-03-31,85.0,LOW,10.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Micronova Impex Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-05-21,399.0,ULTRA HOT,4.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Microsun Solar Tech Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-06-17,372.0,ULTRA HOT,3.62,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Midas Agrofoods Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB+,2025-08-05,323.0,HOT,,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mighty Auto Wheels Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-07-04,355.0,HOT,2.74,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Miku Polymers & Plastics Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2026-03-09,107.0,MEDIUM,8.50,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Milando Fashions Ltd.,Brickwork,Non-government debt,NCD,C/A4,2026-02-24,120.0,MEDIUM,12.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Milestone Mercandise Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-10-09,258.0,HOT,6.50,Mining/Minerals,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Millenium Exim Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-28,392.0,ULTRA HOT,3.30,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Million Exporter Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-05-28,392.0,ULTRA HOT,1.15,Trading/Exports,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Minmet Refractory Solutions Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-07-02,357.0,HOT,7.00,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Miraj Dairy Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-03-11,105.0,MEDIUM,5.98,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mistry Enterprises Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-11-24,212.0,HOT,3.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mitashi Edutainment Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-03-09,107.0,MEDIUM,20.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mittal Dyeing Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-10-13,254.0,HOT,0.75,Textiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Mittal Pigment Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-01-08,167.0,MEDIUM,20.00,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
