Company Name,Current Rater,Instrument Type,Grade,Rating,Last Rating Date,Days Since Downgrade,Is INC,Urgency,Why Target,ACER Pitch Angle
Anand Motor Agencies Ltd.,CARE,Fund based financial facility/instrument,High Risk,B+,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Ronch Polymers Pvt. Ltd.,CARE,Bank Guarantee,High Safety,A 2,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S I Air Springs Pvt. Ltd.,CARE,Bank Guarantee,High Safety,A 2,2026-04-10,71.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Friends Agrichem Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
R L Kalthia Ship Breaking Pvt. Ltd.,CARE,Non-government debt,Inadequate Safety,BB+/A4+,2026-04-10,71.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Everest Sea Foods Exports Pvt. Ltd.,CARE,Term loans,High Risk,B-,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shiv Edibles Ltd.,CARE,Fund based financial facility/instrument,High Risk,B-,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Oswal Lumbers Pvt. Ltd.,CARE,Non-government debt,High Risk,B/A4,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Kals Distilleries Pvt. Ltd.,CARE,Term loans,Moderate Safety,BBB,2026-04-10,71.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Madhurima International Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,Moderate Safety,A 3+,2026-04-10,71.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Chandra Fabrics Pvt. Ltd.,CARE,Term loans,High Risk,B,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Venus Industrial Corpn. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Fusion Voice Solutions Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
R A C Papers Ltd.,BRICKWORK,Term loans,Substantial Risk,C,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Universal Seaport Pvt. Ltd.,CARE,Fund based financial facility/instrument,High Risk,B,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Trishul Exotic Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Antonova Tiles (India) Pvt. Ltd.,CARE,Term loans,High Risk,B,2026-04-10,71.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
G P C Infrastructure Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Jayachandran Industries Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Hind Offshore Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
D C M Shriram Inds. Ltd.,CARE,Term loans,Adequate Safety,A-,2026-04-09,72.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Anvitha Life Care Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Super Screws Pvt. Ltd.,CRISIL,Letter Of credit,High Risk,A 4,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Super Hoze Inds. Pvt. Ltd.,CRISIL,Letter Of credit,High Risk,A 4,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S B W Udyog Ltd.,CARE,Term loans,Inadequate Safety,BB-,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Rajdhani Crafts Inds. Pvt. Ltd.,IND-RA,Non-fund based working capital limit,High Risk,A 4,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S N S Infracon Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
G P S Renewables Pvt. Ltd.,CARE,Non-government debt,Moderate Safety,BBB-/A3,2026-04-09,72.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Popular Wheelers (India) Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Prachi (India) Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,Substantial Risk,C,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Abhijit Auto Agency India Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,A 4,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Spicejet Ltd.,CARE,Non-government debt,High Risk,B+/A4,2026-04-09,72.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
