Company Name,Date,Agency,Instrument,Grade,Rating,Status,Ammount,INC_Flag,Urgency,Months_Since_Rating,Days_Since_Rating,is_INC,Category
Vinayak Ultraflex Pvt. Ltd.,2025-05-27,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,0.75,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vinayak Ultraflex Pvt. Ltd.,2025-05-27,CRISIL,Term loans,High Risk,B,Reaffirmed,0.11,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vinayak Ultraflex Pvt. Ltd.,2025-05-27,CRISIL,Term loans,High Risk,B,Reaffirmed,0.14,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vipul Motors Pvt. Ltd.,2025-06-24,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,45.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vishwanath Spinnerz India Ltd.,2025-05-27,CRISIL,Long term Loans,Default,D,Reaffirmed,49.79,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vishwanath Spinnerz India Ltd.,2025-05-27,CRISIL,Term loans,Default,D,Reaffirmed,6.21,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vital Healthcare Pvt. Ltd.,2025-05-27,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,7.00,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vital Healthcare Pvt. Ltd.,2025-05-27,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,5.72,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vital Healthcare Pvt. Ltd.,2025-05-27,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,34.78,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vital Healthcare Pvt. Ltd.,2025-05-27,CRISIL,Term loans,High Risk,B+,Reaffirmed,2.00,Y,HIGH,13.0,389.0,True,ULTRA HOT
A & T Infracon Pvt. Ltd.,2025-05-13,CRISIL,Bank Guarantee,High Risk,A 4+,Withdrawn,25.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
A & T Infracon Pvt. Ltd.,2025-05-13,CRISIL,Long term Loans,Inadequate Safety,BB,Withdrawn,1.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
A Auto Movers Pvt. Ltd.,2025-05-22,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,5.00,Y,HIGH,13.1,394.0,True,ULTRA HOT
A G Conveying Systems Pvt. Ltd.,2025-05-21,CRISIL,Bank Guarantee,Default,D,Reaffirmed,1.50,Y,HIGH,13.2,395.0,True,ULTRA HOT
A G Conveying Systems Pvt. Ltd.,2025-05-21,CRISIL,Long term Loans,Default,D,Reaffirmed,0.85,Y,HIGH,13.2,395.0,True,ULTRA HOT
A G Conveying Systems Pvt. Ltd.,2025-05-21,CRISIL,Term loans,Default,D,Reaffirmed,0.80,Y,HIGH,13.2,395.0,True,ULTRA HOT
A G Fats Pvt. Ltd.,2025-06-12,CRISIL,Long term Loans,High Risk,B,Downgraded,0.11,Y,HIGH,12.4,373.0,True,ULTRA HOT
A G Fats Pvt. Ltd.,2025-06-12,CRISIL,Term loans,High Risk,B,Downgraded,4.89,Y,HIGH,12.4,373.0,True,ULTRA HOT
A N S Constructions Pvt. Ltd.,2025-05-14,CRISIL,Bank Guarantee,Default,D,Downgraded,41.00,Y,HIGH,13.4,402.0,True,ULTRA HOT
A N S Constructions Pvt. Ltd.,2025-05-14,CRISIL,Long term Loans,Default,D,Downgraded,3.00,Y,HIGH,13.4,402.0,True,ULTRA HOT
A S C Infratech Pvt. Ltd.,2025-06-04,CRISIL,Bank Guarantee,High Risk,A 4+,Withdrawn,77.00,Y,HIGH,12.7,381.0,True,ULTRA HOT
A V Rambabu Infra Pvt. Ltd.,2025-06-09,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,17.00,Y,HIGH,12.5,376.0,True,ULTRA HOT
A Y G Realty Pvt. Ltd.,2025-06-25,CRISIL,Bank Guarantee,Default,D,Reaffirmed,14.00,Y,HIGH,12.0,360.0,True,ULTRA HOT
A-I Enterprises Pvt. Ltd.,2025-06-24,CRISIL,Fund based financial facility/instrument,High Risk,A 4,Reaffirmed,15.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
A-I Enterprises Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,9.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Aadhi Cars Pvt. Ltd.,2025-05-09,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Reaffirmed,75.00,Y,HIGH,13.6,407.0,True,ULTRA HOT
Aadhi Cars Pvt. Ltd.,2025-05-09,CRISIL,Long term Loans,Inadequate Safety,BB+,Reaffirmed,7.04,Y,HIGH,13.6,407.0,True,ULTRA HOT
Aadhi Cars Pvt. Ltd.,2025-05-09,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,5.19,Y,HIGH,13.6,407.0,True,ULTRA HOT
Accrete Pharmaceuticals Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Accrete Pharmaceuticals Pvt. Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,3.60,Y,HIGH,12.1,362.0,True,ULTRA HOT
Acetech Machinery Components India Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,8.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Achiever Apparels Pvt. Ltd.,2025-05-21,CRISIL,Short-term loan,High Risk,A 4,Reaffirmed,4.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Acumen Overseas Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,52.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Adsun Electronics Pvt. Ltd.,2025-06-23,CRISIL,Fund based financial facility/instrument,High Risk,B,Downgraded,25.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Advait Steel Rolling Mills Pvt. Ltd.,2025-05-21,CRISIL,Term loans,Default,D,Reaffirmed,3.04,Y,HIGH,13.2,395.0,True,ULTRA HOT
Adwaith Lakshmi Inds. Ltd.,2025-05-20,CRISIL,Letter Of credit,High Risk,A 4+,Reaffirmed,6.00,Y,HIGH,13.2,396.0,True,ULTRA HOT
Adwaith Lakshmi Inds. Ltd.,2025-05-20,CRISIL,Letter Of credit,High Risk,A 4+,Reaffirmed,3.00,Y,HIGH,13.2,396.0,True,ULTRA HOT
Adwaith Lakshmi Inds. Ltd.,2025-05-20,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Reaffirmed,18.00,Y,HIGH,13.2,396.0,True,ULTRA HOT
Aeroflex Neu Ltd.,2025-06-25,CRISIL,Bank Guarantee,High Risk,A 4+,Reaffirmed,7.20,Y,HIGH,12.0,360.0,True,ULTRA HOT
Aeroflex Neu Ltd.,2025-06-25,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Reaffirmed,2.62,Y,HIGH,12.0,360.0,True,ULTRA HOT
Aeroflex Neu Ltd.,2025-06-25,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,8.91,Y,HIGH,12.0,360.0,True,ULTRA HOT
Agri Search (India) Pvt. Ltd.,2025-06-23,CRISIL,Term loans,High Risk,B,Reaffirmed,6.70,Y,HIGH,12.1,362.0,True,ULTRA HOT
Aikya Chemicals Pvt. Ltd.,2025-05-21,CRISIL,Long term Loans,High Risk,B,Downgraded,7.50,Y,HIGH,13.2,395.0,True,ULTRA HOT
Al-Nasir Exports Pvt. Ltd.,2025-05-15,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,4.00,Y,HIGH,13.4,401.0,True,ULTRA HOT
Alakh Advertising & Publicity Pvt. Ltd.,2025-06-24,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Alakh Advertising & Publicity Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,2.01,Y,HIGH,12.0,361.0,True,ULTRA HOT
Alaska Fabtech Pvt. Ltd.,2025-05-21,CRISIL,Term loans,Default,D,Reaffirmed,13.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Albino Lifesciences Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B,Reaffirmed,5.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Alfara'A Infraprojects Pvt. Ltd.,2025-05-29,CRISIL,Bank Guarantee,Default,D,Reaffirmed,395.09,Y,HIGH,12.9,387.0,True,ULTRA HOT
Alfara'A Infraprojects Pvt. Ltd.,2025-05-29,CRISIL,Letter Of credit,Default,D,Reaffirmed,140.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Alfara'A Infraprojects Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,Default,D,Reaffirmed,35.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Aliens Developers Pvt. Ltd.,2025-05-30,CRISIL,Bank Guarantee,Default,D,Reaffirmed,0.80,Y,HIGH,12.9,386.0,True,ULTRA HOT
Aliens Developers Pvt. Ltd.,2025-05-30,CRISIL,Long term Loans,Default,D,Reaffirmed,0.90,Y,HIGH,12.9,386.0,True,ULTRA HOT
Alpro Extrusion Pvt. Ltd.,2025-06-24,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Alpro Extrusion Pvt. Ltd.,2025-06-24,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Alpro Extrusion Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,10.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Alstone Industries Pvt. Ltd.,2025-05-22,CRISIL,Term loans,High Risk,B,Reaffirmed,5.03,Y,HIGH,13.1,394.0,True,ULTRA HOT
Amazing Rubber Products Pvt. Ltd.,2025-05-27,CRISIL,Long term Loans,Inadequate Safety,BB,Reaffirmed,5.00,Y,HIGH,13.0,389.0,True,ULTRA HOT
Ambuj Hotel & Real Estate Pvt. Ltd.,2025-05-21,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,7.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Ambuj Hotel & Real Estate Pvt. Ltd.,2025-05-21,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Downgraded,7.16,Y,HIGH,13.2,395.0,True,ULTRA HOT
Ambuj Hotel & Real Estate Pvt. Ltd.,2025-05-21,CRISIL,Term loans,Inadequate Safety,BB+,Downgraded,2.84,Y,HIGH,13.2,395.0,True,ULTRA HOT
Amkap Marketing Pvt. Ltd.,2025-05-21,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Amoda Iron & Steel Ltd.,2025-06-12,CRISIL,Bank Guarantee,Default,D,Reaffirmed,0.34,Y,HIGH,12.4,373.0,True,ULTRA HOT
Amoda Iron & Steel Ltd.,2025-06-12,CRISIL,Letter Of credit,Default,D,Reaffirmed,3.63,Y,HIGH,12.4,373.0,True,ULTRA HOT
Amoda Iron & Steel Ltd.,2025-06-12,CRISIL,Long term Loans,Default,D,Reaffirmed,2.79,Y,HIGH,12.4,373.0,True,ULTRA HOT
Amrutva Exports Pvt. Ltd.,2025-05-29,CRISIL,Short-term loan,High Risk,A 4,Reaffirmed,0.20,Y,HIGH,12.9,387.0,True,ULTRA HOT
Anand Triplex Board Pvt. Ltd.,2025-05-20,CRISIL,Bank Guarantee,High Risk,A 4+,Reaffirmed,2.50,Y,HIGH,13.2,396.0,True,ULTRA HOT
Anand Triplex Board Pvt. Ltd.,2025-05-20,CRISIL,Letter Of credit,High Risk,A 4+,Reaffirmed,4.50,Y,HIGH,13.2,396.0,True,ULTRA HOT
Anand Triplex Board Pvt. Ltd.,2025-05-20,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Reaffirmed,0.50,Y,HIGH,13.2,396.0,True,ULTRA HOT
Ananda-Bag Tea Co. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Anish Pharma Equip Pvt. Ltd.,2025-05-29,CRISIL,Bank Guarantee,High Risk,A 4+,Reaffirmed,5.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Anish Pharma Equip Pvt. Ltd.,2025-05-29,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,8.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Annanya Interface & Controls Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Annanya Interface & Controls Pvt. Ltd.,2025-05-26,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
Annanya Interface & Controls Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,Substantial Risk,C,Reaffirmed,1.06,Y,HIGH,13.0,390.0,True,ULTRA HOT
Anshul Specialty Molecules Pvt. Ltd.,2025-06-04,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,0.08,Y,HIGH,12.7,381.0,True,ULTRA HOT
Anshul Specialty Molecules Pvt. Ltd.,2025-06-04,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,5.00,Y,HIGH,12.7,381.0,True,ULTRA HOT
Anupam Industries Ltd.,2025-05-21,CRISIL,Bank Guarantee,Default,D,Reaffirmed,160.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Anupam Industries Ltd.,2025-05-21,CRISIL,Letter Of credit,Default,D,Reaffirmed,30.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Anupam Industries Ltd.,2025-05-21,CRISIL,Long term Loans,Default,D,Reaffirmed,11.58,Y,HIGH,13.2,395.0,True,ULTRA HOT
Anupam Industries Ltd.,2025-05-21,CRISIL,Term loans,Default,D,Reaffirmed,40.42,Y,HIGH,13.2,395.0,True,ULTRA HOT
Apco Automobiles Pvt. Ltd.,2025-06-24,CRISIL,Fund based financial facility/instrument,Default,D,Reaffirmed,3.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Ardent Maschinfabrik Pvt. Ltd.,2025-06-20,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,5.00,Y,HIGH,12.2,365.0,True,ULTRA HOT
Ardent Maschinfabrik Pvt. Ltd.,2025-06-20,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,5.00,Y,HIGH,12.2,365.0,True,ULTRA HOT
Armstrong Machine Builders Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,5.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Armstrong Machine Builders Pvt. Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Arora Aromatics Pvt. Ltd.,2025-06-23,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4+,Downgraded,5.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Arora Aromatics Pvt. Ltd.,2025-06-23,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Downgraded,4.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Aryavrata Steel Pvt. Ltd.,2025-05-21,CRISIL,Bank Guarantee,High Risk,A 4,Downgraded,4.50,Y,HIGH,13.2,395.0,True,ULTRA HOT
Aryavrata Steel Pvt. Ltd.,2025-05-21,CRISIL,Long term Loans,High Risk,B,Downgraded,13.50,Y,HIGH,13.2,395.0,True,ULTRA HOT
Aryavrata Steel Pvt. Ltd.,2025-05-21,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,Downgraded,0.40,Y,HIGH,13.2,395.0,True,ULTRA HOT
Asbesco (India) Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,59.75,Y,HIGH,12.1,362.0,True,ULTRA HOT
Asbesco (India) Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,15.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Asbesco (India) Pvt. Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,1.25,Y,HIGH,12.1,362.0,True,ULTRA HOT
Ascent Air Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,27.50,Y,HIGH,12.1,362.0,True,ULTRA HOT
Ascent Yarns Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.65,Y,HIGH,12.1,362.0,True,ULTRA HOT
Ascent Yarns Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Ascent Yarns Pvt. Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B,Reaffirmed,4.35,Y,HIGH,12.1,362.0,True,ULTRA HOT
Ascent Yarns Pvt. Ltd.,2025-06-23,CRISIL,Term loans,High Risk,B,Reaffirmed,3.70,Y,HIGH,12.1,362.0,True,ULTRA HOT
Aseptic Fruit Products India Pvt. Ltd.,2025-06-24,CRISIL,Fund based financial facility/instrument,High Risk,B,Downgraded,6.27,Y,HIGH,12.0,361.0,True,ULTRA HOT
Ashish Life Science Pvt. Ltd.,2025-05-21,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Ashish Life Science Pvt. Ltd.,2025-05-21,CRISIL,Long term Loans,High Risk,B,Reaffirmed,8.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Wevin Pvt. Ltd.,2025-05-21,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,28.50,Y,HIGH,13.2,395.0,True,ULTRA HOT
Window Magic India Pvt. Ltd.,2025-06-09,CRISIL,Letter Of credit,High Risk,A 4+,Withdrawn,6.50,Y,HIGH,12.5,376.0,True,ULTRA HOT
Window Magic India Pvt. Ltd.,2025-06-09,CRISIL,Long term Loans,Inadequate Safety,BB,Withdrawn,8.01,Y,HIGH,12.5,376.0,True,ULTRA HOT
Yadav Solvex Pvt. Ltd.,2025-05-30,CRISIL,Term loans,High Risk,B,Reaffirmed,7.15,Y,HIGH,12.9,386.0,True,ULTRA HOT
Yamuna Industries Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,0.20,Y,HIGH,12.1,362.0,True,ULTRA HOT
Yamuna Industries Ltd.,2025-06-23,CRISIL,Term loans,High Risk,B+,Reaffirmed,3.30,Y,HIGH,12.1,362.0,True,ULTRA HOT
Yogiji Digi Ltd.,2025-05-08,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.30,Y,HIGH,13.6,408.0,True,ULTRA HOT
Yogiji Digi Ltd.,2025-05-08,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,13.6,408.0,True,ULTRA HOT
Yogiji Digi Ltd.,2025-05-08,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.95,Y,HIGH,13.6,408.0,True,ULTRA HOT
Yogiji Digi Ltd.,2025-05-08,CRISIL,Term loans,High Risk,B,Reaffirmed,2.75,Y,HIGH,13.6,408.0,True,ULTRA HOT
Zenova Bio Nutrition Pvt. Ltd.,2025-06-23,CRISIL,Long term Loans,Default,D,Reaffirmed,6.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
