Company Name,Current Agency,Instrument,Rating,Original Rating Date,12mo Due Date,Recommended Call Date,Day of Week,Months Since Rating
Marc Enterprises Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Marc Enterprises Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Metropolitan Equipments & Consultants Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Millenium Steel India Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Millenium Steel India Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Mittal Ocean Trade Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Mohib Shoes Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Mohib Shoes Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Nagina Food Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
P Dass Forging Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Phenil Sugars Ltd.,CRISIL,Bank Guarantee,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Phenil Sugars Ltd.,CRISIL,Long term Loans,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Phenil Sugars Ltd.,CRISIL,Term loans,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Phils Heavy Engg. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Phils Heavy Engg. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Phils Heavy Engg. Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Powertech Electroinfra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Powertech Electroinfra Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Pragati Marine Services Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Pragati Marine Services Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Pragati Marine Services Pvt. Ltd.,CRISIL,Term loans,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Prakasam Heavy Engg. Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Prerna Beverages Pvt. Ltd.,CRISIL,Term loans,B,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Prerna Beverages Pvt. Ltd.,CRISIL,Term loans,B,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Swelore Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Goverdhan Transport Co. Pvt. Ltd.,ICRA,Term loans,B+,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Sical Iron Ore Terminals Ltd.,ICRA,Long term Loans,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Sical Iron Ore Terminals Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Sical Iron Ore Terminals Ltd.,ICRA,Short-term loan,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Sical Iron Ore Terminals Ltd.,ICRA,Term loans,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
P C Dey & Son Distributors Pvt. Ltd.,IND-RA,Fund based financial facility/instrument,D,2025-07-16,2026-07-16,2026-07-16,Thursday,11.3
Everest Starch (India) Pvt. Ltd.,ACUITE,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Evertogen Life Sciences Ltd.,ACUITE,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Evertogen Life Sciences Ltd.,ACUITE,Long term Loans,B-,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Evertogen Life Sciences Ltd.,ACUITE,Term loans,B-,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Pentagon Assembly Automation Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Pentagon Assembly Automation Pvt. Ltd.,ACUITE,Long term Loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Pentagon Assembly Automation Pvt. Ltd.,ACUITE,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Prime Mover Auto Associates Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Prime Mover Auto Associates Pvt. Ltd.,ACUITE,Long term Loans,BB,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Trident Techlabs Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Trident Techlabs Ltd.,ACUITE,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Trident Techlabs Ltd.,ACUITE,Long term Loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Chamak Holdings Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Desai Infra Projects (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Go Airlines (India) Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Go Airlines (India) Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Kanhha Cables Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Kay Bouvet Engineering Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Kay Bouvet Engineering Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Lakhpat Trading & Inds. Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
M C O Hospital Aids Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
M C O Hospital Aids Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
M C O Hospital Aids Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Rainbow Texfab Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Ramratan Multifoods India Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Sankalpan Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Sankalpan Infrastructure Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Sushitex Industries Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Sushitex Industries Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Tirupati Plastomatics Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Gayatri Projects Ltd.,CARE,Bank Guarantee,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Gayatri Projects Ltd.,CARE,Long term Loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Gayatri Projects Ltd.,CARE,Non-government debt,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Gayatri Projects Ltd.,CARE,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Kesar Enterprises Ltd.,CARE,Bank Guarantee,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Kesar Enterprises Ltd.,CARE,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
M R T Signals Ltd.,CARE,Non-government debt,BB/A4+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Shri Govindkrupa Cotton Processing Pvt. Ltd.,CARE,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Softel Solutions Pvt. Ltd.,CARE,Non-government debt,B/A4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Softel Solutions Pvt. Ltd.,CARE,Non-government debt,B/A4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Softel Solutions Pvt. Ltd.,CARE,Non-government debt,B/A4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
B F C L Terminal Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
B S E S (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
B S E S (India) Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Bakshi Security & Personnel Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Bakshi Security & Personnel Services Pvt. Ltd.,CRISIL,Short-term loan,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Banglore Polycotters Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Beauty Etoile Pvt. Ltd.,CRISIL,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Bharat Hitech (Cements) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Bharat Hitech (Cements) Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Bharat Hitech (Cements) Pvt. Ltd.,CRISIL,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Birma Industrial & Business Enterprise Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Birma Industrial & Business Enterprise Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Buildtek Polymers Pvt. Ltd.,CRISIL,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Champion Om Dev Construction Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Chinar Syntex Ltd.,CRISIL,Long term Loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Coastal Agro Industries Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Coastal Agro Industries Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Coastal Agro Industries Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Coastal Agro Industries Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Confederation For Ayurvedic Renaissance-Keralam Ltd.,CRISIL,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
D & M Cables Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
D & M Cables Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Deepak Polyester Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Deoghar Industries Pvt. Ltd.,CRISIL,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Devanshi Powers Ltd.,CRISIL,Long term Loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Devprayag Paper Mill Pvt. Ltd.,CRISIL,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Euro India Fresh Foods Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Euro India Fresh Foods Ltd.,CRISIL,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Indomobil Sales & Services Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
M & M Auto Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
M & M Auto Inds. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
M B R Exims Pvt. Ltd.,CRISIL,Long term Loans,B-,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Magic International Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Magic International Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Magic International Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Magnum Spinning Mills India Pvt. Ltd.,CRISIL,Term loans,BB,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Maharaja Resources Pvt. Ltd.,CRISIL,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Mangla Tubes Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Mangla Tubes Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Matrix Roller Mill Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Matrix Roller Mill Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Piscesia Power Transmission Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Prakash Road Lines Corpn. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Prakash Road Lines Corpn. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Prakash Road Lines Corpn. Ltd.,CRISIL,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Precimeasure Controls Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Precimeasure Controls Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Precimeasure Controls Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Punjab Metal Works Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
R H J Tubes Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Starwork Papers Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Starwork Papers Pvt. Ltd.,CRISIL,Term loans,B,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Anu Tech Infra Pvt. Ltd.,CRISIL,Term loans,BB,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Carnival Soft Pvt. Ltd.,ICRA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Ishwar Cables Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
K S Infra Transmission Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Reliance Communications Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Reliance Communications Ltd.,ICRA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Reliance Infratel Ltd. [Merged],ICRA,Non-fund-based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Reliance Infratel Ltd. [Merged],ICRA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Reliance Telecom Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Reliance Telecom Ltd.,ICRA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Patiala Nabha Infra Projects Pvt. Ltd.,IND-RA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Supreme Ahmednagar Karmala Tembhurni Tollways Pvt. Ltd.,IND-RA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Supreme Best Value Kolhapur(Shiroli) Sangli Tollways Pvt. Ltd.,IND-RA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Supreme Kopargaon Ahmednagar Tollways Pvt. Ltd.,IND-RA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Supreme Panvel Indapur Tollways Pvt. Ltd.,IND-RA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Supreme Suyog Funicular Ropeways Pvt. Ltd.,IND-RA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Supreme Vasai Bhiwandi Tollways Pvt. Ltd.,IND-RA,Term loans,D,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Ushdev Engitech Ltd.,IND-RA,Term loans,C,2025-07-17,2026-07-17,2026-07-17,Friday,11.3
Jodhpur Vidyut Vitran Nigam Ltd.,ACUITE,Bank Guarantee,A 4+,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Jodhpur Vidyut Vitran Nigam Ltd.,ACUITE,Long term Loans,BB+,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Jodhpur Vidyut Vitran Nigam Ltd.,ACUITE,Term loans,BB+,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Precision Granite & Marble Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Precision Granite & Marble Pvt. Ltd.,ACUITE,Letter Of credit,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Precision Granite & Marble Pvt. Ltd.,ACUITE,Long term Loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Precision Granite & Marble Pvt. Ltd.,ACUITE,Short-term loan,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Sri Anu Hospitals Ltd.,ACUITE,Long term Loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Sri Anu Hospitals Ltd.,ACUITE,Short-term loan,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Sri Anu Hospitals Ltd.,ACUITE,Term loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
G G Automotive Gears Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
G G Automotive Gears Ltd.,BRICKWORK,Term loans,B+,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Gagan Trexpo Pvt. Ltd.,BRICKWORK,Non-government debt,C/A4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Khare & Tarkunde Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Khare & Tarkunde Infrastructure Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Khare & Tarkunde Infrastructure Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Mathiyan Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Oswal Cables Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Oswal Cables Ltd.,BRICKWORK,Letter Of credit,BB-,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Oswal Cables Ltd.,BRICKWORK,Term loans,BB-,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Rayban Foods Pvt. Ltd.,BRICKWORK,Non-government debt,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Ulltra Lifespace Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Edible Products (India) Ltd.,CARE,Letter Of credit,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Edible Products (India) Ltd.,CARE,Term loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Global Ispaat Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Global Ispaat Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Global Ispaat Pvt. Ltd.,CARE,Term loans,B-,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Innovative Ideals & Services (India) Ltd.,CARE,Bank Guarantee,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Kejriwal Bee Care India Pvt. Ltd.,CARE,Bank Guarantee,A 4+,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Kejriwal Bee Care India Pvt. Ltd.,CARE,Term loans,BB,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
L T C Commercial Co. Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
L T C Commercial Co. Pvt. Ltd.,CARE,Term loans,BB-,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
L T C Commercial Co. Pvt. Ltd.,CARE,Term loans,BB-,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
L T C Commercial Co. Pvt. Ltd.,CARE,Term loans,BB-,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Span Pumps Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Span Pumps Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Vardeep Petro Chemical Pvt. Ltd.,CARE,Bank Guarantee,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Vardeep Petro Chemical Pvt. Ltd.,CARE,Letter Of credit,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Vardeep Petro Chemical Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Vardeep Petro Chemical Pvt. Ltd.,CARE,Term loans,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Auri Grow India Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Auri Grow India Ltd.,CRISIL,Term loans,B+,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
B B R (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
B B R (India) Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
B R T Spinner Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
C R Auluck & Sons Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Cauvery Powergeneration Chennai Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Cauvery Powergeneration Chennai Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Cauvery Powergeneration Chennai Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Cauvery Powergeneration Chennai Pvt. Ltd.,CRISIL,Term loans,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Chemline India Ltd.,CRISIL,Letter Of credit,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Chemline India Ltd.,CRISIL,Long term Loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Coastal Chemical Co. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Coastal Chemical Co. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Corial Ceramic Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Corial Ceramic Pvt. Ltd.,CRISIL,Term loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Crevita Granito Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Crevita Granito Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Daga Power System Engg. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Daga Power System Engg. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Darjeeling Tea & Chinchona Association Ltd.,CRISIL,Term loans,B+,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Disha Auto Components Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Disha Auto Components Pvt. Ltd.,CRISIL,Term loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Dolphin Polyplast Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Dolphin Polyplast Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Dolphin Polyplast Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
G 3 Motors Ltd.,CRISIL,Letter Of credit,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
G 3 Motors Ltd.,CRISIL,Long term Loans,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
Ganesh Diagnostic & Imaging Centre Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-18,2026-07-18,2026-07-18,Saturday,11.2
