Company Name,Current Rater,Instrument Type,Current Rating,Last Rating Date,Days Overdue,Urgency,DeadRisk,Why Target,ACER Pitch Angle
Valentis Cancer Care Hospital Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Spinora Tiles Private Limited,INFOMERICS,Long Term Bank Facilities,IVR C (INC)(Downgraded),2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rishabh Gold Jewels (India) Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Khedut Solvexp Pvt. Ltd.,CRISIL,Term loans,BB+,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Katira Construction Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Zillion Infraprojects Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
K K K Cotspin Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shamli Steels Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
V S P Enterprises Pvt. Ltd.,BRICKWORK | ICRA,Non-fund-based financial facility/instrument,A 4,2025-06-17,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Vaksh Steels Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Aadhi Cars Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Hetro Spinners Pvt. Ltd.,IND-RA,Non-fund based working capital limit,D,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mangalam Pipes Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Emdee Digitronics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-28,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jeevisha Foods Pvt. Ltd.,ICRA,Term loans,B+,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sargam Metals Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Vashu Yarn Mills India Pvt. Ltd.,IND-RA,Non-fund based working capital limit,D,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jsw Mahanadi Power Co. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Good Morning India Media Pvt. Ltd.,CRISIL,Term loans,B,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Habitech Infrastructure Ltd.,BRICKWORK,Term loans,C-,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Krishu Motor Craft Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Instinct Infra & Power Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shakti Tex Coaters Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Umang Realtech Pvt. Ltd.,CARE,Term loans,D,2025-05-09,407.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
S V R Laboratories Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Olympic Engineers Pvt. Ltd.,ACUITE,Long term Loans,B+,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sindhu Cargo Services Pvt. Ltd.,IND-RA,Non-fund based working capital limit,D,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
S V R Drugs Pvt. Ltd.,ACUITE,Letter Of credit,A 4+,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Proton Positive Healthcare India Pvt. Ltd.,BRICKWORK,Term loans,C-,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
B D Industries (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shri Shyam Agro Biotech Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Om Smelters & Rollers Pvt. Ltd.,CARE,Term loans,B-,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
N M C Tools Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mumbai Metro One Pvt. Ltd.,BRICKWORK,Long term Loans,D,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sigma Chemtrade Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4+,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Dhumal Industries India Pvt. Ltd.,ACUITE,Long term Loans,BB-,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Murti Udyog Ltd.,ACUITE,Letter Of credit,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
G B Chowdhury Holdings Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Oswal Lumbers Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Global Farm Fresh Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Tirupatibaalaji Fiberrs Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Svarrnim Infrastructures Pvt. Ltd.,BRICKWORK | IND-RA,Non-fund based working capital limit,D,2025-05-23,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
B K Agro Products Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Golkonda Engineering Enterprises Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
B D Industries (Pune) Ltd.,ACUITE,Letter Of credit,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ipsaa Holdings Pvt. Ltd.,CARE,Term loans,B-,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Velko Infratek Projects Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Venta Realtech Pvt. Ltd. [Merged],CARE,Term loans,D,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mandovi Casting Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shree Bholey Alloys Pvt. Ltd.,ACUITE | BRICKWORK,Bank Guarantee,A 4+,2025-06-19,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Saraswati Component Motors Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Hardayal Milk Products Pvt. Ltd.,CARE,Term loans,D,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Varad Crop Science Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
M N C Electricals Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Khosla Grains Pvt. Ltd.,IND-RA,Term loans,B,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Abacus Lifestyle Brands Ltd.,IND-RA,Non-fund based working capital limit,A 4,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Phadnis Clinic Pvt. Ltd.,CRISIL | IND-RA,Term loans,B-,2025-05-15,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Escon Elevators Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4+,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Universal Starch Chem Allied Limited (USCAL),INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Arora Knit Fab Pvt. Ltd.,CARE,Term loans,D,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ajay (India) Ltd.,ACUITE,Term loans,B,2025-05-12,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Arabian Petroleum Ltd.,CARE | IND-RA,Term loans,BB-,2025-06-13,404.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Radison Labs Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Angle Infrastructure Pvt. Ltd.,CARE,Term loans,D,2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Anil Buildcon (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Arihant Retail Pvt. Ltd.,BRICKWORK,Non-government debt,D,2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Clearsynth Labs Limited (CLL),INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shree Vagheshwari Roadways,INFOMERICS,Long Term Fund Based Bank Facilities,IVR D (INC)(Downgraded),2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shree Cars Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Emcer Tiles Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Madhur Knit Crafts Ltd.,CARE,Bank Guarantee,A 4,2025-05-13,403.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
