Company Name,Instrument Type,Current Agency,Rating,Rating Date,Urgency,Months Since Rating
Kumaran Filaments Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-09-22,MEDIUM,9.0
Laguna Clothing Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-09-22,MEDIUM,9.0
Nash Fashion (India) Ltd.,Non-government debt,CARE,D,2025-09-23,MEDIUM,9.0
Nash Fashion (India) Ltd.,Non-government debt,CARE,D,2025-09-23,MEDIUM,9.0
Neerus Ensembles Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-22,MEDIUM,9.0
Ramsons Food Ltd.,Non-government debt,CARE,BB-/A4,2025-09-24,MEDIUM,9.0
Rana Steels India Pvt. Ltd.,Non-government debt,CARE,D,2025-09-24,MEDIUM,9.0
Reflexions Narayani Impex Pvt. Ltd.,Non-government debt,ICRA,B/A4,2025-09-24,MEDIUM,9.0
Serentica Renewables India Pvt. Ltd.,Non-government debt,ICRA,AA-/A1+,2025-09-24,MEDIUM,9.0
Serentica Renewables India Pvt. Ltd.,Non-government debt,ICRA,AA-/A1+,2025-09-24,MEDIUM,9.0
Serentica Renewables India Pvt. Ltd.,Non-government debt,ICRA,AA-/A1+,2025-09-24,MEDIUM,9.0
Shivam Hi-Tech Steels Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-24,MEDIUM,9.0
Tribeni Constructions Ltd.,Non-government debt,ICRA,A-/A2+,2025-09-23,MEDIUM,9.0
Aadhi Cars Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-24,MEDIUM,9.0
Al-Saqib Exports Pvt. Ltd.,Non-government debt,CARE,D,2025-09-23,MEDIUM,9.0
Ashok Bricks Inds. Pvt. Ltd.,Non-government debt,ICRA,D,2025-09-26,MEDIUM,8.9
Ashok Bricks Inds. Pvt. Ltd.,Non-government debt,ICRA,D,2025-09-26,MEDIUM,8.9
Devkiran Paper Mills Pvt. Ltd.,Non-government debt,CARE,D,2025-09-25,MEDIUM,8.9
Ensemble Infrastructure India Ltd.,Non-government debt,CARE,B-/A4,2025-09-25,MEDIUM,8.9
Liners India Ltd.,Non-government debt,ICRA,D,2025-09-26,MEDIUM,8.9
S K S Ispat & Power Ltd.,Non-government debt,CARE,BB/A4,2025-09-26,MEDIUM,8.9
S R Tranzcars Pvt. Ltd.,Non-government debt,ICRA,C/A4,2025-09-26,MEDIUM,8.9
Sharu Steels Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-26,MEDIUM,8.9
Al-Faheem Meatex Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-26,MEDIUM,8.9
Allchem Lifescience Ltd.,Non-government debt,CARE,B+/A4,2025-09-26,MEDIUM,8.9
Bhumi Cottex Industry Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-29,MEDIUM,8.8
Condor Footwear (India) Ltd.,Non-government debt,CARE,BB-/A4,2025-09-29,MEDIUM,8.8
Condor Footwear Ltd.,Non-government debt,CARE,B+/A4,2025-09-29,MEDIUM,8.8
Grentex & Co. Pvt. Ltd.,Non-government debt,ICRA,BBB/A3+,2025-09-29,MEDIUM,8.8
Gupta Metal Sheets Ltd.,Non-government debt,CARE,B-/A4,2025-09-30,MEDIUM,8.8
Ideal Fastener (India) Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2025-09-29,MEDIUM,8.8
Kumar Arch Tech Ltd.,Non-government debt,ICRA,BB+/A4+,2025-09-30,MEDIUM,8.8
Monomark Engineering (India) Ltd.,Non-government debt,CARE,BB/A4,2025-09-30,MEDIUM,8.8
Rewa Leisure Pvt. Ltd.,Non-government debt,CARE,D,2025-09-29,MEDIUM,8.8
Usha Yarns Ltd.,Non-government debt,CARE,B+/A4,2025-09-29,MEDIUM,8.8
Dali & Samir Engg. Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-10-01,MEDIUM,8.7
Lok Chemicals Pvt. Ltd.,Non-government debt,CARE,BB+/A4,2025-10-01,MEDIUM,8.7
P S Bedi & Co. Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-03,MEDIUM,8.7
Space Wood Furnishers Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-10-01,MEDIUM,8.7
A R L Infratech Ltd.,Non-government debt,CARE,A/A1,2025-10-01,MEDIUM,8.7
A-One Footarts Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2025-10-03,MEDIUM,8.7
R Y Midas Alluminiums Pvt. Ltd.,Non-government debt,CARE,D,2025-10-06,MEDIUM,8.6
Standard Infratech India Pvt. Ltd.,Non-government debt,IND-RA,BB+/A4+,2025-10-06,MEDIUM,8.6
Aimco Pesticides Ltd.,Non-government debt,CARE,BB-/A4,2025-10-06,MEDIUM,8.6
Aimco Pesticides Ltd.,Non-government debt,CARE,BB-/A4,2025-10-06,MEDIUM,8.6
Avexa Corporation Pvt. Ltd.,Non-government debt,CARE,D,2025-10-08,MEDIUM,8.5
Ganpati Mega Builders (India) Pvt. Ltd.,Non-government debt,CARE,D,2025-10-09,MEDIUM,8.5
Jai Gears Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-07,MEDIUM,8.5
Pooja Cotspin Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-10-09,MEDIUM,8.5
Ramnik Power & Alloys Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-10-08,MEDIUM,8.5
S G G D Projects Devp. Pvt. Ltd.,Debentures / Bonds / notes / bills,BRICKWORK,PP-MLD D,2025-10-09,MEDIUM,8.5
Sachdev Food Products Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-10-07,MEDIUM,8.5
Sarveshwari Exports Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-08,MEDIUM,8.5
Sekhani Industries Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-10-09,MEDIUM,8.5
Sekhani Industries Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-10-09,MEDIUM,8.5
Shreeya Peanuts Pvt. Ltd.,Non-government debt,CARE,C/A4,2025-10-07,MEDIUM,8.5
Syndicate Wiper Systems Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-07,MEDIUM,8.5
Syndicate Wiper Systems Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-07,MEDIUM,8.5
Usha Shriram Enterprises Pvt. Ltd.,Non-government debt,ICRA,D,2025-10-08,MEDIUM,8.5
A A A Textiles Pvt. Ltd.,Non-government debt,IND-RA,BB/A4+,2025-10-08,MEDIUM,8.5
Survi Projects Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-10-10,MEDIUM,8.4
Techno Global Services Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-10-10,MEDIUM,8.4
Tiger Logistics (India) Ltd.,Non-government debt,CARE,B/A4,2025-10-10,MEDIUM,8.4
Udayam Medical Centre (Trichy) Pvt. Ltd.,Non-government debt,ICRA,BB-/A4,2025-10-10,MEDIUM,8.4
Chowel India Pvt. Ltd.,Non-government debt,BRICKWORK,D,2025-10-14,MEDIUM,8.3
J P Sortex Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-13,MEDIUM,8.3
J P Sortex Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-13,MEDIUM,8.3
Kanak Pipe Inds. Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-13,MEDIUM,8.3
Kapilansh Dhatu Udyog Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-10-14,MEDIUM,8.3
Pratibha Constructions Engineers & Contractors (India) Pvt. Ltd.,Non-government debt,ICRA,D,2025-10-15,MEDIUM,8.3
Sangotra Fashions Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-13,MEDIUM,8.3
Varidhi Cotspin Pvt. Ltd.,Non-government debt,CARE,D,2025-10-13,MEDIUM,8.3
Wellcare Oil Tools Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-14,MEDIUM,8.3
C 5 Engineering Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-10-17,MEDIUM,8.2
G D Dyestuff Inds. Ltd.,Non-government debt,IND-RA,B/A4,2025-10-17,MEDIUM,8.2
Ganapati Fishing Lines Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-17,MEDIUM,8.2
Hindustan Prefab Ltd.,Non-government debt,IND-RA,B-/A4,2025-10-17,MEDIUM,8.2
Needle Industries (India) Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-16,MEDIUM,8.2
Piyush Infratech Pvt. Ltd.,Non-government debt,IND-RA,B+/A4,2025-10-17,MEDIUM,8.2
Trimoorty Foamtech Ltd.,Non-government debt,CARE,B-/A4,2025-10-17,MEDIUM,8.2
Vapi Care Pharma Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-10-16,MEDIUM,8.2
Vapi Care Pharma Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-10-16,MEDIUM,8.2
Akal Spring Ltd.,Non-government debt,IND-RA,B+/A4,2025-10-17,MEDIUM,8.2
Alleppey Company Ltd.,Non-government debt,CARE,B-/A4,2025-10-16,MEDIUM,8.2
Alleppey Company Ltd.,Non-government debt,CARE,B-/A4,2025-10-16,MEDIUM,8.2
Bangalore Electricity Supply Co. Ltd.,Non-government debt,CARE,BB+/A4,2025-10-20,MEDIUM,8.1
Carbon Edge Inds. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-21,MEDIUM,8.1
Kothari Metsol Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-21,MEDIUM,8.1
Kothari Metsol Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-21,MEDIUM,8.1
Sri Narayani Plastics Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-20,MEDIUM,8.1
Associated Works Infra Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-23,MEDIUM,8.0
Associated Works Infra Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-23,MEDIUM,8.0
B R Guar Gum Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-23,MEDIUM,8.0
Everrenew Energy Pvt. Ltd.,Non-government debt,IND-RA,BBB-/A3,2025-10-23,MEDIUM,8.0
Maruti Nouveauknits Pvt. Ltd.,Non-government debt,ICRA,D,2025-10-22,MEDIUM,8.0
Pan Synthetics Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-22,MEDIUM,8.0
Q I Network Enterprise Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-22,MEDIUM,8.0
Sunrise Seafoods India Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-22,MEDIUM,8.0
Akash Steel Crafts Pvt. Ltd.,Non-government debt,BRICKWORK,A 4,2025-10-24,MEDIUM,8.0
Standard Infratech India Pvt. Ltd.,Non-government debt,IND-RA,BB/A4+,2025-10-27,MEDIUM,7.9
U M S L Ltd.,Non-government debt,ICRA,B+/A4,2025-10-27,MEDIUM,7.9
Bevcon Wayors Pvt. Ltd.,Non-government debt,ICRA,D,2025-10-29,MEDIUM,7.8
Dipanshu Promoter & Builder Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-29,MEDIUM,7.8
Kay Jay Forgings Ltd.,Non-government debt,ICRA,B+/A4,2025-10-29,MEDIUM,7.8
Kay Jay Forgings Ltd.,Non-government debt,ICRA,B+/A4,2025-10-29,MEDIUM,7.8
Mohit Ispat Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-29,MEDIUM,7.8
Mukta Industries Pvt. Ltd.,Non-government debt,ICRA,D,2025-10-29,MEDIUM,7.8
Nandan Saha Steel Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-29,MEDIUM,7.8
Reliance Home Finance Ltd.,Debentures / Bonds / notes / bills,BRICKWORK,PP-MLD D,2025-10-28,MEDIUM,7.8
Sidhant Creations Pvt. Ltd.,Non-government debt,CARE,D,2025-10-29,MEDIUM,7.8
Sohn Steel Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-30,MEDIUM,7.8
Som Shiva (Impex) Ltd.,Non-government debt,BRICKWORK,C/A4,2025-10-29,MEDIUM,7.8
Svasca Industries (India) Ltd.,Non-government debt,CARE,B-/A4,2025-10-30,MEDIUM,7.8
Tamilnadu Transmission Corpn. Ltd.,Non-government debt,BRICKWORK,B+/A4,2025-10-30,MEDIUM,7.8
Telawne Power Equipments Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-28,MEDIUM,7.8
Vinayak International Housewares Pvt. Ltd.,Non-government debt,CARE,A 4,2025-10-29,MEDIUM,7.8
Buds Tea Inds. Ltd.,Non-government debt,CARE,D,2025-10-31,MEDIUM,7.7
Rangoli Industries Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-31,MEDIUM,7.7
Spg Infraprojects Ltd.,Non-government debt,CARE,BB+/A4+,2025-10-31,MEDIUM,7.7
Vinayak Ultraflex Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-10-31,MEDIUM,7.7
Eldyne Electro-Systems Pvt. Ltd.,Non-government debt,CARE,BB/A4,2025-11-05,MEDIUM,7.6
Fabworth Promoters Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-11-04,MEDIUM,7.6
J U Agri Sciences Pvt. Ltd.,Non-government debt,CARE,A 4,2025-11-03,MEDIUM,7.6
Lord Shiva Construction Co. Pvt. Ltd.,Non-government debt,CARE,D,2025-11-03,MEDIUM,7.6
Rai Bahadur Narain Singh Sugar Mills Ltd.,Non-government debt,CARE,BB/A4,2025-11-03,MEDIUM,7.6
Western Coffee Curers & Exports Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-11-04,MEDIUM,7.6
Disruptive Health Solutions Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-11-06,MEDIUM,7.5
General Optics (Asia) Ltd.,Non-government debt,CARE,BB/A4,2025-11-06,MEDIUM,7.5
Infrastructure Leasing & Financial Services Ltd.,Debentures / Bonds / notes / bills,ICRA,D,2025-11-07,MEDIUM,7.5
Madhu Industries Ltd.,Non-government debt,CARE,B-/A4,2025-11-06,MEDIUM,7.5
Madhu Industries Ltd.,Non-government debt,CARE,B-/A4,2025-11-06,MEDIUM,7.5
Magadh Precision Equipment Ltd.,Non-government debt,CARE,B/A4,2025-11-07,MEDIUM,7.5
R S A Infraproject Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-11-07,MEDIUM,7.5
Ramee Hotels Pvt. Ltd.,Non-government debt,ICRA,D,2025-11-07,MEDIUM,7.5
Reliance Commercial Finance Ltd.,Debentures / Bonds / notes / bills,BRICKWORK,PP-MLD D,2025-11-06,MEDIUM,7.5
Sempertrans India Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-11-07,MEDIUM,7.5
Anabond Ltd.,Non-government debt,CARE,BB/A4,2025-11-07,MEDIUM,7.5
Kumar Spintex Pvt. Ltd.,Non-government debt,IND-RA,BB-/A4+,2025-11-11,MEDIUM,7.4
Shri Vaari Electricals Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-11-10,MEDIUM,7.4
Siflon Pharma Pvt. Ltd.,Non-government debt,ICRA,BB-/A4,2025-11-10,MEDIUM,7.4
Siflon Pharma Pvt. Ltd.,Non-government debt,ICRA,BB-/A4,2025-11-10,MEDIUM,7.4
V K S-Gormi Udotgarh Corridor Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-11-11,MEDIUM,7.4
A-I Enterprises Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-11-10,MEDIUM,7.4
Anamika Conductors Pvt. Ltd.,Non-government debt,CARE,D,2025-11-10,MEDIUM,7.4
H B S Realtors Pvt. Ltd.,Debentures / Bonds / notes / bills,ICRA,D,2025-11-13,MEDIUM,7.3
Kadam & Kadam Jewelers Pvt. Ltd.,Non-government debt,CARE,D,2025-11-12,MEDIUM,7.3
Nandi Irrigation Systems Ltd.,Non-government debt,ICRA,D,2025-11-14,MEDIUM,7.3
Quippo Oil & Gas Infrastructure Ltd.,Non-government debt,CARE,C/A4,2025-11-13,MEDIUM,7.3
Shah Nanji Nagsi Overseas Pvt. Ltd.,Non-government debt,BRICKWORK,B+/A4,2025-11-13,MEDIUM,7.3
Simplex Infrastructures Ltd.,Non-government debt,CARE,D,2025-11-14,MEDIUM,7.3
Tribeni Constructions Ltd.,Non-government debt,ICRA,A-/A2+,2025-11-13,MEDIUM,7.3
Adya Dairy Products Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-14,MEDIUM,7.3
P C L Oil & Solvents Ltd.,Non-government debt,CARE,D,2025-11-17,MEDIUM,7.2
Pioneer Tea & Exports Ltd.,Non-government debt,ICRA,B+,2025-11-17,MEDIUM,7.2
Castings Dynamics Ltd.,Non-government debt,CARE,D,2025-11-20,MEDIUM,7.1
Durga Polysters Pvt. Ltd. [Merged],Non-government debt,ICRA,B+/A4,2025-11-19,MEDIUM,7.1
Fides Distribution Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-11-18,MEDIUM,7.1
Friends Timber Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-11-19,MEDIUM,7.1
Meta Tiles Pvt. Ltd.,Non-government debt,CARE,D,2025-11-20,MEDIUM,7.1
Meta Tiles Pvt. Ltd.,Non-government debt,CARE,D,2025-11-20,MEDIUM,7.1
Meta Tiles Pvt. Ltd.,Non-government debt,CARE,D,2025-11-20,MEDIUM,7.1
Parivartan Buildtech Pvt. Ltd.,Non-government debt,CARE,D,2025-11-20,MEDIUM,7.1
Ramsons Castings Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-19,MEDIUM,7.1
Roop Technology Pvt. Ltd.,Non-government debt,ICRA,D,2025-11-20,MEDIUM,7.1
Roop Technology Pvt. Ltd.,Non-government debt,ICRA,D,2025-11-20,MEDIUM,7.1
S & I B Services Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-19,MEDIUM,7.1
S & I B Services Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-19,MEDIUM,7.1
S & I B Services Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-19,MEDIUM,7.1
Stanadyne India Pvt. Ltd.,Non-government debt,CARE,BB/A4,2025-11-20,MEDIUM,7.1
T R N Energy Pvt. Ltd.,Non-government debt,CARE,D,2025-11-19,MEDIUM,7.1
T R N Energy Pvt. Ltd.,Non-government debt,CARE,D,2025-11-19,MEDIUM,7.1
Alectrona Energy Pvt. Ltd.,Non-government debt,CARE,D,2025-11-20,MEDIUM,7.1
Artsy Homes Real Estate Pvt. Ltd.,Debentures / Bonds / notes / bills,BRICKWORK,D,2025-11-18,MEDIUM,7.1
Marvelous Metals Pvt. Ltd.,Non-government debt,CARE,D,2025-11-21,MEDIUM,7.0
Victoria Foods Pvt. Ltd.,Non-government debt,CARE,BB/A4,2025-11-21,MEDIUM,7.0
Accurate Gauging & Instruments Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-11-21,MEDIUM,7.0
Athitheya Kshema Hotels Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
B L Agro Inds. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Bemco Sleepers Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
C M C Textiles Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Clavecon ( India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Deem Construction Co. Pvt. Ltd.,Non-government debt,CARE,D,2025-11-26,MEDIUM,6.9
Deem Construction Co. Pvt. Ltd.,Non-government debt,CARE,D,2025-11-26,MEDIUM,6.9
Dev'S Chem Tec Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Dhaulagiree Polyolefins Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Digilogic Systems Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Fiza Developers & Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Greatwall Corporate Services Pvt. Ltd.,Non-government debt,CARE,D,2025-11-26,MEDIUM,6.9
Harihar Alloys Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Jasmine Towels Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
K S A Powerinfra Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Kalpataruvu Spinning Mills Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Kandui Industries Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Khare & Tarkunde Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Kishore Vadilal Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-11-26,MEDIUM,6.9
Lypsa Gems & Jewellery Ltd.,Non-government debt,ICRA,D,2025-11-26,MEDIUM,6.9
Madurai Krishna Network Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Mani More Synthetics Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Mansarovar Pearls (India) Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Maruti Products Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-26,MEDIUM,6.9
Mercury Industries Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Metal Care Alloys Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Milando Fashions Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Pami Metals Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Patdiam Jewellery Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Penta Gold Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Perfect Infraengineers Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Pradhama Multi Speciality Hospitals & Research Ins Titute Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Prakash Industrial Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Prashu Minerals & Services Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Pratibha Syntex Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Precise Automation & Control Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Premier Seafoods Exim Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Priya Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
R S G Exports Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
R S H Agro Products Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Rajasthan Liquors Ltd.,Non-government debt,ICRA,BBB+/A2,2025-11-25,MEDIUM,6.9
Rajasthan Liquors Ltd.,Non-government debt,ICRA,BBB+/A2,2025-11-25,MEDIUM,6.9
Rajasthan Liquors Ltd.,Non-government debt,ICRA,BBB+/A2,2025-11-25,MEDIUM,6.9
Rangotsav Sarees Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Rushabh Flour Mills Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
S K M Infraventure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
S K Wheels Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Safety Controls & Devices Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Sanco Industries Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Sangat Printers Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Setubandhan Infrastructure Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Shiv Aum Steels Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Shri Ambalika Sugar Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Siddapur Distilleries Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Speedy Multimodes Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Standard Cartons Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Supreme Infrastructure India Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Tejas Constructions & Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Telawne Power Equipments Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,6.9
Trijal Enterprise Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
V R G Industries Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
4 Genius Minds Pvt. Ltd.,Non-government debt,IND-RA,D,2025-11-24,MEDIUM,6.9
Aarti Distilleries Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-11-25,MEDIUM,6.9
Aarti Distilleries Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-11-25,MEDIUM,6.9
Aikya Chemicals Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Ailsinghani Transport Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Anand Motor Agencies Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,6.9
Wintop Vitrified Pvt. Ltd.,Non-government debt,ICRA,B/A4,2025-11-25,MEDIUM,6.9
Baldev Textile Mills Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-28,MEDIUM,6.8
Call Express Construction (India) Pvt. Ltd.,Non-government debt,ICRA,D,2025-11-28,MEDIUM,6.8
Garg Duplex & Paper Mills Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-28,MEDIUM,6.8
Karnataka Commercial & Indl. Corpn. Pvt. Ltd.,Non-government debt,ICRA,BB-/A4,2025-11-28,MEDIUM,6.8
Karnataka Commercial & Indl. Corpn. Pvt. Ltd.,Non-government debt,ICRA,BB-/A4,2025-11-28,MEDIUM,6.8
Mahamaya Steel Inds. Ltd.,Non-government debt,CARE,BB+/A4+,2025-11-27,MEDIUM,6.8
Mohan Mutha Exports Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-28,MEDIUM,6.8
Pack Print Inds. (India) Pvt. Ltd.,Non-government debt,CARE,BB/A4,2025-11-27,MEDIUM,6.8
Perfect Mettcast Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-11-28,MEDIUM,6.8
Pes Installations Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-11-28,MEDIUM,6.8
Pes Installations Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-11-28,MEDIUM,6.8
Ramkrishna Casting Solutions Ltd.,Non-government debt,ICRA,D,2025-11-27,MEDIUM,6.8
