Company Name,Agencies Used,Agency Count,Last Rating Date,Rating,Instrument,Urgency,Last Rating Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Ultratech Cement Ltd.,CARE | CRISIL | IND-RA,3,2026-04-10,AAA/A1+,Non-government debt,LOW,LOW,Construction,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Universal Seaport Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-10,B,Fund based financial facility/instrument,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Yashwant Dugdh Prakriya Ltd.,ACUITE | CARE | IND-RA,3,2026-04-10,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rajinder Infrastructure Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-13,A 4,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Indian Railway Finance Corpn. Ltd.,CARE | CRISIL | ICRA,3,2026-04-14,AAA,Long term Loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jay Ushin Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-04-14,BBB,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ajanta Spintex Pvt. Ltd.,ACUITE | CARE | CRISIL,3,2026-04-15,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Anand Carbo Pvt. Ltd.,ACUITE | CARE | CRISIL,3,2026-04-15,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ghai Construction Pvt. Ltd.,ACUITE | CARE | ICRA,3,2026-04-15,B+,Non-government debt,LOW,LOW,Construction,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Eminent Dealers Pvt. Ltd.,BRICKWORK | CARE | ICRA,3,2026-04-16,B+,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Imperial Tubes Pvt. Ltd.,BRICKWORK | ICRA | IND-RA,3,2026-04-16,D,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jay Bharat Spices Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-04-16,BBB-,Term loans,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jupiter Wagons Ltd.,ACUITE | CRISIL | ICRA,3,2026-04-16,A 1+,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
S B F C Finance Ltd.,CARE | ICRA | IND-RA,3,2026-04-16,AA-,Long term Loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Suyash Chemical & Fertilizer Pvt. Ltd.,ACUITE | BRICKWORK | CARE,3,2026-04-16,B,Term loans,LOW,LOW,Chemicals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jeewan Motors Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-04-17,BB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Pratibha Syntex Ltd.,ACUITE | BRICKWORK | IND-RA,3,2026-04-17,A 3+,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vikrma Impex Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-17,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vivriti Capital Ltd.,CARE | CRISIL | ICRA,3,2026-04-17,A+,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Hero Fincorp Ltd.,CARE | CRISIL | ICRA,3,2026-04-20,AA+,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
K P Solvex Pvt. Ltd.,BRICKWORK | CARE | IND-RA,3,2026-04-20,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Keertana Finserv Ltd.,CRISIL | ICRA | IND-RA,3,2026-04-20,BBB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lemon Electronics Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-20,D,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Spicejet Ltd.,ACUITE | CARE | CRISIL,3,2026-04-20,BB,Term loans,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Arya Steels Rolling (India) Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-21,A 4,Letter Of credit,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Creditaccess Grameen Ltd.,CRISIL | ICRA | IND-RA,3,2026-04-21,AA-,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Med Freshe Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-21,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Skipper Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-21,A,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Yogiji Digi Ltd.,CRISIL | ICRA | IND-RA,3,2026-04-21,B+,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jaipur Rugs Co. Ltd.,CARE | CRISIL | ICRA,3,2026-04-22,A 4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mankind Pharma Ltd.,CARE | CRISIL | ICRA,3,2026-04-22,AA+/A1+,Non-government debt,LOW,LOW,Chemicals,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Power Grid Corpn. Of India Ltd.,CARE | CRISIL | ICRA,3,2026-04-22,AAA,Long term Loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
R A C Papers Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-22,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ashcons Infrastructure Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-04-23,A 4,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Chaitanya India Fin Credit Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-04-23,AA,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Clean Coal Enterprises Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-23,A 4+,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Hind Energy & Coal Benefication (India) Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-23,A 4+,Letter Of credit,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kimiya Engineers Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-04-23,D,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shweta Infrastructure & Housing (India) Pvt. Ltd.,ACUITE | CARE | CRISIL,3,2026-04-23,BBB,Term loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jaiprakash Power Ventures Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-24,A 2+,Short-term loan,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Joyalukkas India Ltd.,CRISIL | ICRA | IND-RA,3,2026-04-24,AA-,Long term Loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Natraj Electro Casting Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-04-24,B,Term loans,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Premier Plasmotec Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-24,A 3+,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
S V R Drugs Pvt. Ltd.,ACUITE | CRISIL | ICRA,3,2026-04-24,B+,Non-fund-based financial facility/instrument,LOW,LOW,Chemicals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
S V R Laboratories Pvt. Ltd.,ACUITE | CRISIL | ICRA,3,2026-04-24,A 4,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shree Ishan Equipment Pvt. Ltd.,ACUITE | BRICKWORK | CRISIL,3,2026-04-24,B-,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sweety Infrastructure Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-24,D,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Tirumala Seven Hills Pvt. Ltd.,CRISIL | ICRA | IND-RA,3,2026-04-24,A 4+,Non-fund based working capital limit,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Adani Energy Solutions Ltd.,CRISIL | ICRA | IND-RA,3,2026-04-27,AA+,Fund based financial facility/instrument,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bhati Associates Pvt. Ltd.,ACUITE | CARE | CRISIL,3,2026-04-27,C/A4,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bajaj Finance Ltd.,CARE | CRISIL | IND-RA,3,2026-04-28,A 1+,Short-term loan,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
G A I L (India) Ltd.,CARE | ICRA | IND-RA,3,2026-04-28,AAA/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sandhya Infocity Ltd.,CARE | CRISIL | ICRA,3,2026-04-28,B+,Term loans,LOW,LOW,Construction,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
V R G Industries Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-28,B-,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Guru Laxmi Cottex Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-04-29,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Siddharth Carbochem Products Ltd.,ACUITE | CARE | CRISIL,3,2026-04-29,A 4+,Letter Of credit,LOW,LOW,Chemicals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Anand Rathi Share & Stock Brokers Ltd.,CARE | CRISIL | ICRA,3,2026-04-30,A+/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Deepak International Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-30,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
K G Flexx Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-04-30,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Seeds Fincap Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-30,BBB-,Term loans,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Su-Solartech Systems Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-30,B,Fund based financial facility/instrument,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Transoceanic Agro Comm Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-04-30,A 3+,Letter Of credit,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Trualt Bioenergy Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-30,A-,Term loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Gypsum Structural India Pvt. Ltd.,CRISIL | ICRA | IND-RA,3,2026-05-01,A 2,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
