Infomerics Name,d365 Name,Infomerics Normalized,d365 Normalized,Match Score,Match Quality,INF Instrument,INF Rating,INF Rating Date,INF Urgency,Sector,d365 Agency,d365 Instrument,d365 Rating,d365 Rating Date,d365 Urgency,d365 INC,Why Target
Permali Wallace Private Limited,Permali Wallace Pvt. Ltd.,PERMALI WALLACE,PERMALI WALLACE,100.0,EXACT,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-09-03,MEDIUM,Other/Unknown,CRISIL,Long term Loans,BBB,2026-01-15,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
K K P Fine Linen Private Limited,K K P Fine Linen Pvt. Ltd.,K K P FINE LINEN,K K P FINE LINEN,100.0,EXACT,Short Term Bank Facilities,IVR A2 (Reaffirmed),2025-09-24,MEDIUM,Other/Unknown,BRICKWORK,Fund based financial facility/instrument,BB,2025-12-03,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
K K P Garments Private Limited,K K P Garments Pvt. Ltd.,K K P GARMENTS,K K P GARMENTS,100.0,EXACT,Long Term Bank Facilities,Withdrawn,2025-09-24,MEDIUM,Textiles,BRICKWORK,Fund based financial facility/instrument,B+,2025-06-17,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
K K P Hi Tech Weaving India Private Limited,K K P Hi Tech Weaving India Pvt. Ltd.,K K P HI TECH WEAVING,K K P HI TECH WEAVING,100.0,EXACT,Long Term Bank Facilities,Withdrawn,2025-09-24,MEDIUM,Textiles,BRICKWORK,Fund based financial facility/instrument,BB-,2025-06-12,HIGH,N,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
K K P Spinning Mills Private Limited,K K P Spinning Mills Pvt. Ltd.,K K P SPINNING MILLS,K K P SPINNING MILLS,100.0,EXACT,Short Term Bank Facilities,IVR A2 (Reaffirmed),2025-09-24,MEDIUM,Textiles,IND-RA,Term loans,B+,2025-06-25,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Rajalakshmi Wind Energy Limited,Rajalakshmi Wind Energy Ltd.,RAJALAKSHMI WIND ENERGY,RAJALAKSHMI WIND ENERGY,100.0,EXACT,Long Term/Short Term Bank Facilities,IVR BB+/ IVR A4+; (Reaffirmed),2025-10-13,MEDIUM,Infrastructure,BRICKWORK,Term loans,B+,2026-01-21,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Shivalik Buildtech Private Limited,Shivalik Buildtech Pvt. Ltd.,SHIVALIK BUILDTECH,SHIVALIK BUILDTECH,100.0,EXACT,Short term Bank Facilities,IVR A4+ (Reaffirmed),2025-06-16,MEDIUM,Other/Unknown,CRISIL,Bank Guarantee,A 3,2026-01-21,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Columbia Petro Chem Private Limited,Columbia Petro Chem Pvt. Ltd.,COLUMBIA PETRO CHEM,COLUMBIA PETRO CHEM,100.0,EXACT,Short Term Bank Facilities,IVR A1 (Reaffirmed),2025-08-05,MEDIUM,Chemicals,BRICKWORK,Letter Of credit,A 4,2025-07-01,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Shonan Engineering Works Private Limited,Shonan Engineering Works Pvt. Ltd.,SHONAN ENGINEERING WORKS,SHONAN ENGINEERING WORKS,100.0,EXACT,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-08-04,MEDIUM,Other/Unknown,CARE,Term loans,B-,2025-06-11,HIGH,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Salem Erode Investments Limited,Salem Erode Investments Ltd.,SALEM ERODE INVESTMENTS,SALEM ERODE INVESTMENTS,100.0,EXACT,Non-convertible Debentures,IVR B+ (INC)(Downgraded),2025-06-20,MEDIUM,Other/Unknown,CRISIL,Long term Loans,BB,2025-07-01,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
OSRM Tech Pack Private Limited,Osrm Tech Pack Pvt. Ltd.,OSRM TECH PACK,OSRM TECH PACK,100.0,EXACT,Long Term Facilities,IVR BB (INC)(Downgraded),2025-10-14,MEDIUM,Other/Unknown,CRISIL,Term loans,BBB-,2026-01-12,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Ashish Infracon Private Limited,Ashish Infracon Pvt. Ltd.,ASHISH INFRACON,ASHISH INFRACON,100.0,EXACT,Long Term Facilities,IVR BB+ (Downgraded),2025-11-04,MEDIUM,Infrastructure,BRICKWORK,Bank Guarantee,A 4,2026-04-02,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Pragati Spinners Private Limited,Pragati Spinners Pvt. Ltd.,PRAGATI SPINNERS,PRAGATI SPINNERS,100.0,EXACT,Long Term Bank Facilities,IVR BBB- (Assigned),2025-07-03,MEDIUM,Other/Unknown,IND-RA,Non-fund based working capital limit,A 4+,2025-06-17,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Damodar Ropeways & Infra Limited,Damodar Ropeways & Infra Ltd.,DAMODAR ROPEWAYS & INFRA,DAMODAR ROPEWAYS & INFRA,100.0,EXACT,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-08-20,MEDIUM,Infrastructure,ACUITE,Term loans,BB-,2025-09-30,MEDIUM,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Farm India Impex Private Limited,Farm India Impex Pvt. Ltd.,FARM  IMPEX,FARM  IMPEX,100.0,EXACT,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-05-19,HIGH,Agro/Food,ICRA,Letter Of credit,A 4,2026-01-08,LOW,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Kumaragiri Spinnerss Private Limited,Kumaragiri Spinnerss Pvt. Ltd.,KUMARAGIRI SPINNERSS,KUMARAGIRI SPINNERSS,100.0,EXACT,Short Term Bank Facilities,IVR A3+ (Reaffirmed),2025-11-17,MEDIUM,Other/Unknown,IND-RA,Non-fund based working capital limit,A 4,2025-06-25,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Rajasthan Rajya Vidyut Utpadan Nigam Limited,Rajasthan Rajya Vidyut Utpadan Nigam Ltd.,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM,100.0,EXACT,Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-12-15,LOW,Other/Unknown,CARE,Bank Guarantee,A 4,2025-12-15,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Inderjit Mehta Constructions Private Limited,Inderjit Mehta Constructions Pvt. Ltd.,INDERJIT MEHTA CONSTRUCTIONS,INDERJIT MEHTA CONSTRUCTIONS,100.0,EXACT,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2026-01-22,LOW,Construction,CRISIL,Bank Guarantee,A 2,2025-09-30,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Celebrity Breweries Private Limited,Celebrity Breweries Pvt. Ltd.,CELEBRITY BREWERIES,CELEBRITY BREWERIES,100.0,EXACT,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-07-29,MEDIUM,Other/Unknown,CRISIL,Term loans,B,2026-01-12,LOW,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Arwade Infrastructure Limited,Arwade Infrastructure Ltd.,ARWADE INFRASTRUCTURE,ARWADE INFRASTRUCTURE,100.0,EXACT,Long Term Bank Facilities,IVR BBB (Upgraded),2025-07-28,MEDIUM,Infrastructure,CARE,Bank Guarantee,A 4,2025-06-25,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Uma Spintex India Private Limited,Uma Spintex India Pvt. Ltd.,UMA SPINTEX,UMA SPINTEX,100.0,EXACT,Long Term Facilities,IVR D (Downgraded),2025-12-19,LOW,Other/Unknown,BRICKWORK,Term loans,B-,2025-05-20,HIGH,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Shiva Structures Private Limited,Shiva Structures Pvt. Ltd.,SHIVA STRUCTURES,SHIVA STRUCTURES,100.0,EXACT,Short Term Bank Facilities - BG,IVR A4+ (Reaffirmed),2025-07-24,MEDIUM,Other/Unknown,CRISIL,Bank Guarantee,A 4,2025-11-25,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Stelmec Limited,Stelmec Ltd.,STELMEC,STELMEC,100.0,EXACT,Short Term bank Facilities,IVR A2+ (Upgraded),2025-02-27,HIGH,Other/Unknown,ICRA,Non-government debt,A-/A2+,2025-11-18,MEDIUM,N,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Karan Development Services Private Limited,Karan Development Services Pvt. Ltd.,KARAN DEVELOPMENT SERVICES,KARAN DEVELOPMENT SERVICES,100.0,EXACT,Short Term Bank Facilities,IVR A2 (Upgraded),2025-06-25,MEDIUM,Construction,BRICKWORK,Bank Guarantee,A 4,2025-07-15,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Numero Uno Clothing Limited,Numero Uno Clothing Ltd.,NUMERO UNO CLOTHING,NUMERO UNO CLOTHING,100.0,EXACT,Long Term Bank Facilities,IVR BB+ (Reaffirmed),2025-07-23,MEDIUM,Other/Unknown,BRICKWORK,Fund based financial facility/instrument,B+,2026-03-05,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Auro Impex & Chemicals Limited,Auro Impex & Chemicals Ltd.,AURO IMPEX & CHEMICALS,AURO IMPEX & CHEMICALS,100.0,EXACT,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-06-12,HIGH,Chemicals,CARE,Bank Guarantee,A 4,2025-11-27,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Mahalaxmi Polypack Private Limited,Mahalaxmi Polypack Pvt. Ltd.,MAHALAXMI POLYPACK,MAHALAXMI POLYPACK,100.0,EXACT,Short Term Facilities,IVR A4+ (INC)(Reaffirmed),2025-07-29,MEDIUM,Other/Unknown,ACUITE,Bank Guarantee,A 3,2026-03-25,LOW,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Gimpex Private Limited,Gimpex Pvt. Ltd.,GIMPEX,GIMPEX,100.0,EXACT,Short Term Bank Facilities,IVR A2 (Upgraded),2025-02-21,HIGH,Other/Unknown,BRICKWORK,Non-fund-based financial facility/instrument,A 4+,2025-09-29,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Bansal Spinning Mills Private Limited,Bansal Spinning Mills Pvt. Ltd.,BANSAL SPINNING MILLS,BANSAL SPINNING MILLS,100.0,EXACT,Short Term Bank Facilities,IVR A3+ (Reaffirmed),2025-06-11,HIGH,Textiles,IND-RA,Non-government debt,B/A4,2025-08-21,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Swaraj Suiting Limited,Swaraj Suiting Ltd.,SWARAJ SUITING,SWARAJ SUITING,100.0,EXACT,Long Term/ Short Term Bank Facilities,IVR BB+/IVR A4+; (Reaffirmed and Withdrawn),2024-01-10,HIGH,Other/Unknown,CRISIL,Term loans,BBB+,2026-02-20,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Ananya Finance for Inclusive Growth Private Limited,Ananya Finance For Inclusive Growth Pvt. Ltd.,ANANYA  FOR INCLUSIVE GROWTH,ANANYA  FOR INCLUSIVE GROWTH,100.0,EXACT,Non-Convertible Debentures (UTI International Wealth Creator 4) - INE774L07040,Withdrawn,2025-08-20,MEDIUM,BFSI,ACUITE,Long term Loans,BB+,2025-11-11,MEDIUM,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Kisan Oleochem & Derivatives Private Limited,Kisan Oleochem & Derivatives Pvt. Ltd.,KISAN OLEOCHEM & DERIVATIVES,KISAN OLEOCHEM & DERIVATIVES,100.0,EXACT,Long-term/ Short-term Bank Facilities,IVR BB+/ IVR A4+ (Reaffirmed),2025-07-31,MEDIUM,Chemicals,BRICKWORK,Term loans,B+,2026-04-09,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Great Eastern Retail Private Limited,Great Eastern Retail Pvt. Ltd.,GREAT EASTERN RETAIL,GREAT EASTERN RETAIL,100.0,EXACT,Long-term Bank Facilities,IVR BBB+ (Reaffirmed),2025-06-24,MEDIUM,Other/Unknown,BRICKWORK,Fund based financial facility/instrument,BB,2025-08-18,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Metal Care Alloys Limited,Metal Care Alloys Pvt. Ltd.,METAL CARE ALLOYS,METAL CARE ALLOYS,100.0,EXACT,Long term Bank Facilities,IVR BBB- (Reaffirmed),2025-07-21,MEDIUM,Steel & Metals,BRICKWORK,Letter Of credit,A 4,2026-04-01,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Asian Sealing Products Private Limited,Asian Sealing Products Pvt. Ltd.,ASIAN SEALING PRODUCTS,ASIAN SEALING PRODUCTS,100.0,EXACT,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-05-05,HIGH,Other/Unknown,ACUITE,Term loans,B,2025-09-29,MEDIUM,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Anamika Sugar Mills Private Limited,Anamika Sugar Mills Pvt. Ltd.,ANAMIKA SUGAR MILLS,ANAMIKA SUGAR MILLS,100.0,EXACT,Long Term Bank Facilities,IVR BBB (Upgraded and Withdrawn),2025-02-10,HIGH,Agro/Food,CARE,Non-government debt,BBB+/A2,2025-12-05,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Nishant Mouldings Private Limited,Nishant Mouldings Pvt. Ltd.,NISHANT MOULDINGS,NISHANT MOULDINGS,100.0,EXACT,Short Term Facilities,IVR A4+ (INC)(Withdrawn),2026-01-27,LOW,Other/Unknown,ACUITE,Long term Loans,BBB,2025-11-06,MEDIUM,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Chamak Holdings Limited,Chamak Holdings Ltd.,CHAMAK HOLDINGS,CHAMAK HOLDINGS,100.0,EXACT,Short Term Bank Facilities,Withdrawn,2024-08-02,HIGH,Other/Unknown,BRICKWORK,Letter Of credit,A 4,2025-07-17,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Hi-Tech Pipes Limited,Hi-Tech Pipes Ltd.,HI-TECH PIPES,HI-TECH PIPES,100.0,EXACT,Long Term Bank Facilities - Cash Credit,IVR A+ (Upgraded) (Withdrawn),2025-02-07,HIGH,Other/Unknown,IND-RA,Non-fund based working capital limit,A 1+,2025-09-10,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
T & M Services Consulting Private limited,T & M Services Consulting Pvt. Ltd.,T & M SERVICES CONSULTING,T & M SERVICES CONSULTING,100.0,EXACT,Long Term Bank Facilities,IVR BB+ (Reaffirmed & Withdrawn),2022-07-28,HIGH,Other/Unknown,CRISIL,Bank Guarantee,A 3+,2026-04-13,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Sarvottam Rolling Mills Private Limited,Sarvottam Rolling Mills Pvt. Ltd.,SARVOTTAM ROLLING MILLS,SARVOTTAM ROLLING MILLS,100.0,EXACT,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-07-17,MEDIUM,Other/Unknown,CARE,Bank Guarantee,A 4,2026-03-19,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Texcel Engineers Private Limited,Texcel Engineers Pvt. Ltd.,TEXCEL ENGINEERS,TEXCEL ENGINEERS,100.0,EXACT,Short Term Non-Fund Based Facilities,IVR A4+ (Upgraded and Withdrawn),2025-05-14,HIGH,Other/Unknown,BRICKWORK,Bank Guarantee,A 3,2026-02-10,LOW,N,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Rajalakshmi Cars Private Limited,Rajalakshmi Cars Pvt. Ltd.,RAJALAKSHMI CARS,RAJALAKSHMI CARS,100.0,EXACT,Long Term Bank Facilities,IVR BB (Reaffirmed),2025-11-11,MEDIUM,Other/Unknown,CRISIL,Long term Loans,B,2025-07-23,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Janki Newsprint Private Limited,Janki Newsprint Pvt. Ltd.,JANKI NEWSPRINT,JANKI NEWSPRINT,100.0,EXACT,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-09-22,MEDIUM,Other/Unknown,CRISIL,Letter Of credit,A 3+,2025-11-20,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Chanakya Bakery Products Private Limited,Chanakya Bakery Products Pvt. Ltd.,CHANAKYA BAKERY PRODUCTS,CHANAKYA BAKERY PRODUCTS,100.0,EXACT,Long Term Bank Facilities,IVR BB (Reaffirmed),2025-02-21,HIGH,Other/Unknown,BRICKWORK,Term loans,B-,2026-03-05,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Fedora Sea Foods Private Limited,Fedora Sea Foods Pvt. Ltd.,FEDORA SEA FOODS,FEDORA SEA FOODS,100.0,EXACT,Long Term Fund Based Facilities- Term Loan,IVR BBB- (Upgraded) (Withdrawn),2025-06-09,HIGH,Agro/Food,CARE,Term loans,BBB,2026-03-11,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Cerebra Integrated Technologies Limited,Cerebra Integrated Technologies Ltd.,CEREBRA INTEGRATED TECHNOLOGIES,CEREBRA INTEGRATED TECHNOLOGIES,100.0,EXACT,Long/Short Term Bank Facilities (Proposed),IVR D (INC)(Reaffirmed),2026-01-23,LOW,Other/Unknown,CRISIL,Bank Guarantee,D,2025-07-31,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Orito Polyfab Private Limited,Orito Polyfab Pvt. Ltd.,ORITO POLYFAB,ORITO POLYFAB,100.0,EXACT,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-09-16,MEDIUM,Other/Unknown,IND-RA,Term loans,B,2025-07-18,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Sri Shyam Fashion India Private Limited,Sri Shyam Fashion India Pvt. Ltd.,SRI SHYAM FASHION,SRI SHYAM FASHION,100.0,EXACT,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-10-17,MEDIUM,Other/Unknown,BRICKWORK,Non-government debt,B,2026-03-13,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Sai Computers Limited,Sai Computers Ltd.,SAI COMPUTERS,SAI COMPUTERS,100.0,EXACT,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-03-28,HIGH,Other/Unknown,CRISIL,Letter Of credit,A 3+,2025-09-17,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Signet Industries Limited,Signet Industries Ltd.,SIGNET,SIGNET,100.0,EXACT,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),2025-05-29,HIGH,Other/Unknown,CRISIL,Letter Of credit,A 4,2025-10-24,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Essar Constructions India Limited,Essar Constructions India Ltd.,ESSAR CONSTRUCTIONS,ESSAR CONSTRUCTIONS,100.0,EXACT,Proposed Short Term Bank Facilities,IVR A3 (Reaffirmed & Withdrawn),2024-03-01,HIGH,Construction,IND-RA,Non-fund based working capital limit,A 3,2025-10-26,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Univastu India Limited,Univastu India Ltd.,UNIVASTU,UNIVASTU,100.0,EXACT,Short Term Bank Facilities,IVR A3 (Upgraded),2025-07-22,MEDIUM,Other/Unknown,BRICKWORK,Bank Guarantee,A 4,2026-02-03,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Orbit Resorts Limited,Orbit Resorts Ltd.,ORBIT RESORTS,ORBIT RESORTS,100.0,EXACT,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-12-29,LOW,Other/Unknown,BRICKWORK,Fund based financial facility/instrument,B,2025-11-21,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Interlace India Private Limited,Interlace India Pvt. Ltd.,INTERLACE,INTERLACE,100.0,EXACT,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-05-05,HIGH,Other/Unknown,CRISIL,Bank Guarantee,A 3,2025-09-18,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Jai Hanuman Udyog Limited,Jai Hanuman Udyog Ltd.,JAI HANUMAN UDYOG,JAI HANUMAN UDYOG,100.0,EXACT,Long Term Instruments/Facilities,IVR BB- (Upgraded)(Withdrawn),2024-07-10,HIGH,Other/Unknown,ACUITE,Long term Loans,BB+,2026-02-17,LOW,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
B N Agritech Limited,B N Agritech Ltd.,B N AGRITECH,B N AGRITECH,100.0,EXACT,Long Term Bank Facilities,IVR A (Upgraded),2025-11-06,MEDIUM,Agro/Food,BRICKWORK,Fund based financial facility/instrument,BB,2025-08-08,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
My Car Private Limited,My Car Pvt. Ltd.,MY CAR,MY CAR,100.0,EXACT,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-08-21,MEDIUM,Other/Unknown,CRISIL,Fund based financial facility/instrument,A 4,2025-05-30,HIGH,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Aequs Limited,Aequs Ltd.,AEQUS,AEQUS,100.0,EXACT,Long Term Bank Facilities,IVR BB (Reaffirmed and Withdrawn),2025-08-08,MEDIUM,Other/Unknown,CARE,Term loans,BBB-,2025-07-07,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Multiurban Infra Services Private Limited,Multiurban Infra Services Pvt. Ltd.,MULTIURBAN INFRA SERVICES,MULTIURBAN INFRA SERVICES,100.0,EXACT,Long Term Bank Facilities,Withdrawn,2025-02-24,HIGH,Infrastructure,IND-RA,Non-fund based working capital limit,A 4,2025-07-18,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Krishna Corporation,Krishna Corpindia Pvt. Ltd.,KRISHNA,KRISHNA,100.0,EXACT,Long Term Bank Facilities,IVR BB- (Reaffirmed),2025-07-15,MEDIUM,Other/Unknown,CRISIL,Long term Loans,A-,2026-03-10,LOW,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
