Company Name,Instrument,Current Rating (Full),Current Rating,Action,Rating Date,Days Since Rating,Urgency,Outlook,Sector,Is INC,Current Rater,Why Target,Pitch Angle
Ashish Infracon Private Limited,Short Term Facilities,IVR A4+ (Downgraded),IVR A4+,Downgraded,2025-11-04,220,MEDIUM,Nil,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SVP Industries Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-04,220,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
KLSR Infratech Limited,Proposed Short Term Non-Fund Based Facility - Bank Guarantee,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-03,221,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MEP Longjian ACR Private Limited,Long Term Bank Facilities - Proposed,IVR C- (INC)(Downgraded),IVR C- (INC),Downgraded,2025-11-03,221,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
KLSR Infratech Limited,Short Term Non-Fund Based Facility - Bank Guarantee,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-03,221,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MEP Longjian ACR Private Limited,Long Term Bank Facilities,IVR C- (INC)(Downgraded),IVR C- (INC),Downgraded,2025-11-03,221,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
KLSR Infratech Limited,Short Term Fund Based Facility - Short Term Loan (Working capital facility),IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-03,221,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Savera Auto Comps Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-03,221,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Savera Auto Comps Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-11-03,221,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Periyasamy Pillai Educational Trust,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-11-03,221,MEDIUM,Nil,Education,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
KLSR Infratech Limited,Proposed Long Term Fund Based Facility - CC,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-03,221,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
RP Multimetals Private Limited,Short Term Bank Facilities,IVR A3 (INC) (Downgraded),IVR A3 (INC),Downgraded,2025-11-03,221,MEDIUM,Nil,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
RP Multimetals Private Limited,Long Term Bank Facilities,IVR BBB- (INC) (Downgraded),IVR BBB- (INC),Downgraded,2025-11-03,221,MEDIUM,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Periyasamy Pillai Educational Trust,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-11-03,221,MEDIUM,Negative,Education,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
KLSR Infratech Limited,Long Term Fund Based Facility - CC,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-03,221,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sau Mathurabai Bhausaheb Thorat Sevabhavi Trust,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-10-31,224,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SISL Infotech Private Limited,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),IVR B+ (INC),Downgraded,2025-10-31,224,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Texport Syndicate India Limited,Short Term Facilities,IVR A3+ (INC)(Downgraded),IVR A3+ (INC),Downgraded,2025-10-31,224,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sau Mathurabai Bhausaheb Thorat Sevabhavi Trust,Proposed Long-Term / Short Term Bank Facilities,IVR B+ / IVR A4 ; (INC) (Downgraded/Reaffirmed),IVR B+ / IVR A4 ; (INC) (Downgraded/Reaffirmed),Downgraded,2025-10-31,224,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kirorimal Kashiram Marketing and Agencies Private Limited,Short Term Bank Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-10-30,225,MEDIUM,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shakti Nutritions Private Limited (Erstwhile Shakti Industries),Long Term Bank Facilities,IVR BB+ (INC) (Downgraded),IVR BB+ (INC),Downgraded,2025-10-30,225,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shakti Nutritions Private Limited (Erstwhile Shakti Industries),Short Term Bank Facilities,IVR A4+ (INC) (Downgraded),IVR A4+ (INC),Downgraded,2025-10-30,225,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nimbus Pipes Limited,Short Term Instruments/Facilities,IVR A4 (Downgraded),IVR A4,Downgraded,2025-10-30,225,MEDIUM,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Aditya Auto Industries,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-10-30,225,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kirorimal Kashiram Marketing and Agencies Private Limited,Long Term Bank Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-10-30,225,MEDIUM,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sivanssh Infrastructure Development Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-10-30,225,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Screen-o-Tex (India) Private Limited,Long Term Fund Based Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-10-30,225,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Rajasthan Cricket Association,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-10-30,225,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nimbus Pipes Limited,Long Term  Instruments/Facilities,IVR BB (Downgraded),IVR BB,Downgraded,2025-10-30,225,MEDIUM,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MEP Longjian Loha Waranga Road Private Limited,Long Term Bank Facilities - Proposed,IVR C- (INC)(Downgraded),IVR C- (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MEP Longjian VTR Private Limited,Long Term Bank Facilities - Proposed,IVR C- (INC)(Downgraded),IVR C- (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MEP Longjian CLR Private Limited,Long Term - Proposed Term Loan,IVR C- (INC)(Downgraded),IVR C- (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MEP Longjian Loha Waranga Road Private Limited,Long Term Bank Facilities,IVR C- (INC)(Downgraded),IVR C- (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MEP Longjian CLR Private Limited,Long Term Bank Facilities,IVR C- (INC)(Downgraded),IVR C- (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Silpa Projects & Infrastructure (India) Private Limited,Long Term Fund Based Bank Facilities - Cash Credit,IVR B (INC) (Downgraded),IVR B (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Avi Ansh Enterprises Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Silpa Projects & Infrastructure (India) Private Limited,Long Term Fund Based Bank Facilities - Term Loan,IVR B (INC) (Downgraded),IVR B (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Silpa Projects & Infrastructure (India) Private Limited,Long Term Fund Based Bank Facilities - Overdraft,IVR B (INC) (Downgraded),IVR B (INC),Downgraded,2025-10-29,226,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
