Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Days Overdue,Urgency,Status,Sector,Why Target,Pitch Angle
Brij Gopal Construction Co. Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 1,2025-05-08,400,35,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Thermotech Engineering (Pune) Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-05-08,400,35,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tata Sons Pvt. Ltd.,CRISIL,Bank Guarantee,AAA,2025-05-08,400,35,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tecton Engineering & Construction (India) Pvt. Ltd.,IND-RA,Non-fund based working capital limit,BBB,2025-05-08,400,35,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tecton Engineering & Construction (India) Pvt. Ltd.,IND-RA,Non-fund based working capital limit,BBB,2025-05-08,400,35,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Solex Energy Ltd.,CRISIL,Letter Of credit,A 3+,2025-05-08,400,35,HIGH,Initial Rating,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Solex Energy Ltd.,CRISIL,Term loans,BBB,2025-05-08,400,35,HIGH,Initial Rating,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Snowman Logistics Ltd.,IND-RA,Term loans,A+,2025-05-08,400,35,HIGH,Upgraded,Logistics,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Snam Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,A 2+,2025-05-08,400,35,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Snam Alloys Pvt. Ltd.,CRISIL,Letter Of credit,A 2+,2025-05-08,400,35,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Snam Alloys Pvt. Ltd.,CRISIL,Letter Of credit,A 2+,2025-05-08,400,35,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Snowman Logistics Ltd.,IND-RA,Term loans,A+,2025-05-08,400,35,HIGH,Initial Rating,Logistics,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dhan Steels Pvt. Ltd.,CARE,Non-government debt,B/A4,2025-05-08,400,35,HIGH,Downgraded,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Siddhartha Super Spg. Mills Ltd.,CRISIL,Long term Loans,B,2025-05-08,400,35,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Induss Food Products & Equipments Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-05-08,400,35,HIGH,Downgraded,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Mahakaleshwar Infratech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-08,400,35,HIGH,Downgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Lords Mark Industries Ltd. [Merged],CARE,Fund based financial facility/instrument,BB,2025-05-08,400,35,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Luminous Power Technologies Pvt. Ltd.,CRISIL,Letter Of credit,A 1+,2025-05-08,400,35,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Luminous Power Technologies Pvt. Ltd.,CRISIL,Term loans,AAA,2025-05-08,400,35,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Earth Syscom Pvt. Ltd.,CARE,Fund based financial facility/instrument,BB-,2025-05-08,400,35,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Spinora Tiles Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-08,400,35,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Spinora Tiles Pvt. Ltd.,CRISIL,Term loans,B,2025-05-08,400,35,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jatia Steel Ltd.,IND-RA,Term loans,BBB,2025-05-08,400,35,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jatia Steel Ltd.,IND-RA,Term loans,BBB,2025-05-08,400,35,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jatia Steel Ltd.,IND-RA,Bank Guarantee,A 3+,2025-05-08,400,35,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jatia Steel Ltd.,IND-RA,Term loans,BBB,2025-05-08,400,35,HIGH,Initial Rating,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
K C C Dhangaon Boregaon Expressway Pvt. Ltd.,ICRA,Term loans,A-,2025-05-08,400,35,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
K C C Chittoor Highways Pvt. Ltd.,ICRA,Term loans,A-,2025-05-08,400,35,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Yogiji Digi Ltd.,CRISIL,Term loans,B,2025-05-08,400,35,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kamat Yatriniwas Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-08,400,35,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
West Bengal State Electricity Distribution Co. Ltd.,ACUITE,Term loans,BBB,2025-05-09,399,34,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Zillion Infraprojects Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-05-09,399,34,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
West Bengal State Electricity Distribution Co. Ltd.,ACUITE,Bank Guarantee,A 3+,2025-05-09,399,34,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
West Bengal State Electricity Distribution Co. Ltd.,ACUITE,Letter Of credit,A 3+,2025-05-09,399,34,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jeevisha Foods Pvt. Ltd.,ICRA,Term loans,B+,2025-05-09,399,34,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ayoki Fabricon Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 3+,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ashika Stock Broking Ltd.,CRISIL,Long term Loans,BBB+,2025-05-09,399,34,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ashika Stock Broking Ltd.,CRISIL,Short-term loan,A 2+,2025-05-09,399,34,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Aseem Infrastructure Finance Ltd.,CARE,Non-government debt,AA+/A1+,2025-05-09,399,34,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rishabh Gold Jewels (India) Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Umang Realtech Pvt. Ltd.,CARE,Term loans,D,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Vandana Ispat Pvt. Ltd.,CRISIL,Long term Loans,BBB,2025-05-09,399,34,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Vaksh Steels Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-09,399,34,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Vaksh Steels Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-09,399,34,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Vaksh Steels Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-09,399,34,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Samhi Hotels Ltd.,CARE,Non-government debt,A-/A2+,2025-05-09,399,34,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Samhi Hotels Ltd.,CARE,Term loans,A-,2025-05-09,399,34,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Emdee Digitronics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-09,399,34,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Emdee Digitronics Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-05-09,399,34,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Vaksh Steels Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-05-09,399,34,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
V S P Enterprises Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rangotsav Lifestyle Pvt. Ltd.,IND-RA,Term loans,D,2025-05-09,399,34,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Eris Lifesciences Ltd.,IND-RA,Term loans,AA,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Essar Oil & Gas Exploration & Production Ltd.,ICRA,Term loans,A-,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Enrich Agro Food Products Pvt. Ltd.,CRISIL,Term loans,A,2025-05-09,399,34,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Enrich Agro Food Products Pvt. Ltd.,CRISIL,Term loans,A,2025-05-09,399,34,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Samhi J V Business Hotels Pvt. Ltd.,CARE,Non-government debt,A-/A2+,2025-05-09,399,34,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Samhi J V Business Hotels Pvt. Ltd.,CARE,Term loans,A-,2025-05-09,399,34,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Aditya Birla Housing Finance Ltd.,CRISIL,Long term Loans,AAA,2025-05-09,399,34,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Landmark Veneers Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Listenlights Pvt. Ltd.,CRISIL,Bank Guarantee,A 2,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
M M T C-Pamp India Pvt. Ltd.,ICRA,Fund based financial facility/instrument,A+,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
M M T C-Pamp India Pvt. Ltd.,ICRA,Non-government debt,A+/A1,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
M M T C-Pamp India Pvt. Ltd.,ICRA,Non-government debt,A+/A1,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Anuspa Heritage Products Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Anuspa Heritage Products Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-05-09,399,34,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Anuspa Heritage Products Pvt. Ltd.,CARE,Term loans,B+,2025-05-09,399,34,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sudhir Agro Oils Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-05-09,399,34,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Srico Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Srico Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajesh Projects (India) Pvt. Ltd.,CARE,Fund based financial facility/instrument,D,2025-05-09,399,34,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
