Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
C S L Finance Ltd.,ACUITE,Term loans,A-,2025-07-08,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Janakalyan Financial Services Pvt. Ltd.,CARE,Term loans,B+,2025-07-08,MEDIUM,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Small Industries Devp. Bank Of India,CARE,Short-term loan,A 1+,2025-07-07,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hero Housing Finance Ltd.,CRISIL,Long term Loans,AA+,2025-07-07,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Arthan Finance Pvt. Ltd.,ICRA,Fund based financial facility/instrument,BB+,2025-07-07,MEDIUM,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
A K Capital Finance Ltd.,CARE,Non-government debt,AA-/A1+,2025-07-07,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I C L Fincorp Ltd.,CRISIL,Term loans,BBB-,2025-07-07,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Jaika Automobiles & Finance Pvt. Ltd.,IND-RA,Term loans,BB,2025-07-07,MEDIUM,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I C I C I Home Finance Co. Ltd.,CARE,Debentures / Bonds / notes / bills,PP-MLD AAA,2025-07-07,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Indusind Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA+,2025-07-05,MEDIUM,BFSI,Active,Rating Watch,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Annapurna Finance Pvt. Ltd.,ICRA,Fund based financial facility/instrument,A-,2025-07-05,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Terra Financial Services Private Limited (Erstwhile Rashmi Exports Private Limited),Infomerics,Long Term Bank Facility (Proposed),Withdrawn,2025-07-04,MEDIUM,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Shree Ganga Finance Private Limited,Infomerics,Long Term Fund Bank Facilities - Term Loan,IVR BB+ (Assigned),2025-07-03,MEDIUM,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
LoanX Alder Apr 2025 (Originator: AMU Leasing Private Limited),Infomerics,Long Term - Series A1 PTCs,IVR BBB- (SO)(Affirmed),2025-07-01,MEDIUM,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
DJT Microfinance Private Limited,Infomerics,Proposed Long Term Bank Facilities,IVR BBB- (Assigned),2025-06-26,MEDIUM,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Uttrayan Financial Services Private Limited,Infomerics,Proposed term loan,IVR BBB- (Assigned),2025-06-20,MEDIUM,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Sugmya Finance Private Limited,Infomerics,Proposed Long Term Non-Convertible Debentures,Withdrawn,2025-06-19,MEDIUM,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Chetana Financial Services Private Limited,Infomerics,Long Term Bank Facilities - Term Loans,IVR D (Downgraded),2025-06-17,MEDIUM,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Shreesomnidhi Infrasolutions Private Limited,Infomerics,Issuer Rating,IVR BB (Assigned),2025-06-13,MEDIUM,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Reliance Commercial Finance Ltd.,BRICKWORK,Debentures / Bonds / notes / bills,PP-MLD D,2025-06-11,HIGH,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
I T I Gold Loans Ltd.,CRISIL,Long term Loans,A-,2025-06-11,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I T I Finance Ltd.,CRISIL,Long term Loans,A-,2025-06-11,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Fasttrack Housing Finance Ltd.,CRISIL,Long term Loans,BBB+,2025-06-11,HIGH,BFSI,Active,Upgraded,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
L I C Housing Finance Ltd.,CRISIL,Short-term loan,A 1+,2025-06-10,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Union Bank Of India,ICRA,Debentures / Bonds / notes / bills,AAA,2025-06-10,HIGH,BFSI,Active,Withdrawn,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sustainable Agro-Commercial Finance Ltd.,CARE,Long term Loans,D,2025-06-08,HIGH,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Religare Housing Devp. Finance Corpn. Ltd.,CARE,Term loans,BBB-,2025-06-08,HIGH,BFSI,Active,Upgraded,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mufin Green Finance Ltd.,ACUITE,Long term Loans,A-,2025-06-06,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Manibhavnam Home Finance India Pvt. Ltd.,ICRA,Term loans,BBB-,2025-06-06,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Navachetana Microfinance Services Private Limited,Infomerics,Proposed - Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-06-04,HIGH,BFSI,INC,Nil,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
AMU Leasing Private Limited,Infomerics,Long Term Fund Based Bank Facilities - Proposed,IVR BBB- (Assigned),2025-06-04,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Save Microfinance Private Limited,Infomerics,Long Term Bank Facilities - Term Loan,IVR BBB (Reaffirmed),2025-05-27,HIGH,BFSI,Active,Negative,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Subhlakshmi Finance Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),2025-05-21,HIGH,BFSI,INC,Negative,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Genesis Finance Co. Ltd.,BRICKWORK,Term loans,B,2025-05-12,HIGH,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Punjab National Bank,ICRA,Debentures / Bonds / notes / bills,AAA,2025-05-12,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Axis Finance Ltd.,CARE,Debentures / Bonds / notes / bills,PP-MLD AAA,2025-05-12,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
B W D A Finance Ltd.,ACUITE,Long term Loans,BB,2025-05-08,HIGH,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
E C L Finance Ltd.,BRICKWORK,Debentures / Bonds / notes / bills,PP-MLD A+,2025-05-06,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Edelweiss Financial Services Ltd.,BRICKWORK,Debentures / Bonds / notes / bills,PP-MLD A+,2025-05-06,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Kotak Mahindra Bank Ltd.,ICRA,Debentures / Bonds / notes / bills,AAA,2025-05-06,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Aadhar Housing Finance Ltd.,ICRA,Long term Loans,AA,2025-05-06,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Moneyboxx Finance Ltd.,IND-RA,Term loans,BBB,2025-05-06,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Srinidhi Credit Pvt. Ltd.,ACUITE,Long term Loans,BBB-,2025-05-06,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Lendingkart Finance Limited,Infomerics,Proposed Long Term Fund Based Bank Facilities,IVR A+ (Upgraded),2025-05-05,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Glowmore Finance Private Limited,Infomerics,Proposed Long-term Bank Facilities,IVR B- (INC)(Downgraded),2025-04-30,HIGH,BFSI,INC,Negative,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Nido Home Finance Limited,Infomerics,Proposed Commercial Paper (CPs),IVR A1+ (Assigned),2025-04-28,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Red Fort Capital Finance Company Private Limited,Infomerics,Proposed Non-Convertible Debentures,Withdrawn,2025-04-28,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Velicham Finance Private Limited,Infomerics,Long Term Fund Based Facilities,IVR BB+ (Upgraded and Withdrawn),2025-04-23,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
The Andhra Bank Farmers Service Co-Operative Society Limited,Infomerics,Fund based - Long Term bank facilities - Cash Credit,IVR B+ (Assigned),2025-04-21,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Satin Housing Finance Limited,Infomerics,Fund Based - Long Term Bank Facilities - Term loans,IVR A- (Reaffirmed)(Withdrawn),2025-04-16,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Navnidhi Continental Private Limited,Infomerics,Long Term Facilities,IVR BB+ (Assigned),2025-04-14,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
L & T Finance Ltd.,IND-RA,Non-government debt,AAA/A1+,2025-04-12,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Canbank Factors Ltd.,CRISIL,Long term Loans,AA,2025-04-12,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
India Infrastructure Finance Co. Ltd.,BRICKWORK,Debentures / Bonds / notes / bills,AAA,2025-04-11,HIGH,BFSI,Active,Withdrawn,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Purple Finance Ltd.,IND-RA,Term loans,BBB-,2025-04-11,HIGH,BFSI,Active,Initial Rating,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Chemm Finance Ltd.,IND-RA,Term loans,B+,2025-04-11,HIGH,BFSI,Active,Downgraded,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Lendingkart Finance Ltd.,CRISIL,Long term Loans,AA-,2025-04-11,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S M F G India Home Finance Co. Ltd.,CRISIL,Term loans,AAA,2025-04-09,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
