Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,Pipeline_Window,Call_Window,NCD_Linked,Captured_In_Aug_RM_Plan,Why_Target_Note,Recommended_Action,Trigger
Wave Beverages Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2026-02-09,234.5,Other,LOW/MEDIUM,Q1 2027,Nov–Dec 2026,False,True,₹234 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Wave Beverages Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),09-Feb-2026,234.5,Other,LOW,October 2026 + Q1 2027,Nov Wk1 (Nov 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Gauri Ganesh Ispat Private Limited,Infomerics,Long Term Bank Facility,IVR BB (INC)(Downgraded),22-Jan-2026,230.0,Other,LOW,October 2026,Oct Wk3 (Oct 15-21),False,True,₹230 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Gauri Ganesh Ispat Private Limited,Infomerics,Long Term Bank Facility,IVR BB (INC)(Downgraded),2026-01-22,230.0,Other,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,True,₹230 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Gauri Ganesh Ispat Private Limited,Infomerics,Long Term Bank Facility,IVR BB (INC)(Downgraded),22-Jan-2026,230.0,Other,LOW,October 2026 + Q1 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Pushpit Steels Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,17-Apr-2026,225.0,Steel & Metals,LOW,October 2026,Oct Wk2 (Oct 8-14),False,True,₹225 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Pushpit Steels Pvt. Ltd.,ACUITE,Letter Of credit,A 4+,2026-04-17,225.0,Steel & Metals,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,True,₹225 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Nectar Lifesciences Ltd.,BRICKWORK,Bank Guarantee,A 4,16-Jan-2026,223.01,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,True,₹223 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Krishna Constellation Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-02,223.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹223 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Krishna Constellation Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-24,223.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹223 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
N S C Projects Pvt. Ld.,CRISIL,Bank Guarantee,A 2,2025-12-01,218.0,Construction,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹218 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Renaatus Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,217.0,Construction,LOW,October 2026,Oct Wk3 (Oct 15-21),False,True,₹217 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Renaatus Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-23,217.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,True,₹217 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Renaatus Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,217.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,BB+,21-Nov-2025,214.0,Energy,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,True,₹214 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,BB+,20-Feb-2026,214.0,Energy,LOW,October 2026,Nov Wk3 (Nov 15-21),False,True,₹214 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,BB+,21-Nov-2025,214.0,Energy,MEDIUM,October 2026 + Q1 2027,Nov Wk3 (Nov 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
M R L Tyres Ltd.,CARE,Term Loan,BB+,12-Feb-2026,212.0,Automobiles,LOW,October 2026,Nov Wk2 (Nov 8-14),False,True,₹212 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Jai Hind Sugar Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-10,207.25,Agro & Food,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹207 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Dodhia Synthetics Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,203.3,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹203 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Dodhia Synthetics Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,203.3,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹203 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Myrayash Hotels Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (CE)(INC)(Reaffirmed),21-Jan-2026,200.0,Hotels & Tourism,LOW,October 2026,Oct Wk3 (Oct 15-21),False,True,₹200 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
QuadGen Wireless Solutions Private limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB/IVR A4; (INC) (Downgraded),30-Jan-2026,200.0,Steel & Metals,LOW,October 2026,Oct Wk4 (Oct 22-31),False,True,₹200 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
M R K R Constructions & Inds. Pvt. Ltd.,IND-RA,Fund-Based,A 3,2025-12-15,200.0,Construction,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹200 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Myrayash Hotels Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (CE)(INC)(Reaffirmed),2026-01-21,200.0,Hotels & Tourism,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,True,₹200 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
QuadGen Wireless Solutions Private limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB/IVR A4; (INC) (Downgraded),2026-01-30,200.0,Other,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,True,₹200 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
M R K R Constructions & Inds. Pvt. Ltd.,IND-RA,Fund-Based,A 3,2025-12-15,200.0,Construction,HOT,October 2026 + Q1 2027 + Q2 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Myrayash Hotels Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (CE)(INC)(Reaffirmed),21-Jan-2026,200.0,Hotels & Tourism,LOW,October 2026 + Q1 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
QuadGen Wireless Solutions Private limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB/IVR A4; (INC) (Downgraded),30-Jan-2026,200.0,Steel & Metals,LOW,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Dee Vee Projects Ltd.,ACUITE,Bank Guarantee,A 4+,11-Feb-2026,199.87,Construction,LOW,October 2026,Nov Wk2 (Nov 8-14),False,True,₹200 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
IQ City Foundation,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),09-Jan-2026,198.32,Other,LOW,October 2026,Oct Wk1 (Oct 1-7),False,True,₹198 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
IQ City Foundation,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2026-01-09,198.32,Other,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,True,₹198 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
IQ City Foundation,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),09-Jan-2026,198.32,Other,LOW,October 2026 + Q1 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
India Mega Agro Anaj Limited,Infomerics,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),2025-12-01,195.9,Agro & Food,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹196 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Shanti Gold International Limited,Infomerics,Long Term Bank Facilities,IVR BBB (INC)(Downgraded),03-Feb-2026,195.38,Jewellery/Gems,LOW,October 2026,Oct Wk4 (Oct 22-31),False,True,₹195 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Shanti Gold International Limited,Infomerics,Long Term Bank Facilities,IVR BBB (INC)(Downgraded),2026-02-03,195.38,Jewellery,LOW/MEDIUM,Q1 2027,Nov–Dec 2026,False,True,₹195 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Shanti Gold International Limited,Infomerics,Long Term Bank Facilities,IVR BBB (INC)(Downgraded),03-Feb-2026,195.38,Jewellery/Gems,LOW,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sri Bhagirath Textiles Ltd.,ACUITE,Term Loan,BB,2025-12-29,191.89,Textiles,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹192 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Mahendra Sponge & Power Ltd.,ACUITE,Letter of Credit,A 4+,21-Nov-2025,190.5,Energy,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,True,₹190 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Mahendra Sponge & Power Ltd.,ACUITE,Letter of Credit,A 4+,20-Feb-2026,190.5,Energy,LOW,October 2026,Nov Wk3 (Nov 15-21),False,True,₹190 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Pratibha Syntex Ltd.,ACUITE,Term Loan,C,2026-03-30,188.78,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,True,₹189 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
S V P Industries Ltd.,BRICKWORK,Fund-Based,BB-,2025-12-01,183.91,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹184 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
P C Patel Infra Pvt. Ltd.,ACUITE,Term Loan,BB+,21-Jan-2026,183.59,Construction,LOW,October 2026,Oct Wk3 (Oct 15-21),False,True,₹184 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Manbhum Ispat Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),2025-12-19,181.72,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹182 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
N T F (India) Pvt. Ltd.,BRICKWORK,Fund-Based,BB,08-Apr-2026,179.06,Other,LOW,October 2026,Oct Wk1 (Oct 1-7),False,True,₹179 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
N T F (India) Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,BB,2026-04-08,179.06,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,True,₹179 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
N T F (India) Pvt. Ltd.,BRICKWORK,Fund-Based,BB,08-Apr-2026,179.06,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
M S Agarwal Foundries Pvt. Ltd.,CRISIL,Term Loan,B+,26-Feb-2026,178.38,Other,LOW,October 2026,Nov Wk4 (Nov 22-30),False,True,₹178 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Ideal Movers Pvt. Ltd.,CRISIL,Fund-Based,B-,2025-12-10,175.65,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹176 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-Apr-2026,175.0,Construction,LOW,October 2026,Oct Wk1 (Oct 1-7),False,True,₹175 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Maruti Educational Trust,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-12-12,175.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹175 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-10,175.0,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,True,₹175 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
K K P Fine Linen Pvt. Ltd.,BRICKWORK,Fund-Based,BB,2025-12-03,171.82,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹172 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Shri Prabhulingeshwar Sugars and Chemicals Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),29-Jan-2026,169.57,Agro & Food,LOW,October 2026,Oct Wk4 (Oct 22-31),False,True,₹170 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Shri Prabhulingeshwar Sugars and Chemicals Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2026-01-29,169.57,Agro & Food,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,True,₹170 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Amrit Papers Private Limited (Erstwhile Amrit Agencies Indore Private Limited),Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-10,169.06,Paper/Packaging,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹169 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Apex Structure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,14-Apr-2026,167.9,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,True,₹168 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Apex Structure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-14,167.9,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,True,₹168 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Apex Structure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,14-Apr-2026,167.9,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sirmour Small Hydro Power Pvt. Ltd.,CRISIL,Term Loan,BB+,17-Oct-2025,160.0,Energy,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,True,₹160 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Sirmour Small Hydro Power Pvt. Ltd.,CARE,Term Loan,BB+,2025-12-15,160.0,Energy,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹160 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Sirmour Small Hydro Power Pvt. Ltd.,CRISIL,Term Loan,BB+,17-Oct-2025,160.0,Energy,MEDIUM,October 2026 + Q1 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Nature Delight Dairy & Dairy Products Private Limited,Infomerics,Long Term Facilities,IVR BBB- (INC)(Downgraded),09-Feb-2026,158.69,Agro & Food,LOW,October 2026,Nov Wk1 (Nov 1-7),False,True,₹159 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Nature Delight Dairy & Dairy Products Private Limited,Infomerics,Long Term Facilities,IVR BBB- (INC)(Downgraded),2026-02-09,158.69,Agro & Food,LOW/MEDIUM,Q1 2027,Nov–Dec 2026,False,True,₹159 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
Nature Delight Dairy & Dairy Products Private Limited,Infomerics,Long Term Facilities,IVR BBB- (INC)(Downgraded),09-Feb-2026,158.69,Agro & Food,LOW,October 2026 + Q1 2027,Nov Wk1 (Nov 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Hariom Industries Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC) (Downgraded),2025-12-18,155.4,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,₹155 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Amount Band (100-499cr)
