Company Name,Amt_Cr,NCD,Window_Count,Windows,Urgency,N_Instruments,Sector,Agencies,Tier,Aug_Week
Essem Auto Electricals Pvt. Ltd.,0.0,1,2,October 2026; Q2 2027,LOW (<90 days),5,Energy,CARE,TIER 1 — Senior RM,Aug Wk1
Euro Safety Footwear (India) Ltd.,0.0,1,1,October 2026,LOW,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Omnitech Engineering Ltd.,0.0,1,2,October 2026; Q2 2027,LOW (<90 days),6,IT/Technology,CARE,TIER 1 — Senior RM,Aug Wk1
Quippo Oil & Gas Infrastructure Ltd.,0.0,1,1,October 2026,MEDIUM,1,Construction,CARE,TIER 1 — Senior RM,Aug Wk1
Vikran Engineering Ltd.,0.0,1,1,October 2026,LOW,2,Manufacturing,CARE,TIER 1 — Senior RM,Aug Wk1
M R K R Constructions & Inds. Pvt. Ltd.,485.0,0,3,October 2026; Q1 2027; Q2 2027,HOT,4,Construction,CRISIL; IND-RA,TIER 2 — Mid-RM,Aug Wk2
K M Toll Road Pvt. Ltd.,481.03,0,1,Q2 2027,LOW (<90 days),2,Construction,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
MEP Longjian ACR Private Limited,469.77,0,1,October 2026,MEDIUM,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Shree Maheshwar Hydel Power Corpn. Ltd.,451.0,0,1,Q2 2027,LOW (<90 days),1,Energy/Power,CARE,TIER 2 — Mid-RM,Aug Wk2
Sadbhav Bhavnagar Highway Ltd.,434.49,0,1,October 2026,LOW,1,Construction,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Sanvijay Rolling & Engg. Ltd.,429.54,0,1,Q1 2027,HOT,2,Steel & Metals,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Mahendra Sponge & Power Ltd.,427.73,0,2,October 2026; Q1 2027,MEDIUM,4,Energy,ACUITE,TIER 2 — Mid-RM,Aug Wk2
N T F (India) Pvt. Ltd.,426.12,0,2,October 2026; Q2 2027,LOW (<90 days),4,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
K M C Constructions Ltd.,426.0,0,1,October 2026,LOW,1,Construction,ICRA,TIER 2 — Mid-RM,Aug Wk2
P C Patel Infra Pvt. Ltd.,418.59,0,2,October 2026; Q1 2027,HOT,2,Construction,ACUITE; BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Khalghat Sendhwa Tollways Pvt. Ltd.,416.51,0,1,Q1 2027,LOW/MEDIUM,1,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Shri S M Autade Pvt. Ltd.,416.5,0,1,Q1 2027,LOW/MEDIUM,4,Other,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Prompt Enterprises Pvt. Ltd.,412.97,0,1,Q1 2027,LOW/MEDIUM,2,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
C P L Pharmaceuticals Pvt. Ltd.,409.55,0,1,Q1 2027,HOT,1,Chemicals & Pharma,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Assam Electronics Development Corporation Limited,400.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,1,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
KLSR Infratech Limited,400.0,0,1,October 2026,MEDIUM,5,Construction,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Shree Naman Hotels Pvt. Ltd.,395.0,0,1,Q1 2027,HOT,2,Hotels & Tourism,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Wagad Infraprojects Pvt. Ltd.,378.0,0,1,October 2026,LOW,3,Construction,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Supreme Manor Wada Bhiwandi Infrastructure Pvt. Ltd.,377.0,0,1,Q2 2027,LOW (<90 days),1,Construction,CRISIL,TIER 2 — Mid-RM,Aug Wk2
P & Y Enterprises Pvt. Ltd.,374.78,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Globus Warehousing & Trdg. Pvt. Ltd.,371.0,0,1,Q1 2027,LOW/MEDIUM,2,Construction,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
T K Toll Road Pvt. Ltd.,370.95,0,1,Q2 2027,LOW (<90 days),1,Construction,ICRA,TIER 2 — Mid-RM,Aug Wk2
Cabbana Infrastructures Pvt. Ltd.,363.72,0,1,Q2 2027,LOW (<90 days),1,Construction,IND-RA,TIER 2 — Mid-RM,Aug Wk2
J P Infra Realty Pvt. Ltd.,350.0,0,1,Q2 2027,LOW (<90 days),1,Construction,IND-RA,TIER 2 — Mid-RM,Aug Wk2
QuadGen Wireless Solutions Private limited,350.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,4,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Caliber Mercantile Private Limited,348.41,0,1,Q1 2027,HOT,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Haryana Power Generation Corpn. Ltd.,340.15,0,1,October 2026,LOW,1,Energy,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Eversendai Construction Pvt. Ltd.,338.82,0,1,Q1 2027,HOT,3,Construction,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Halder Venture Ltd.,337.27,0,1,October 2026,LOW,1,Other,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Yatin Steels India Pvt. Ltd.,331.5,0,1,October 2026,LOW,2,Steel & Metals,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Kanakia Hotels & Resorts Pvt. Ltd.,322.5,0,1,October 2026,MEDIUM,1,Hotels & Tourism,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
M E P Sanjose Talaja Mahuva Road Pvt. Ltd.,316.52,0,1,October 2026,MEDIUM,2,Construction,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Sitwanto Devi Mahila Kalyan Sansthan,315.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Shri Govindaraja Mills Pvt. Ltd.,312.41,0,1,Q2 2027,LOW (<90 days),2,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Aequs Sez Pvt. Ltd.,310.0,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Mash Bio-Fuels Private Limited,307.43,0,1,Q1 2027,HOT,1,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Prathima Infrastructure Ltd.,306.0,0,1,October 2026,MEDIUM,2,Construction,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Shrinath Rotopack Pvt. Ltd.,304.26,0,1,October 2026,MEDIUM,3,Other,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Corrtech International Ltd.,303.98,0,1,Q1 2027,HOT,3,IT/Technology,CRISIL,TIER 2 — Mid-RM,Aug Wk2
The Seksaria Biswan Sugar Factory Limited,303.35,0,2,October 2026; Q1 2027,LOW/MEDIUM,2,Agro & Food,Infomerics,TIER 2 — Mid-RM,Aug Wk2
M E P Sanjose Mahuva Kagavadar Road Pvt. Ltd.,302.34,0,1,October 2026,MEDIUM,2,Construction,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Dodhia Synthetics Limited,301.16,0,1,Q1 2027,HOT,3,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Hind Offshore Pvt. Ltd.,300.0,0,2,October 2026; Q2 2027,LOW (<90 days),2,Mining & Minerals,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Hild Energy Pvt. Ltd.,299.9,0,1,Q1 2027,LOW/MEDIUM,3,Energy,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Infinity Infotech Parks Ltd.,297.64,0,1,October 2026,MEDIUM,2,IT/Technology,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Mapsko Builders Pvt. Ltd.,290.56,0,2,October 2026; Q1 2027,MEDIUM,2,Construction,BRICKWORK; CARE; CRISIL,TIER 2 — Mid-RM,Aug Wk2
Sharda Construction & Corpn. Pvt. Ltd.,290.0,0,1,October 2026,LOW,2,Construction,CARE,TIER 2 — Mid-RM,Aug Wk2
Reliable Exports (India) Pvt. Ltd.,289.99,0,1,October 2026,LOW,1,Logistics,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Amar Prakaash Developerss Pvt. Ltd.,288.67,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Jay Shree Tea & Inds. Ltd.,287.0,0,1,October 2026,MEDIUM,2,Agro & Food,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Grand Canyon SEZ Private Limited,283.03,0,1,October 2026,MEDIUM,1,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Avinash Developers Pvt. Ltd.,281.79,0,1,October 2026,LOW,2,Construction,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Kintech Synergy Pvt. Ltd.,279.89,0,1,October 2026,LOW,5,IT/Technology,CRISIL,TIER 2 — Mid-RM,Aug Wk2
M S Khurana Engg. Ltd.,275.0,0,1,October 2026,MEDIUM,2,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
M/S Idupulapadu Cotton Mills Private Limited,275.0,0,1,October 2026,MEDIUM,2,Agro & Food,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Arthanari Loom Centre (Textile) Pvt. Ltd.,273.26,0,2,October 2026; Q2 2027,LOW (<90 days),6,Textiles,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Gem Sugars Ltd.,273.13,0,1,October 2026,LOW,2,Agro & Food,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Aparna Constructions & Estates Pvt. Ltd.,270.0,0,2,October 2026; Q2 2027,MEDIUM,3,Construction,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Kute Sons Dairys Limited,269.17,0,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Indian Acrylics Limited,266.45,0,1,Q1 2027,HOT,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Indoshell Mould Ltd.,261.84,0,1,Q1 2027,LOW/MEDIUM,5,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Jai Hind Sugar Pvt. Ltd.,259.29,0,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Renaatus Projects Pvt. Ltd.,257.0,0,2,October 2026; Q2 2027,LOW (<90 days),3,Construction,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Jayantisuper Construction Pvt. Ltd.,253.6,0,1,October 2026,MEDIUM,2,Construction,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Goldenglobe Hotels Pvt. Ltd.,250.0,0,2,October 2026; Q2 2027,MEDIUM,2,Jewellery/Gems,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Renuka Realtors,250.0,0,1,October 2026,MEDIUM,1,Construction,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Yashnand Engineers & Contractors Pvt. Ltd.,249.5,0,1,October 2026,LOW,1,Manufacturing,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Uttamenergy Ltd.,248.0,0,2,October 2026; Q2 2027,LOW (<90 days),7,Energy,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Asian Hotels (West) Ltd.,247.76,0,1,Q2 2027,LOW (<90 days),1,Hotels & Tourism,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Great Value Fuels Pvt. Ltd.,246.2,0,2,October 2026; Q2 2027,LOW (<90 days),4,Energy,ICRA,TIER 2 — Mid-RM,Aug Wk2
Shanti Gold International Limited,245.38,0,2,October 2026; Q1 2027,LOW/MEDIUM,2,Jewellery,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Grospinz Fabz Limited,245.15,0,1,October 2026,MEDIUM,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Inderjit Mehta Constructions Private Limited,245.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,1,Construction,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Jaywant Sugars Ltd.,244.48,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Sri Avantika Contractors (I) Limited,243.47,0,1,October 2026,MEDIUM,2,Automobiles,Infomerics,TIER 2 — Mid-RM,Aug Wk2
R S A L Steel Pvt. Ltd.,242.14,0,1,Q2 2027,LOW (<90 days),2,Steel & Metals,ICRA,TIER 2 — Mid-RM,Aug Wk2
N B M Iron & Steel Trdg. Pvt. Ltd.,240.72,0,2,October 2026; Q2 2027,LOW (<90 days),4,Steel & Metals,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
F Robin Power Solutions Pvt. Ltd.,235.0,0,1,Q1 2027,LOW/MEDIUM,1,Energy,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Wave Beverages Private Limited,234.5,0,2,October 2026; Q1 2027,LOW/MEDIUM,1,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Malbros International Pvt. Ltd.,233.09,0,1,Q1 2027,LOW/MEDIUM,2,Other,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Gauri Ganesh Ispat Private Limited,230.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,1,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Mantri Developers Pvt. Ltd.,230.0,0,1,Q2 2027,LOW (<90 days),1,Other,CARE,TIER 2 — Mid-RM,Aug Wk2
Sathy Silks Pvt. Ltd.,229.7,0,2,October 2026; Q2 2027,LOW (<90 days),2,Other,CARE,TIER 2 — Mid-RM,Aug Wk2
Sau Mathurabai Bhausaheb Thorat Sevabhavi Trust,229.65,0,1,October 2026,MEDIUM,3,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Bansal Ship Breakers Pvt. Ltd.,227.46,0,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Kiran Infra Engineers Ltd.,225.0,0,1,October 2026,LOW,1,Construction,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Vatika Seven Elements Pvt. Ltd.,225.0,0,1,Q2 2027,LOW (<90 days),1,Other,CARE,TIER 2 — Mid-RM,Aug Wk2
V M Matere Infrastructures (India) Pvt. Ltd.,224.09,0,2,October 2026; Q2 2027,LOW (<90 days),4,Construction,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Krishna Constellation Pvt. Ltd.,223.0,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Miot Hospitals Pvt. Ltd.,221.89,0,1,October 2026,LOW,1,Healthcare,CARE,TIER 2 — Mid-RM,Aug Wk2
Assago Industries Pvt. Ltd.,220.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,CARE,TIER 2 — Mid-RM,Aug Wk2
KCP Infra Limited,220.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,4,Construction,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Maruti Educational Trust,220.0,0,1,Q1 2027,HOT,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Unitech Power Transmission Ltd.,220.0,0,1,October 2026,MEDIUM,2,Energy,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
R K Engineers Sales Ltd.,219.0,0,1,October 2026,MEDIUM,2,Manufacturing,CRISIL,TIER 2 — Mid-RM,Aug Wk2
N S C Projects Pvt. Ld.,218.0,0,1,Q1 2027,HOT,1,Construction,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Sri Jayalakshmi Automotives Pvt. Ltd.,217.72,0,2,October 2026; Q2 2027,LOW (<90 days),2,Automobiles,ICRA,TIER 2 — Mid-RM,Aug Wk2
Siddapur Distilleries Limited,215.14,0,2,October 2026; Q1 2027,LOW/MEDIUM,3,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Vishwaraj Sugar Inds. Ltd.,215.0,0,1,October 2026,MEDIUM,1,Agro & Food,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Signet Industries Ltd.,214.22,0,1,October 2026,MEDIUM,3,Manufacturing,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Pioneer Power Corpn. Ltd.,213.21,0,1,October 2026,MEDIUM,1,Energy,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Orbit Resorts Ltd.,212.67,0,1,October 2026,MEDIUM,2,Hotels & Tourism,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Bindra Steel Private Limited,210.0,0,1,October 2026,MEDIUM,2,Steel & Metals,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Sri Bhagirath Textiles Ltd.,208.89,0,1,Q1 2027,HOT,2,Textiles,ACUITE,TIER 2 — Mid-RM,Aug Wk2
M G T Motors Pvt. Ltd.,207.94,0,2,October 2026; Q2 2027,LOW (<90 days),4,Automobiles,ACUITE; CRISIL,TIER 2 — Mid-RM,Aug Wk2
Jai Hind Sugar Private Limited,207.25,0,1,Q1 2027,HOT,1,Agro & Food,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Myrayash Hotels Private Limited,205.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,2,Hotels & Tourism,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Aditya Construction Co. India Pvt. Ltd.,204.0,0,1,October 2026,LOW,1,Construction,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Cygnet Industries Ltd.,203.43,0,1,Q1 2027,LOW/MEDIUM,3,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Technoplast Packaging Pvt. Ltd.,202.0,0,3,October 2026; Q1 2027; Q2 2027,LOW/MEDIUM,5,IT/Technology,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Shri Prabhulingeshwar Sugars & Chemicals Ltd.,201.32,0,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,ACUITE,TIER 2 — Mid-RM,Aug Wk2
New Consolidated Construction Co. Ltd.,200.0,0,1,October 2026,LOW,2,Construction,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
S I S L Infotech Pvt. Ltd.,200.0,0,1,October 2026,LOW,2,IT/Technology,CARE,TIER 2 — Mid-RM,Aug Wk2
IQ City Foundation,198.32,0,2,October 2026; Q1 2027,LOW/MEDIUM,1,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Ideal Movers Pvt. Ltd.,198.0,0,1,Q1 2027,HOT,3,Other,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Wave Beverages Pvt. Ltd.,197.5,0,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Sri Raja Rajeswari Constructions (India) Pvt. Ltd.,197.0,0,1,October 2026,MEDIUM,1,Construction,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Karuna Management Services Ltd.,196.0,0,1,October 2026,LOW,2,Jewellery/Gems,CRISIL,TIER 2 — Mid-RM,Aug Wk2
S R Foils & Tissue Ltd.,196.0,0,1,Q2 2027,LOW (<90 days),2,Agro & Food,CRISIL,TIER 2 — Mid-RM,Aug Wk2
India Mega Agro Anaj Limited,195.9,0,1,Q1 2027,HOT,1,Agro & Food,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Mani Square Ltd.,195.5,0,1,Q2 2027,LOW (<90 days),3,Other,CARE,TIER 2 — Mid-RM,Aug Wk2
Welspun Michigan Engineers Ltd.,195.0,0,1,October 2026,MEDIUM,2,Manufacturing,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Swastik Pipe Limited,192.21,0,1,Q1 2027,LOW/MEDIUM,3,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Agrawal Infrabuild Private Limited,192.19,0,2,October 2026; Q1 2027,LOW/MEDIUM,2,Construction,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Ananda Dairy Intl. Ltd.,192.0,0,1,October 2026,MEDIUM,2,Agro & Food,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
T. K. Engineering Consortium Private Limited,191.59,0,1,Q1 2027,LOW/MEDIUM,2,Manufacturing,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Texport Syndicate India Limited,190.24,0,1,October 2026,MEDIUM,1,Logistics,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Manbhum Ispat Private Limited,190.05,0,1,Q1 2027,HOT,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Mayasheel Retail India Ltd.,190.0,0,2,October 2026; Q2 2027,LOW (<90 days),4,Media/Retail,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Prathista Inds. Ltd.,189.79,0,1,October 2026,LOW,2,Other,CRISIL,TIER 2 — Mid-RM,Aug Wk2
GSA Industries,189.22,0,2,October 2026; Q1 2027,LOW/MEDIUM,2,Manufacturing,Infomerics,TIER 2 — Mid-RM,Aug Wk2
S V P Industries Ltd.,187.91,0,1,Q1 2027,HOT,2,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Diamond Beverages Pvt. Ltd.,186.3,0,2,October 2026; Q2 2027,LOW (<90 days),3,Agro & Food,CARE,TIER 2 — Mid-RM,Aug Wk2
Pravara Renewable Energy Ltd.,186.08,0,1,Q2 2027,LOW (<90 days),1,Energy/Power,CARE,TIER 2 — Mid-RM,Aug Wk2
Magcore Lamination (India) Pvt. Ltd.,185.74,0,2,October 2026; Q2 2027,LOW (<90 days),6,Mining & Minerals,CRISIL,TIER 2 — Mid-RM,Aug Wk2
P S K Infrastructures & Projects Pvt. Ltd.,184.0,0,1,October 2026,LOW,1,Construction,ICRA,TIER 2 — Mid-RM,Aug Wk2
Kiri Oilfield Services Pvt. Ltd.,183.16,0,2,October 2026; Q2 2027,MEDIUM,5,Energy,CARE; CRISIL,TIER 2 — Mid-RM,Aug Wk2
SRC Company Infra Private Limited,183.0,0,1,October 2026,MEDIUM,2,Construction,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Oswal Cables Private Limited,180.57,0,1,October 2026,MEDIUM,2,Infrastructure,Infomerics,TIER 2 — Mid-RM,Aug Wk2
SVP Industries Limited,179.77,0,1,October 2026,MEDIUM,2,Manufacturing,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Atria Wind (Kadambur) Pvt. Ltd.,179.33,0,1,October 2026,MEDIUM,1,Energy,IND-RA,TIER 2 — Mid-RM,Aug Wk2
M S Agarwal Foundries Pvt. Ltd.,178.38,0,1,October 2026,MEDIUM,3,Other,BRICKWORK; CRISIL,TIER 2 — Mid-RM,Aug Wk2
Kalika Steel Alloys Pvt. Ltd.,178.15,0,1,October 2026,LOW,3,Steel & Metals,CARE,TIER 2 — Mid-RM,Aug Wk2
Bhagwati Industrial Group Ltd.,177.8,0,2,October 2026; Q2 2027,LOW (<90 days),6,Manufacturing,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Saswad Mali Sugar Factory Ltd.,177.06,0,2,October 2026; Q2 2027,LOW (<90 days),2,Agro & Food,CRISIL; IND-RA,TIER 2 — Mid-RM,Aug Wk2
Prince Corp Private Limited,176.96,0,1,Q1 2027,HOT,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
K K P Fine Linen Pvt. Ltd.,175.82,0,1,Q1 2027,HOT,2,Other,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Cybercity Builders & Developers Pvt. Ltd.,175.0,0,1,Q2 2027,LOW (<90 days),1,Construction,IND-RA,TIER 2 — Mid-RM,Aug Wk2
Amrit Papers Private Limited (Erstwhile Amrit Agencies Indore Private Limited),174.06,0,1,Q1 2027,HOT,2,Paper/Packaging,Infomerics,TIER 2 — Mid-RM,Aug Wk2
ATMASTCO Limited,173.19,0,1,October 2026,MEDIUM,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
P V R Projects Ltd.,173.0,0,1,October 2026,MEDIUM,2,Construction,ICRA,TIER 2 — Mid-RM,Aug Wk2
Alex Astral Power Pvt. Ltd.,172.5,0,1,October 2026,LOW,1,Energy,ACUITE,TIER 2 — Mid-RM,Aug Wk2
South India Paper Mills Ltd.,172.27,0,1,October 2026,LOW,2,Paper/Packaging,ICRA,TIER 2 — Mid-RM,Aug Wk2
Sri Anagha Refineries Pvt. Ltd.,172.0,0,2,October 2026; Q2 2027,LOW (<90 days),4,Other,CARE,TIER 2 — Mid-RM,Aug Wk2
Neo Metaliks Ltd.,171.2,0,1,Q1 2027,LOW/MEDIUM,2,Steel & Metals,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Vazron Industries Pvt. Ltd.,170.0,0,2,October 2026; Q2 2027,LOW (<90 days),2,Manufacturing,CARE,TIER 2 — Mid-RM,Aug Wk2
Wave Industries Pvt. Ltd.,170.0,0,1,October 2026,MEDIUM,3,Manufacturing,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Narbheram Power & Steel Pvt. Ltd.,169.85,0,1,October 2026,MEDIUM,2,Steel & Metals,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Krishna Corpindia Pvt. Ltd.,168.07,0,1,October 2026,MEDIUM,3,Other,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Apex Structure Pvt. Ltd.,167.9,0,2,October 2026; Q2 2027,LOW (<90 days),1,Other,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Aditya Vidyut Appliances Ltd.,167.0,0,1,Q2 2027,LOW (<90 days),2,Other,ICRA,TIER 2 — Mid-RM,Aug Wk2
Med Freshe Pvt. Ltd.,166.0,0,2,October 2026; Q2 2027,LOW (<90 days),4,Other,CARE; CRISIL,TIER 2 — Mid-RM,Aug Wk2
Mahakaleshwar Tollways Pvt. Ltd.,164.84,0,1,Q2 2027,LOW (<90 days),1,Construction,CARE,TIER 2 — Mid-RM,Aug Wk2
Travancore Titanium Products Ltd.,164.0,0,2,October 2026; Q2 2027,LOW (<90 days),2,Manufacturing,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Heritage Hospitals Ltd.,163.75,0,1,October 2026,MEDIUM,2,Healthcare,BRICKWORK,TIER 2 — Mid-RM,Aug Wk2
Lalitha Chem Inds. Pvt. Ltd.,162.0,0,2,October 2026; Q2 2027,LOW (<90 days),6,Chemicals & Pharma,CRISIL,TIER 2 — Mid-RM,Aug Wk2
Pioneer Genco Ltd.,161.03,0,1,October 2026,MEDIUM,1,Other,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Pratishtha Commercial Private Limited,161.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,2,Other,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Sirmour Small Hydro Power Pvt. Ltd.,160.0,0,2,October 2026; Q1 2027,HOT,1,Energy,CARE; CRISIL,TIER 2 — Mid-RM,Aug Wk2
Sterling Distillers Pvt. Ltd.,159.1,0,1,Q1 2027,LOW/MEDIUM,3,Other,ICRA,TIER 2 — Mid-RM,Aug Wk2
Nature Delight Dairy & Dairy Products Private Limited,158.69,0,2,October 2026; Q1 2027,LOW/MEDIUM,1,Agro & Food,Infomerics,TIER 2 — Mid-RM,Aug Wk2
Theni Guru Krishna Textile Mills Pvt. Ltd.,158.52,0,1,October 2026,MEDIUM,3,Textiles,ACUITE,TIER 2 — Mid-RM,Aug Wk2
Adie Broswon Breweries Pvt. Ltd.,158.28,0,2,October 2026; Q2 2027,LOW (<90 days),4,Other,ICRA,TIER 2 — Mid-RM,Aug Wk2
Heavy Metals & Tubes Ltd.,158.07,0,1,Q2 2027,LOW (<90 days),2,Steel & Metals,CARE,TIER 2 — Mid-RM,Aug Wk2
Accord Chemical Corporation,158.0,0,2,October 2026; Q1 2027,LOW/MEDIUM,2,Chemicals & Pharma,Infomerics,TIER 2 — Mid-RM,Aug Wk2
