Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle,New_Sector
G K B Lens Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Non-government debt,Letter Of credit,A 4,Reaffirmed,2025-08-04,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
G L S Films Inds. Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,D,Withdrawn,2025-06-26,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
G M Dalui & Sons Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-11-12,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
G N B Motors Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument,Fund based financial facility/instrument,B,Reaffirmed,2025-10-24,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Automobiles/Auto
G R S Ispat Co. Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,D,Reaffirmed,2025-07-29,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Steel/Metals
G R T Hotels & Resorts Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,B+,Withdrawn,2025-11-11,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Hotels/Tourism
G S Atwal & Co. (Engineers) Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,D,Reaffirmed,2025-08-21,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
G S D Constructions Indore Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-11-14,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Construction
G S Motors Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,A 4,Reaffirmed,2025-11-19,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Automobiles/Auto
G S N Ferro Alloys Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,D,Reaffirmed,2025-08-21,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Steel/Metals
G V P Infotech Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,D,Reaffirmed,2025-08-14,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",IT/Software
G-Next Media Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,A 4,Reaffirmed,2025-09-10,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Media/Retail
Gagan Media Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,B-,Reaffirmed,2025-09-18,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Media/Retail
Gagan Trexpo Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Non-government debt,Non-government debt,C/A4,Reaffirmed,2025-07-18,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Gajanan Extraction Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B+,Reaffirmed,2025-07-28,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Gajanand Corporation Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans,Long term Loans,C,Reaffirmed,2025-10-17,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Galaxy Concab India Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-09-01,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Galaxy Mica Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B+,Reaffirmed,2025-09-09,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Galaxy Papers Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,B,Reaffirmed,2025-09-15,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Paper/Packaging
Gammon India Ltd.,CARE,1,CARE,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,D,Reaffirmed,2025-07-22,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Ganga Bag Udyog Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2025-08-28,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Ganga Spintex Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,B,Downgraded,2025-07-07,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Textiles
Ganganagar Automobiles Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Long term Loans,Fund based financial facility/instrument,B+,Reaffirmed,2025-11-14,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Automobiles/Auto
Ganjam Nagappa & Son Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,D,Reaffirmed,2025-11-04,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Ganpati Moulders Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-06-25,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Garg Granites Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Reaffirmed,2025-08-21,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",IT/Software
Gargo Motors Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Long term Loans,Fund based financial facility/instrument,B+,Reaffirmed,2025-10-20,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Automobiles/Auto
Gargs Weldmesh Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,D,Reaffirmed,2025-09-11,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Gauri International Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,D,Reaffirmed,2025-11-19,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Gautambudh Cars Pvt. Ltd.,CARE,1,CARE,Fund based financial facility/instrument,Fund based financial facility/instrument,B-,Reaffirmed,2025-11-06,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Automobiles/Auto
Gayatri Projects Ltd.,CARE,1,CARE,Bank Guarantee | Long term Loans | Non-government debt | Term loans,Bank Guarantee,D,Reaffirmed,2025-07-17,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Gayatri Satya Infraworks (India) Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Downgraded,2025-09-11,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Geeta Threads Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,B,Reaffirmed,2025-07-28,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Textiles
Genesis I T Innovations Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-10-27,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Geno Pharmaceuticals Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-08-11,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Chemicals/Pharma
Geo Foundations & Structures Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,A 4,Reaffirmed,2025-10-09,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Ghatge Patil Transports Pvt. Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,D,Reaffirmed,2025-06-16,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Logistics
Girjai Infrastructures Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Short-term loan | Term loans,Bank Guarantee,A 3,Initial Rating,2025-07-30,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Infrastructure
Global Dent Aids Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,B+,Reaffirmed,2025-07-23,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Global Jewellery Pvt. Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-12-02,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Jewellery/Gems
Globe Panel Inds. India Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans | Term loans,Long term Loans,B,Withdrawn,2025-07-08,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Globetrotters Educational Innoventions Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BB+,Downgraded,2025-09-19,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Education
Glory Products Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Downgraded,2025-09-11,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Go Airlines (India) Ltd.,BRICKWORK,1,BRICKWORK,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,D,Reaffirmed,2025-07-17,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Godavari Plasto Containers Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Term loans,Letter Of credit,A 4,Reaffirmed,2025-12-05,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Gold Range Castings Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B+,Reaffirmed,2025-11-12,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Steel/Metals
Golden Agrarian Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,D,Reaffirmed,2025-06-19,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Golden Rock Granites Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,B+,Downgraded,2025-06-23,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",IT/Software
Golden Tobacco Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,D,Reaffirmed,2025-07-14,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
Goldust Consulting Services Pvt. Ltd. [Merged],IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Reaffirmed,2025-09-11,MEDIUM,4,YES,Other,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility",Other (Unclassified)
