Company Name,Current Raters,Rater Count,Instrument,Rating,Last Rating Date,Days Since Rating,Urgency,INC Flag,Sector,Call Today Reason,ACER Pitch Angle
Koshal Ceramics Pvt. Ltd.,ACUITE,1,Long term Loans,BB,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Purbanchal Laminates Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 4,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
R C C Developers Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,BB-,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
R C C Infraventures Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ranchi Expressways Ltd.,ICRA,1,Term loans,D,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ujjawal Proteins Pvt. Ltd.,BRICKWORK,1,Term loans,C,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Amulya Sea Foods,Infomerics,1,Long Term Bank Facilities - Working Capital Term Loan,IVR BB- (INC)(Downgraded),2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Bharati Motors Pvt. Ltd.,BRICKWORK | CARE,2,Bank Guarantee,A 4,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Jagdamba Timbers Pvt. Ltd.,CARE | CRISIL,2,Letter Of credit,A 4,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Satnam Global Infraprojects Ltd.,BRICKWORK | Infomerics,2,Bank Guarantee,D,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Arihant Sugar Inds. Ltd.,CARE,1,Term loans,D,2025-06-19,361,MEDIUM,YES,Agro/Food,INC — 361 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
C I C O Technologies Ltd.,CRISIL,1,Long term Loans,BB,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
D R S Millennium Pvt. Ltd.,CRISIL,1,Long term Loans,B+,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Golden Agrarian Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument,D,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Hanumat Wires Udyog Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Hassia Packaging Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-19,361,MEDIUM,YES,Manufacturing,INC — 361 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Hindusthan National Glass & Inds. Ltd.,CARE,1,Non-government debt,D,2025-06-19,361,MEDIUM,YES,Manufacturing,INC — 361 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
I A P Co. Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
J S K Marketing Ltd.,ACUITE,1,Letter Of credit,D,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
K K P Textiles Pvt. Ltd.,BRICKWORK,1,Non-fund-based financial facility/instrument,A 4,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kakatiya Pipes & Infra Pvt. Ltd.,CRISIL,1,Bank Guarantee,B,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kalapurna Steel & Engg. Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-19,361,MEDIUM,YES,Steel/Metals,INC — 361 days overdue | Sector: Steel/Metals,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kay Bee Indl. Alloys Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kerala Paper Products Ltd.,CRISIL,1,Bank Guarantee,D,2025-06-19,361,MEDIUM,YES,Manufacturing,INC — 361 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kurukshetra Expressway Pvt. Ltd.,CRISIL,1,Term loans,D,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Lee & Muirhead Pvt. Ltd.,CRISIL,1,Term loans,B+,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Lorenzo Vitrified Tiles Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,A 4,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Lovely International Pvt. Ltd.,CRISIL,1,Letter Of credit,D,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
M G Polyplast Inds. Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Madhav Govind Food Products Pvt. Ltd.,CRISIL,1,Term loans,B,2025-06-19,361,MEDIUM,YES,Agro/Food,INC — 361 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
Madhya Bharat Papers Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Mangalam Edu Gate,CRISIL,1,Term loans,B+,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Mega Automobiles Pvt. Ltd.,CRISIL,1,Long term Loans,B+,2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Modern Solar Pvt. Ltd.,CRISIL,1,Non-fund-based financial facility/instrument,A 4,2025-06-19,361,MEDIUM,YES,Infrastructure,INC — 361 days overdue | Sector: Infrastructure,"INC with current rater — ACER offers fresh start, analyst accessibility"
Prathvi Infrastructure Pvt. Ltd.,CARE,1,Bank Guarantee,A 4,2025-06-19,361,MEDIUM,YES,Construction,INC — 361 days overdue | Sector: Construction,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rex Sewing Machine Co. Pvt. Ltd.,CARE,1,Term loans,D,2025-06-19,361,MEDIUM,YES,Manufacturing,INC — 361 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
JPM Exports Private Limited,Infomerics,1,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
MS Fincap Private Limited,Infomerics,1,Long Term Fund Based Bank Facilities - Term Loans,IVR BB+ (INC)(Downgraded),2025-06-19,361,MEDIUM,YES,Other,INC — 361 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Jaidayal Hitex Pvt. Ltd.,BRICKWORK | CRISIL,2,Term loans,C,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kusalava Motors Pvt. Ltd.,BRICKWORK | CRISIL,2,Fund based financial facility/instrument,BBB-,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Tirupati Conductors Pvt. Ltd.,BRICKWORK | Infomerics,2,Bank Guarantee,A 4,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ardent Maschinfabrik Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ayushman Merchants Pvt. Ltd.,ICRA,1,Non-government debt,B+/A4,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Bhagwati Polyfill Pvt. Ltd.,ACUITE,1,Term loans,B,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Bhind Mihona Gopalpur Toll Roads Ltd.,CARE,1,Term loans,D,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
D L S Papers Pvt. Ltd.,BRICKWORK,1,Letter Of credit,A 4,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Essel Walajahpet Poonamallee Toll Roads Pvt. Ltd.,CARE,1,Bank Guarantee,D,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
G K Dairy & Milk Products Pvt. Ltd.,BRICKWORK,1,Term loans,C,2025-06-20,360,MEDIUM,YES,Agro/Food,INC — 360 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
Hanuman Agro Inds. Ltd.,CARE,1,Bank Guarantee,D,2025-06-20,360,MEDIUM,YES,Agro/Food,INC — 360 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
Intec Capital Ltd.,CARE,1,Fund based financial facility/instrument,D,2025-06-20,360,MEDIUM,YES,BFSI,INC — 360 days overdue | Sector: BFSI,"INC with current rater — ACER offers fresh start, analyst accessibility"
J M K Motors Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,B+,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Mhow Ghatabillod Toll Roads Pvt. Ltd.,CARE,1,Term loans,D,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Neccon Power & Infra Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-20,360,MEDIUM,YES,Infrastructure,INC — 360 days overdue | Sector: Infrastructure,"INC with current rater — ACER offers fresh start, analyst accessibility"
R K B Agro Inds. Ltd.,BRICKWORK,1,Term loans,C-,2025-06-20,360,MEDIUM,YES,Agro/Food,INC — 360 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rohini Textile Industry Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument,D,2025-06-20,360,MEDIUM,YES,Textiles,INC — 360 days overdue | Sector: Textiles,"INC with current rater — ACER offers fresh start, analyst accessibility"
Simran Feeds Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument,B+,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
"Transformers & Electricals, Kerala Ltd.",BRICKWORK,1,Bank Guarantee,A 4,2025-06-20,360,MEDIUM,YES,Other,INC — 360 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Adsun Electronics Pvt. Ltd.,CRISIL | Infomerics,2,Fund based financial facility/instrument,B,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Montage Enterprises Pvt. Ltd.,CRISIL | Infomerics,2,Fund based financial facility/instrument,B,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sab Motors Pvt. Ltd.,CARE | Infomerics,2,Fund based financial facility/instrument,D,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Aakavi Spinning Mills Pvt. Ltd.,CARE,1,Term loans,B-,2025-06-23,357,MEDIUM,YES,Textiles,INC — 357 days overdue | Sector: Textiles,"INC with current rater — ACER offers fresh start, analyst accessibility"
Accrete Pharmaceuticals Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Acetech Machinery Components India Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-23,357,MEDIUM,YES,Manufacturing,INC — 357 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Acumen Overseas Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Agri Search (India) Pvt. Ltd.,CRISIL,1,Term loans,B,2025-06-23,357,MEDIUM,YES,Agro/Food,INC — 357 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
Analyser Instrument Co. Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Arihant Solvex Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Armstrong Machine Builders Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-23,357,MEDIUM,YES,Manufacturing,INC — 357 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Asbesco (India) Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ascent Air Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ascent Yarns Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Century Led Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 4+,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Cryolor Asia Pacific Pvt. Ltd.,ICRA,1,Bank Guarantee,A 4+,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Dhatre Udyog Ltd.,CARE,1,Bank Guarantee,D,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Golden Rock Granites Pvt. Ltd.,CARE,1,Term loans,B+,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
J V Strips Ltd.,BRICKWORK,1,Letter Of credit,D,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Maktel Control & Systems Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Marks Pryor Marking Technology Pvt. Ltd.,CRISIL,1,Bank Guarantee,D,2025-06-23,357,MEDIUM,YES,IT/Software,INC — 357 days overdue | Sector: IT/Software,"INC with current rater — ACER offers fresh start, analyst accessibility"
Mehra Polytex Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Micromax Informatics Ltd.,ACUITE,1,Letter Of credit,A 4+,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Omprakash Roller Flour Mill Pvt. Ltd.,BRICKWORK,1,Term loans,C,2025-06-23,357,MEDIUM,YES,Agro/Food,INC — 357 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
Presidency Exports & Inds. Ltd.,ICRA,1,Non-government debt,D,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Pro-Interactive Services (India) Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ramelex Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-23,357,MEDIUM,YES,Other,INC — 357 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
