Company_Name,Instrument_Type,Current_Rater,Rating,Rating_Date,Urgency,Is_INC,Tier,Sector,State,Why_Target,ACER_Pitch_Angle,Source
Surajkiran Renewable Resources Ltd.,Term loans,CARE,AA-,30-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Surajkiran Solar Technologies Ltd.,Term loans,CARE,AA-,30-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Swastik Electrotech Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,18-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Swelect Energy Systems Ltd.,Term loans,CRISIL,A-,30-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
T P Central Odisha Distribution Ltd.,Non-fund-based financial facility/instrument,CRISIL,AA,08-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
T P Western Odisha Distribution Ltd.,Letter Of credit,ICRA,A 1+,20-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
T V S Electronics Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,A 1,17-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Talettutayi Solar Projects Four Pvt. Ltd.,Term loans,CARE,A+,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Talettutayi Solar Projects One Pvt. Ltd.,Term loans,IND-RA,BBB+,20-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Talettutayi Solar Projects Pvt. Ltd.,Term loans,ICRA,BBB,15-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Talettutayi Solar Projects Two Pvt. Ltd.,Term loans,IND-RA,BBB+,20-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tamilnadu Coke & Power Ltd.,Non-government debt,CARE,BB+/A4+,07-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Taqa Neyveli Power Co. Pvt. Ltd.,Long term Loans,CRISIL,AA-,30-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tata Electronics Products & Solutions Pvt. Ltd.,Term loans,IND-RA,AA+,31-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tata Power Co. Ltd.,Term loans,ICRA,AA+,08-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Techno Electromech Pvt. Ltd.,Term loans,IND-RA,BBB,26-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tehkhand Waste To Electricity Project Ltd.,Term loans,CARE,A-,18-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Telangana Power Generation Corpn. Ltd.,Long term Loans,ACUITE,BBB+,02-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tesla Power Equipments & Projects Ltd.,Term loans,IND-RA,BBB,09-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tirex Transmission Pvt. Ltd.,Term loans,ICRA,BBB,30-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tirunveli Solar Project Pvt. Ltd.,Term loans,CARE,AA+,12-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tornado Solarfarms Ltd.,Fund based financial facility/instrument,CARE,AA,07-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Torrent Electricals Ltd.,Bank Guarantee,CRISIL,A 1+,13-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Torrent Power Ltd.,Letter Of credit,CRISIL,A 1+,23-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Transmission Corporation Of Telangana Ltd.,Long term Loans,ACUITE,A-,30-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tripura State Electricity Corpn. Ltd.,Letter Of credit,ACUITE,A 3+,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Triveni Electroplast Pvt. Ltd.,Letter Of credit,CRISIL,A 3,16-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
True Power Ltd.,Letter Of credit,CRISIL,D,15-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Tulip Renewable Powertech Pvt. Ltd.,Term loans,IND-RA,A,10-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
U P Power Transmission Corpn. Ltd.,Term loans,IND-RA,A-,20-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
U-Solar Clean Energy Solutions Pvt. Ltd.,Letter Of credit,CRISIL,A 3,27-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ujjawala Power Pvt. Ltd.,Long term Loans,CRISIL,AAA,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
V S Lignite Power Pvt. Ltd.,Term loans,ICRA,BB+,09-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
V S V Renewables Pvt. Ltd.,Term loans,CARE,A,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vanilla Clean Power Pvt. Ltd.,Term loans,CRISIL,AA+,30-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vanshika Sugar & Power Inds. Ltd.,Term loans,CRISIL,BB,20-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Veh Srishti Energy Pvt. Ltd.,Term loans,ICRA,A-,30-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vena Energy J M D Power Pvt. Ltd.,Term loans,ICRA,A-,30-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vena Energy K N Wind Power Pvt. Ltd.,Term loans,IND-RA,AA-,29-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vena Energy Patan Power Pvt. Ltd.,Term loans,IND-RA,A+,09-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vena Energy Solar India Power Resources Pvt. Ltd.,Long term Loans,CRISIL,AA-,22-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Venwind Refex Power Ltd.,Bank Guarantee,ACUITE,A 2,09-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vertiv Energy Pvt. Ltd.,Bank Guarantee,CRISIL,AA,21-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vijay Transmission Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 2,31-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vishva Electrotech Ltd.,Letter Of credit,ACUITE,A 3+,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Vivid Solaire Energy Pvt. Ltd.,Term loans,IND-RA,A-,13-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Waaneep Solar Pvt. Ltd.,Term loans,CARE,A,26-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Waaree Renewable Technologies Ltd.,Term loans,IND-RA,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Warora-Kurnool Transmission Ltd.,Long term Loans,CRISIL,AAA,16-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Websol Energy System Ltd.,Term loans,CRISIL,BBB+,31-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Welspun Captive Power Generation Ltd.,Non-government debt,CARE,A+/A1+,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Western Transmission (Gujarat) Ltd.,Term loans,IND-RA,AAA,24-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Wind One Renergy Ltd.,Term loans,CARE,A-,28-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Wind Three Renergy Ltd.,Term loans,CARE,A-,28-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Winsol Solar Fields (Polepally) Pvt. Ltd.,Term loans,CRISIL,AA+,30-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
X L Xergi Power Pvt. Ltd.,Term loans,IND-RA,A,30-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Zemira Renewable Energy Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A B C Renewable Energy (Rj-01) Pvt. Ltd.,Term loans,IND-RA,AA-,01-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A B J A Power Pvt. Ltd.,Term loans,IND-RA,BBB,25-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A C M E Aklera Power Technology Pvt. Ltd.,Term loans,ICRA,AA-,23-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A C M E Pv Powertech Pvt. Ltd.,Term loans,CARE,AA-,08-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A C M E Raipur Solar Power Pvt. Ltd.,Term loans,ACUITE,AA-,08-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A C M E Rewa Solar Energy Pvt. Ltd.,Term loans,CARE,AA-,08-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A C M E Solar Power Technology Pvt. Ltd.,Long term Loans,CRISIL,A-,29-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A C M E Solar Rooftop Systems Pvt. Ltd.,Term loans,CRISIL,A-,01-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A M P Energy C & I One Pvt. Ltd.,Term loans,IND-RA,A,08-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A M P Energy Green Eleven Pvt. Ltd.,Term loans,IND-RA,A,08-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A M P Energy Green Fifteen Pvt. Ltd.,Term loans,IND-RA,A,08-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A M P Energy Green Twelve Pvt. Ltd.,Term loans,IND-RA,A,08-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A P I Ispat & Powertech Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 1+,10-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
A V I Renewable Energy Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,28-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Aarohi Solar Pvt. Ltd.,Term loans,CARE,BBB,17-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Abhitech Energycon Ltd.,Bank Guarantee,CRISIL,A 3,22-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
