Rank,Company_Name,Sector,Instrument,Current_Rater,Rating,Rating_Date,Urgency,INC_Flag,Tier,Why_Target,ACER_Pitch_Angle
435,Turbhe Chemicals Pvt. Ltd.,Mining & Minerals,Non-government debt | Term loans,CARE,B+/A4,2025-01-12,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (522 days),URGENT: CARE abandoned your Non-government debt | Term loans. ACER specializes in mining sector — rescue rating in 15 days.
436,Fie Refineries & Chemical Pvt. Ltd.,Mining & Minerals,Term loans,BRICKWORK,C,2025-02-07,HIGH,YES,ULTRA HOT,INC — BRICKWORK not cooperating | Rating overdue (496 days),URGENT: BRICKWORK abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
437,Cosmo Granites Pvt. Ltd.,Mining & Minerals,Term loans,CRISIL,B,2025-03-06,HIGH,YES,ULTRA HOT,INC — CRISIL not cooperating | Rating overdue (469 days) | Multi-agency — open to new raters,URGENT: CRISIL abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
438,Coalsale Co. Ltd.,Mining & Minerals,Bank Guarantee | Non-fund-based financial facility/instrument,CARE,A 4+,2025-03-07,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (468 days),URGENT: CARE abandoned your Bank Guarantee | Non-fund-based financial facility/instrument. ACER specializes in mining sector — rescue rating in 15 days.
439,Wellness Forever Medicare Ltd.,Mining & Minerals,Long term Loans | Non-fund based working capital limit | Term loans,IND-RA,B+,2025-03-07,HIGH,YES,ULTRA HOT,INC — IND-RA not cooperating | Rating overdue (468 days) | Multi-agency — open to new raters,URGENT: IND-RA abandoned your Non-fund based working capital limit | Term loans. ACER specializes in mining sector — rescue rating in 15 days.
440,Sand Dune Constructions Pvt. Ltd.,Mining & Minerals,Fund based financial facility/instrument,BRICKWORK,D,2025-04-07,HIGH,YES,ULTRA HOT,INC — BRICKWORK not cooperating | Rating overdue (437 days),URGENT: BRICKWORK abandoned your Fund based financial facility/instrument. ACER specializes in mining sector — rescue rating in 15 days.
441,Stoney Vinimay Pvt. Ltd.,Mining & Minerals,Long term Loans | Short-term loan,ACUITE,A 4+,2025-04-09,HIGH,YES,ULTRA HOT,INC — ACUITE not cooperating | Rating overdue (435 days),URGENT: ACUITE abandoned your Long term Loans | Short-term loan. ACER specializes in mining sector — rescue rating in 15 days.
442,Newton Engineering & Chemicals Ltd.,Mining & Minerals,Bank Guarantee | Letter Of credit,ACUITE,D,2025-04-11,HIGH,YES,ULTRA HOT,INC — ACUITE not cooperating | Rating overdue (433 days),URGENT: ACUITE abandoned your Bank Guarantee | Letter Of credit. ACER specializes in mining sector — rescue rating in 15 days.
443,Pearl Mineral & Mines Pvt. Ltd.,Mining & Minerals,Long term Loans,CRISIL,B+,2025-04-11,HIGH,YES,ULTRA HOT,INC — CRISIL not cooperating | Rating overdue (433 days),URGENT: CRISIL abandoned your Long term Loans. ACER specializes in mining sector — rescue rating in 15 days.
444,Sandhya Chemplast Pvt. Ltd.,Mining & Minerals,Bank Guarantee | Fund based financial facility/instrument,CRISIL,B+,2025-04-11,HIGH,YES,ULTRA HOT,INC — CRISIL not cooperating | Rating overdue (433 days),URGENT: CRISIL abandoned your Bank Guarantee | Fund based financial facility/instrument. ACER specializes in mining sector — rescue rating in 15 days.
445,Universal Petrochemicals Ltd.,Mining & Minerals,Bank Guarantee | Letter Of credit,BRICKWORK,A 4,2025-04-12,HIGH,YES,ULTRA HOT,INC — BRICKWORK not cooperating | Rating overdue (432 days),URGENT: BRICKWORK abandoned your Bank Guarantee | Letter Of credit. ACER specializes in mining sector — rescue rating in 15 days.
446,Creative Chain Stores Pvt. Ltd.,Mining & Minerals,Bank Guarantee | Letter Of credit,CARE,D,2025-05-11,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (403 days),URGENT: CARE abandoned your Bank Guarantee | Letter Of credit. ACER specializes in mining sector — rescue rating in 15 days.
447,Barak Valley Cements Ltd.,Mining & Minerals,Term loans,CARE,BB+,2025-05-12,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (402 days) | Multi-agency — open to new raters,URGENT: CARE abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
448,Norex Flavours Pvt. Ltd.,Mining & Minerals,Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,CRISIL,BBB,2025-05-12,HIGH,YES,ULTRA HOT,INC — CRISIL not cooperating | Rating overdue (402 days) | Multi-agency — open to new raters,URGENT: CRISIL abandoned your Letter Of credit | Term loans. ACER specializes in mining sector — rescue rating in 15 days.
449,Skyz Stones Pvt. Ltd.,Mining & Minerals,Fund based financial facility/instrument | Term loans,BRICKWORK,BB-,2025-05-12,HIGH,YES,ULTRA HOT,INC — BRICKWORK not cooperating | Rating overdue (402 days),URGENT: BRICKWORK abandoned your Fund based financial facility/instrument | Term loans. ACER specializes in mining sector — rescue rating in 15 days.
450,Davinder Sandhu Impex Pvt. Ltd.,Mining & Minerals,Long term Loans | Term loans,CARE,BB-,2025-06-05,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (378 days) | Multi-agency — open to new raters,URGENT: CARE abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
451,Baba Super Minerals Pvt. Ltd.,Mining/Minerals,Bank Guarantee,CRISIL,B+,2025-06-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
452,MDA Mineral Dhatu (AP) Private Limited,Mining/Minerals,Long Term Bank Facilities (including Proposed),Infomerics,IVR BB- (INC)(Downgraded),2025-02-17,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
453,Ramoji Granite Pvt. Ltd.,Mining/Minerals,Bank Guarantee,BRICKWORK,A 4,2025-06-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
454,Sega Granito LLP,Mining/Minerals,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),2025-02-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
455,Shri Coimbatore Jewellers India Pvt. Ltd.,Mining/Minerals,Bank Guarantee,CRISIL,A 4,2025-05-29,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
456,Tiwarta Coal Beneficiation Limited,Mining/Minerals,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-04-18,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
457,Vinayak Coal Traders Pvt. Ltd.,Mining/Minerals,Letter Of credit,BRICKWORK,A 4,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
458,Continental Corrugators Pvt. Ltd.,Paper/Packaging,Term loans,CARE,B,2025-06-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
459,Devrishi Papers Pvt. Ltd.,Paper/Packaging,Term loans,BRICKWORK,C,2025-05-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
460,Sangal Papers Ltd.,Paper/Packaging,Bank Guarantee,BRICKWORK,A 4,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
461,Shree Nageshwar Papers Ltd.,Paper/Packaging,Term loans,BRICKWORK,C,2025-06-11,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
462,Suyash Kraft & Papers Pvt. Ltd.,Paper/Packaging,Bank Guarantee,BRICKWORK,A 4,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
463,Abhishek Steel Inds. Pvt. Ltd.,Steel & Metals,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
464,Advait Steel Rolling Mills Pvt. Ltd.,Steel & Metals,Term loans,CRISIL,D,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
465,Amoda Iron & Steel Ltd.,Steel & Metals,Bank Guarantee,CRISIL,D,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
466,Dhan Steels Pvt. Ltd.,Steel & Metals,Non-government debt,CARE,B/A4,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
467,G L Metallica Pvt. Ltd.,Steel & Metals,Term loans,CRISIL,B,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
468,Ganga Iron & Steel Trading Co. Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 4,2025-05-23,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
469,Gurpreet Galvanising Pvt. Ltd.,Steel & Metals,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
470,International Tubes India Pvt. Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 4,2025-06-02,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
471,J N Tayal Steels Pvt. Ltd.,Steel & Metals,Term loans,CARE,B-,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
472,K B Sponge Iron Ltd.,Steel & Metals,Bank Guarantee,CARE,D,2025-05-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
473,Kaushal Ferro Metals Pvt. Ltd.,Steel & Metals,Bank Guarantee,CARE,A 4,2025-05-23,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
474,La Reliant Aluminium Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 4,2025-06-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
475,Mangalam Metals & Ores Ltd.,Steel & Metals,Fund based financial facility/instrument,CRISIL,B,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
476,Mehar Steels Pvt. Ltd.,Steel & Metals,Term loans,BRICKWORK,D,2025-05-07,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
477,Metal Storage Systems Pvt. Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 4,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
478,Mono Steel (India) Ltd.,Steel & Metals,Letter Of credit,CRISIL,A 4,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
479,Mukand Sumi Metal Processing Ltd.,Steel & Metals,Non-fund based working capital limit,IND-RA,A 4+,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
480,Nirav Metals Pvt. Ltd.,Steel & Metals,Bank Guarantee,CRISIL,A 4,2025-06-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
481,Oyster Steel & Iron Pvt. Ltd.,Steel & Metals,Bank Guarantee,CARE,D,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
482,P S R Metals Pvt. Ltd.,Steel & Metals,Term loans,BRICKWORK,D,2025-06-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
483,R J S Steels Pvt. Ltd.,Steel & Metals,Letter Of credit,BRICKWORK,A 4,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
484,R N Metals Pvt. Ltd.,Steel & Metals,Non-government debt,BRICKWORK,C,2025-06-17,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
485,Rama Ferro Alloys & Finance Pvt. Ltd.,Steel & Metals,Letter Of credit,CRISIL,A 4,2025-06-16,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
486,Sai Balaji Sponge Iron India Pvt. Ltd.,Steel & Metals,Letter Of credit,BRICKWORK,D,2025-05-30,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
487,Sargam Metals Pvt. Ltd.,Steel & Metals,Non-fund-based financial facility/instrument,ICRA,D,2025-05-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
