Rank,Company_Name,Sector,Instrument,Current_Rater,Rating,Rating_Date,Urgency,INC_Flag,Tier,Why_Target,ACER_Pitch_Angle
450,Davinder Sandhu Impex Pvt. Ltd.,Mining & Minerals,Long term Loans | Term loans,CARE,BB-,2025-06-05,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (378 days) | Multi-agency — open to new raters,URGENT: CARE abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
451,Baba Super Minerals Pvt. Ltd.,Mining/Minerals,Bank Guarantee,CRISIL,B+,2025-06-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
452,MDA Mineral Dhatu (AP) Private Limited,Mining/Minerals,Long Term Bank Facilities (including Proposed),Infomerics,IVR BB- (INC)(Downgraded),2025-02-17,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
453,Ramoji Granite Pvt. Ltd.,Mining/Minerals,Bank Guarantee,BRICKWORK,A 4,2025-06-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
454,Sega Granito LLP,Mining/Minerals,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),2025-02-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
455,Shri Coimbatore Jewellers India Pvt. Ltd.,Mining/Minerals,Bank Guarantee,CRISIL,A 4,2025-05-29,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
456,Tiwarta Coal Beneficiation Limited,Mining/Minerals,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-04-18,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
457,Vinayak Coal Traders Pvt. Ltd.,Mining/Minerals,Letter Of credit,BRICKWORK,A 4,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
458,Continental Corrugators Pvt. Ltd.,Paper/Packaging,Term loans,CARE,B,2025-06-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
459,Devrishi Papers Pvt. Ltd.,Paper/Packaging,Term loans,BRICKWORK,C,2025-05-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
460,Sangal Papers Ltd.,Paper/Packaging,Bank Guarantee,BRICKWORK,A 4,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
461,Shree Nageshwar Papers Ltd.,Paper/Packaging,Term loans,BRICKWORK,C,2025-06-11,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
462,Suyash Kraft & Papers Pvt. Ltd.,Paper/Packaging,Bank Guarantee,BRICKWORK,A 4,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
463,Abhishek Steel Inds. Pvt. Ltd.,Steel & Metals,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
464,Advait Steel Rolling Mills Pvt. Ltd.,Steel & Metals,Term loans,CRISIL,D,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
465,Amoda Iron & Steel Ltd.,Steel & Metals,Bank Guarantee,CRISIL,D,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
466,Dhan Steels Pvt. Ltd.,Steel & Metals,Non-government debt,CARE,B/A4,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
467,G L Metallica Pvt. Ltd.,Steel & Metals,Term loans,CRISIL,B,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
468,Ganga Iron & Steel Trading Co. Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 4,2025-05-23,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
469,Gurpreet Galvanising Pvt. Ltd.,Steel & Metals,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
470,International Tubes India Pvt. Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 4,2025-06-02,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
471,J N Tayal Steels Pvt. Ltd.,Steel & Metals,Term loans,CARE,B-,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
472,K B Sponge Iron Ltd.,Steel & Metals,Bank Guarantee,CARE,D,2025-05-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
473,Kaushal Ferro Metals Pvt. Ltd.,Steel & Metals,Bank Guarantee,CARE,A 4,2025-05-23,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
474,La Reliant Aluminium Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 4,2025-06-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
475,Mangalam Metals & Ores Ltd.,Steel & Metals,Fund based financial facility/instrument,CRISIL,B,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
476,Mehar Steels Pvt. Ltd.,Steel & Metals,Term loans,BRICKWORK,D,2025-05-07,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
477,Metal Storage Systems Pvt. Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 4,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
478,Mono Steel (India) Ltd.,Steel & Metals,Letter Of credit,CRISIL,A 4,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
479,Mukand Sumi Metal Processing Ltd.,Steel & Metals,Non-fund based working capital limit,IND-RA,A 4+,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
480,Nirav Metals Pvt. Ltd.,Steel & Metals,Bank Guarantee,CRISIL,A 4,2025-06-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
481,Oyster Steel & Iron Pvt. Ltd.,Steel & Metals,Bank Guarantee,CARE,D,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
482,P S R Metals Pvt. Ltd.,Steel & Metals,Term loans,BRICKWORK,D,2025-06-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
483,R J S Steels Pvt. Ltd.,Steel & Metals,Letter Of credit,BRICKWORK,A 4,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
484,R N Metals Pvt. Ltd.,Steel & Metals,Non-government debt,BRICKWORK,C,2025-06-17,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
485,Rama Ferro Alloys & Finance Pvt. Ltd.,Steel & Metals,Letter Of credit,CRISIL,A 4,2025-06-16,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
486,Sai Balaji Sponge Iron India Pvt. Ltd.,Steel & Metals,Letter Of credit,BRICKWORK,D,2025-05-30,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
487,Sargam Metals Pvt. Ltd.,Steel & Metals,Non-fund-based financial facility/instrument,ICRA,D,2025-05-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
488,Shamli Steels Pvt. Ltd.,Steel & Metals,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
489,Shree Vasu Steels Pvt. Ltd.,Steel & Metals,Letter Of credit,BRICKWORK,A 4,2025-05-19,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
490,Siddhi Ganesh Metal Pvt. Ltd.,Steel & Metals,Fund based financial facility/instrument,CRISIL,B,2025-05-29,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
491,Steel Space Pvt. Ltd.,Steel & Metals,Fund based financial facility/instrument,BRICKWORK,B+,2025-05-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
492,Taloja Steel Service Centre Ltd.,Steel & Metals,Non-fund-based financial facility/instrument,ICRA,D,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
493,V S Multi Metal Pvt. Ltd. [Merged],Steel & Metals,Term loans,BRICKWORK,C,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
494,Vaksh Steels Pvt. Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,D,2025-05-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
495,Vicor Stainless Pvt. Ltd. [Merged],Steel & Metals,Term loans,BRICKWORK,D,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
496,Vision Sponge Iron Pvt. Ltd.,Steel & Metals,Bank Guarantee,BRICKWORK,A 3,2025-05-16,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
497,Shubham Cotton Mills Pvt. Ltd.,Textiles,Term loans,BRICKWORK,C,2025-06-11,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
498,Arora Knit Fab Pvt. Ltd.,Textiles,Term loans,CARE,D,2025-05-12,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
499,Hillman Hosiery Mills Private Limited,Textiles,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),2025-05-08,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
500,Indigo Denim Pvt. Ltd.,Textiles,Bank Guarantee,BRICKWORK,D,2025-05-19,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
501,Jolly Spinning Mills Pvt. Ltd.,Textiles,Bank Guarantee,BRICKWORK,A 4,2025-06-11,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
502,K R V Spinning Mills Pvt. Ltd.,Textiles,Long term Loans,CRISIL,B+,2025-05-19,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
503,Linen Art Private Limited,Textiles,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-02-25,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
504,Madhur Knit Crafts Ltd.,Textiles,Bank Guarantee,CARE,A 4,2025-05-13,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
505,Mahabir Jute Mills Ltd.,Textiles,Bank Guarantee,BRICKWORK,A 4,2025-06-05,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
506,Omkar Textile Mills Pvt. Ltd.,Textiles,Term loans,BRICKWORK,C,2025-05-29,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
507,Oswal Knitting & Spinning Inds. Ltd.,Textiles,Letter Of credit,CARE,D,2025-06-02,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
508,P V R Spinning & Wvg. Ltd.,Textiles,Bank Guarantee,CRISIL,A 4,2025-06-12,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
509,Prasad Cotton Inds. Pvt. Ltd.,Textiles,Long term Loans,CRISIL,B,2025-05-29,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
510,Shri Annalakshmi Spinning Pvt. Ltd.,Textiles,Letter Of credit,BRICKWORK,A 4,2025-05-21,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
511,Sohrab Spinning Mills Ltd.,Textiles,Letter Of credit,CRISIL,D,2025-06-12,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
512,Sohrab Textile Mills Ltd.,Textiles,Term loans,ACUITE,D,2025-05-28,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
513,Srinivasa Cotton & Oil Mills Pvt. Ltd.,Textiles,Term loans,CRISIL,BB+,2025-05-21,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
514,Texwin Spinning Pvt. Ltd.,Textiles,Non-fund based working capital limit,IND-RA,A 4,2025-06-10,HIGH,YES,ULTRA HOT,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
515,Amrit Exports Pvt. Ltd.,Trading/Exports,Bank Guarantee,BRICKWORK,A 4,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
516,Chrysalis Trading Pvt. Ltd.,Trading/Exports,Non-government debt,BRICKWORK,D,2025-05-27,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
517,Shree Shankar Vijay Timber Exports Pvt. Ltd.,Trading/Exports,Bank Guarantee,CARE,D,2025-05-14,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
518,Amrutva Exports Pvt. Ltd.,Trading/Exports,Short-term loan,CRISIL,A 4,2025-05-29,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
519,Eswari Exports Pvt. Ltd.,Trading/Exports,Long term Loans,CRISIL,B,2025-05-22,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
520,Fauji Exim Pvt. Ltd.,Trading/Exports,Short-term loan,CRISIL,A 4,2025-05-22,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
521,K P L Exports Ltd.,Trading/Exports,Bank Guarantee,CARE,A 4,2025-06-11,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
522,Micronova Impex Pvt. Ltd.,Trading/Exports,Letter Of credit,BRICKWORK,D,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
523,Permeshwar Fashion Impex Pvt. Ltd.,Trading/Exports,Bank Guarantee,CRISIL,A 4+,2025-05-14,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
524,Ram Fashion Exports Pvt. Ltd.,Trading/Exports,Term loans,CRISIL,D,2025-05-14,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
525,S M P Exim Pvt. Ltd.,Trading/Exports,Long term Loans,CRISIL,B,2025-05-08,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
526,Star Iris Exports Pvt. Ltd.,Trading/Exports,Long term Loans,CRISIL,B,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
527,Sutapa International Exports Pvt. Ltd.,Trading/Exports,Term loans,CRISIL,B+,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
