Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates_To,Escalation_Date,Escalation_Month,Calling_Sequence,Amt_num,Amount_Cr_Display,Sector_Final,NCD_Flag,Source,Why Target,ACER Pitch Angle
Masti Health & Beauty Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.5,Rs5.50 Cr,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Lahoti Motors Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.5,Rs5.50 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahesh Cotspin Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.5,Rs5.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M-Tech Innovations Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-29,HOT,ULTRA HOT,2026-12-29,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.5,Rs5.50 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Primatel Fibcom Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.4,Rs5.40 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sai Primus Lifebiotech Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.25,Rs5.25 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pragati Ingots & Power Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.2,Rs5.20 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Multani Pharmaceuticals Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.1,Rs5.10 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ashirvad Food Products Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.08,Rs5.08 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kay Dee Communications Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Maha Hydraulics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S B W Udyog Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Syndicate Wiper Systems Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Anmol Industries Ltd.,CRISIL,Short-Term Loan,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
P P Kharpatil Constructions Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gayatri Infrastructure Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Global Technocrats Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gujarat Dyestuff Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J S S Steelitalia Ltd. [Merged],CRISIL,Letter of Credit,A 4,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kamal & Associates Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kamlesh Greencrete Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pacific Harish Inds. Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Biomedicon Care Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
G S R Ventures Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J P Rice & Foods Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Atlas Constructions Pvt. Ltd.,CRISIL,Term Loan,BBB,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Axel Polymers Ltd.,CRISIL,Letter of Credit,A 4,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B L International Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mediplus (India) Ltd.,CRISIL,Letter of Credit,A 4,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sumip Composites Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dee Control & Electric Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
P K T Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sidwin Fabric Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Bapuna Alcobrew Pvt. Ltd.,CRISIL,Bank Guarantee,A 3+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Space Age Associates Power-Infra Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",5.0,Rs5.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Nath Ji Ispat Ltd.,CRISIL,Letter of Credit,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.82,Rs4.82 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Moreshwar Trading Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.75,Rs4.75 Cr,Trading/Exports,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sumip Composites Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.6,Rs4.60 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rahman Hospitals Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.51,Rs4.51 Cr,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Alphamed Formulations Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.5,Rs4.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Satya Surya Aluminium Inds. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.5,Rs4.50 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Krishna Rolling Mills (Jaipur) Ltd.,CRISIL,Fund-Based,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.5,Rs4.50 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Srinav Oil Extraction Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.5,Rs4.50 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Veejay Syntex Pvt. Ltd.,CRISIL,Fund-Based,BB,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.5,Rs4.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M-Tech Innovations Ltd.,CRISIL,Fund-Based,BB,2025-12-29,HOT,ULTRA HOT,2026-12-29,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.42,Rs4.42 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kohinoor Grain Processing Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.35,Rs4.35 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M-Tech Innovations Ltd.,CRISIL,Short-Term Loan,A 4+,2025-12-29,HOT,ULTRA HOT,2026-12-29,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.35,Rs4.35 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Annamalaiar Mills Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.3,Rs4.30 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Biomedicon Care Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.3,Rs4.30 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Babulal Becharbhai Zaveri Golds & Diamonds Pvt. Ltd.,CRISIL,Term Loan,BB-,2025-12-16,HOT,ULTRA HOT,2026-12-16,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.2,Rs4.20 Cr,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S B W Udyog Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.0,Rs4.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
E V A Exotica Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.0,Rs4.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Progressive Fertichem Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.0,Rs4.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pure Petrochem India Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.0,Rs4.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Deva Drill Tech (India) Ltd.,CRISIL,Fund-Based,BB+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.0,Rs4.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishwa Glass & Ceramics Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",4.0,Rs4.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Corrtech International Ltd.,CRISIL,Term Loan,BB+,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",3.98,Rs3.98 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ashirvad Food Products Pvt. Ltd.,CRISIL,Term Loan,BB-,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",3.73,Rs3.73 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
