Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Amount_Cr,Sector,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Ghost_HOT_Note
Mahalaxmi Automotives Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,3.0,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Multifilms Plastics Pvt. Ltd.,CARE,Fund-Based,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,3.0,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Reep Industries Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,3.0,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Maa Amba Towers Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.82,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Masti Health & Beauty Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.7,Healthcare,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Chola Spinning Mills Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.61,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Autotech Non-Wovens Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.5,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Pawan Communications Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.5,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Frontech Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.25,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Maha Hydraulics Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Reep Industries Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.0,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Reep Industries Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.0,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shine Cot-Spin Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Ashirbad Agro Products Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,2.0,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mahalaxmi Automotives Pvt. Ltd.,CRISIL,Short-Term Loan,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.8,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tirupur Pandit Hosiery Millss Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.73,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Norex Flavours Pvt. Ltd.,BRICKWORK,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.7,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Champion Commercial Co. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.5,Other,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Multifilms Plastics Pvt. Ltd.,CARE,Non-Fund-Based,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.5,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Non-Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Chintpurni Steels Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.16,Steel & Metals,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Godavari Plasto Containers Pvt. Ltd.,CARE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.12,Other,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
B R D Car World Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.0,Other,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mithra Auto Agencies Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.0,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Norex Flavours Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
A R R Ess Industries Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.0,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Alishan Ginning Mills Pvt. Ltd.,CRISIL,Letter of Credit,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.0,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Alligare Chem Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,1.0,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
M/s Narayan Associates,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),2025-12-05,HOT,ULTRA HOT,2026-12-05,1.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Multifilms Plastics Pvt. Ltd.,CARE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.88,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Rangoli Industries Pvt. Ltd.,CRISIL,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.88,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Masti Health & Beauty Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.8,Healthcare,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sankar J P Sealing Technologies Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.5,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shanti Structure Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Rangoli Industries Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.43,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
United Rubber Inds. (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.25,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Maa Shitala Agro Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.24,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
S S Food Products Pvt. Ltd.,CARE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.24,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Maa Shitala Agro Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.11,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Champion Commercial Co. Ltd.,ICRA,Short-Term Loan,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,0.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sanvijay Rolling & Engg. Ltd.,BRICKWORK,Fund-Based,BB,2025-12-08,HOT,ULTRA HOT,2026-12-08,409.54,Steel & Metals,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Indian Acrylics Limited,Infomerics,Short Term Bank Facilities,IVR D (INC) (Reaffirmed),2025-12-08,HOT,ULTRA HOT,2026-12-08,154.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-08 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
