Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Pipeline_Window,Call_Window,Captured_In_Aug_RM_Plan,Why Target,ACER Pitch Angle,Recommended_Action
Continental Milkose (India) Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,40.0,Steel & Metals,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Golden Seams Inds. Pvt. Ltd.,IND-RA,NCD/Bond,BB-/A4+,27-Feb-2026,40.0,Jewellery/Gems,LOW,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
B C Sen & Co. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,39.5,Other,LOW,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sri Mouli Textiles Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,36.0,Construction,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Balaji Oil Industries Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,32.39,Energy,LOW,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
S G S Motors Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,32.0,Automobiles,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sri Venkateswara Spintex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,30.34,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Servotech India Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,30.0,IT/Technology,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Paracoat Products Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,27.5,Manufacturing,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bon Ton Softwares Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,26.14,IT/Technology,LOW,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ramya Reprographic Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,27-Feb-2026,25.5,Other,LOW,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Super Hygiene Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,25.0,Manufacturing,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Puneet Iron & Steel Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,22.0,Steel & Metals,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Pearl International Services Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,21.5,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
New Field Industrial Equipment Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,21.25,Manufacturing,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Anand Construwell Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,21.0,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Maya Construction Co. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,20.0,Construction,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Har Auto Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,18.0,Automobiles,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
M S Graphics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,18.0,Other,LOW,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vijay Engineering Equipment India Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,17.92,Manufacturing,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sun Steel Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,17.5,Steel & Metals,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sonale Fabrics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,17.1,Textiles,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Quality Tea Plantations Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,16.77,Agro & Food,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ultima Switchgears Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,15.5,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Elastochemie Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,15.4,Chemicals & Pharma,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kolluri Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,15.0,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
T C Communication Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,15.0,IT/Technology,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Cennet Biopharma Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,15.0,Chemicals & Pharma,LOW,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Egwood Boards & Panels Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,14.27,Paper/Packaging,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Unicon Technology Intl. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,14.04,IT/Technology,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kinjal Chemicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,14.0,Chemicals & Pharma,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Prits Leather Art Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,13.5,Other,LOW,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Style Marketing Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,13.0,Steel & Metals,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mega Vitrified Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,12.84,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Emdee Digitronics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,12.15,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Aarti Infrastructure & Buildcon Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,12.0,Construction,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
G M W Engineers Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.88,Manufacturing,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Dhara Petrochemicals Pvt. Ltd. [Merged],IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.5,Chemicals & Pharma,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Rekha Corporation Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.0,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Supreme Glazes Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.0,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shree Sita Ram Paper Mills Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.75,Paper/Packaging,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Premier Poultry Products Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,10.56,Agro & Food,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Athulitha Laboratories Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.52,Healthcare,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Goodwear Fashions Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.35,Textiles,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Chanakya Technos Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.3,IT/Technology,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Commercial Auto Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.0,Automobiles,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Eapro Global Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.0,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Optech Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,10.0,Manufacturing,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ozone Diamonds Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.0,Jewellery/Gems,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Trident Fabricators Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,9.95,Manufacturing,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Niyati Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,9.75,Manufacturing,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Motorsales Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,9.1,Automobiles,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sharma Pharmaceutical Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,9.0,Chemicals & Pharma,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Tashkent Oil Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,9.0,Energy,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Jai Kumar Arun Kumar Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.75,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Gayatri Microns Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.24,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Omkar Infracon Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.21,Construction,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Jatson Power Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.0,Energy,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Maniyar Refinery Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.0,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Notandas Gems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.0,Jewellery/Gems,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
S V Ispat Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,7.95,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Alpha Pacific Systems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,6.7,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
