Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,Sector,State,INC,Why Target,ACER Pitch Angle
Marelli Motherson Automotive Lighting India Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 1+,04-06-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Mehru Electrical & Mechanical Engineers Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,04-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Jagmohan Automotives Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 3+,03-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Innova Rubbers Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,02-06-2025,HIGH,Manufacturing,,N,"CARE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CARE: faster, more accessible, India-focused analyst team"
Walchandnagar Industries Ltd.,Bank Guarantee,ACUITE,A 4+,30-05-2025,HIGH,Manufacturing,,N,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
Automotive Stampings & Assemblies Ltd.,Fund based financial facility/instrument,CRISIL,A-,30-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Black Diamond Equipments Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,30-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
M E W Electricals Ltd.,Long term Loans,CRISIL,BBB-,30-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Castorgirnar Industries Pvt. Ltd.,Term loans,CRISIL,BBB,30-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Joshi Auto Zone Pvt. Ltd.,Term loans,CRISIL,BB+,30-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Pai International Electronics Ltd.,Non-government debt,ICRA,BBB/A3+,30-05-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Rockwell Automation India Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,AAA,29-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Shankar Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,29-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Sadhu Forging Ltd.,Non-government debt,ICRA,BBB-/A3,29-05-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Maurya Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,29-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Jagdhatri Papers Pvt. Ltd.,Long term Loans,CRISIL,BB+,28-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Jagatjit Industries Ltd.,Long term Loans,ACUITE,BB-,28-05-2025,HIGH,Manufacturing,,N,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
Transformers & Rectifiers (India) Ltd.,Non-government debt,IND-RA,A+/A1+,28-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Aravind Ceramics Pvt. Ltd.,Term loans,IND-RA,BB+,28-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Mojj Engineering Systems Ltd.,Non-fund based working capital limit,IND-RA,A 3+,28-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Kun Auto Co. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB+,27-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Apcotex Industries Ltd.,Non-fund-based financial facility/instrument,ICRA,A 1+,27-05-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Sanvira Industries Ltd.,Term loans,CRISIL,AA-,27-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Utkal Automobiles Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 3+,26-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Deki Electronics Ltd.,Letter Of credit,CRISIL,A 3+,26-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Autobahn Trucking Corpn. Pvt. Ltd.,Term loans,IND-RA,BBB-,26-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Taron Material Handling Equipments Pvt. Ltd.,Term loans,IND-RA,A-,26-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Siac S K H India Cabs Mfg. Pvt. Ltd.,Short-term loan,ICRA,A 2,26-05-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Ashok Auto Sales Ltd.,Fund based financial facility/instrument,CRISIL,BBB+,23-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Dhcube Industries Pvt. Ltd.,Non-government debt,CARE,BB/A4,23-05-2025,HIGH,Manufacturing,,N,"CARE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CARE: faster, more accessible, India-focused analyst team"
A B T Industries Ltd.,Term loans,ICRA,BB,23-05-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
South Asian Ceramic Tiles Pvt. Ltd.,Term loans,IND-RA,BBB+,22-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Chromewell Engineering Pvt. Ltd.,Term loans,ICRA,BBB-,21-05-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Ensol Multiclean Equipments Pvt. Ltd.,Term loans,ACUITE,BB,21-05-2025,HIGH,Manufacturing,,N,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
Simla Automobiles Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,BB+,20-05-2025,HIGH,Manufacturing,,N,"BRICKWORK client, high urgency renewal approaching","Pre-renewal outreach — ACER vs BRICKWORK: faster, more accessible, India-focused analyst team"
Abhijeet Plastics (India) Pvt. Ltd.,Term loans,CRISIL,BB+,20-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Sona B L W Precision Forgings Ltd.,Non-government debt,IND-RA,AA+/A1+,19-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Juliet Apparels Pvt. Ltd.,Long term Loans,CRISIL,D,19-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Mychoicee Knit & Apparels Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,16-05-2025,HIGH,Manufacturing,,N,"BRICKWORK client, high urgency renewal approaching","Pre-renewal outreach — ACER vs BRICKWORK: faster, more accessible, India-focused analyst team"
Triveni Engineering & Inds. Ltd.,Term loans,ICRA,AA+,16-05-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Sardar Motors (Auto Wheels) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,13-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Sanyo Special Steel Manufacturing India Pvt. Ltd.,Fund based financial facility/instrument,IND-RA,A-,13-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Vijay Garments Ltd.,Long term Loans,CRISIL,BB,12-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
S S F Plastics India Ltd.,Term loans,CRISIL,A,12-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Maxop Engineering Co. Pvt. Ltd.,Term loans,ICRA,A+,12-05-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Balasore Alloys Ltd.,Bank Guarantee,BRICKWORK,D,09-05-2025,HIGH,Manufacturing,,N,"BRICKWORK client, high urgency renewal approaching","Pre-renewal outreach — ACER vs BRICKWORK: faster, more accessible, India-focused analyst team"
Rajratan Global Wire Ltd.,Term loans,CRISIL,A+,09-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Snam Alloys Pvt. Ltd.,Letter Of credit,CRISIL,A 2+,08-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
I-Design Engineering Solutions Ltd.,Term loans,IND-RA,BBB,08-05-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Hi-Tech Gears Ltd.,Long term Loans,CRISIL,A-,08-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
J B M Auto Ltd.,Term loans,CRISIL,A,07-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Mutual Automotive Pvt. Ltd.,Term loans,CRISIL,A-,06-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Naini Papers Ltd.,Long term Loans,CRISIL,A-,06-05-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Atlas Pet Plas Industries Limited,Long Term Bank Facilities,Infomerics,IVR C (INC)(Downgraded),"September 2, 2025",MEDIUM,Manufacturing,,Y,Infomerics INC — company not cooperating; medium urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
Atlas Pet Plas Industries Limited,Long Term Bank Facilities - Proposed,Infomerics,IVR C (INC)(Downgraded),"September 2, 2025",MEDIUM,Manufacturing,,Y,Infomerics INC — company not cooperating; medium urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
Aventura Components Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"October 23, 2025",MEDIUM,Manufacturing,,Y,Infomerics INC — company not cooperating; medium urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
Aventura Components Private Limited,Short Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"October 23, 2025",MEDIUM,Manufacturing,,Y,Infomerics INC — company not cooperating; medium urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
Vijay Transformers,Proposed Long Term Fund Based Bank Facility - Cash Credit,Infomerics,IVR C (INC) (Downgraded),"December 2, 2025",MEDIUM,Manufacturing,,Y,Infomerics INC — company not cooperating; medium urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
Vijay Transformers,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,Infomerics,IVR C/IVR A4; (INC) (Downgraded & Reaffirmed),"December 2, 2025",MEDIUM,Manufacturing,,Y,Infomerics INC — company not cooperating; medium urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
Vijay Transformers,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,Infomerics,IVR A4 (INC) (Reaffirmed),"December 2, 2025",MEDIUM,Manufacturing,,Y,Infomerics INC — company not cooperating; medium urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
