Company Name,Current Rating Agency,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,INC,Amount (Cr),Sector,Why Target,ACER Pitch Angle
Nalari Ferro Alloys Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-03,376,HIGH,YES,7.50,Steel & Metals,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Siddapur Distilleries Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-03,376,HIGH,YES,2.00,Other/Diversified,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Spectrum Foods Ltd.,Brickwork,Term loans,D,2025-06-04,375,HIGH,YES,9.34,Agro & Food,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jay Ushin Ltd.,Brickwork,Letter Of credit,A 4,2025-06-04,375,HIGH,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Royal Embroidery Threads Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-04,375,HIGH,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
R E Infra Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-04,375,HIGH,YES,45.83,Infrastructure,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bhoomi Resources Pvt. Ltd.,Brickwork,Non-government debt,C/A4,2025-06-04,375,HIGH,YES,15.00,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Raunaq International Ltd.,Brickwork,Bank Guarantee,C,2025-06-04,375,HIGH,YES,20.00,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ganga Papers India Ltd.,Brickwork,Fund based financial facility/instrument,B+,2025-06-04,375,HIGH,YES,0.29,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Steelco Gujarat Ltd.,Brickwork,Bank Guarantee,D,2025-06-04,375,HIGH,YES,2.72,Steel & Metals,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
S A Iron & Alloys Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-06-04,375,HIGH,YES,3.00,Steel & Metals,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Pragati Spinners Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-04,375,HIGH,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shreelaxmikantam Sales Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-06-04,375,HIGH,YES,1.90,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nuchem Dyestuffs Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-04,375,HIGH,YES,7.00,Chemicals,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jeevan Polymers Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-06-05,374,HIGH,YES,10.00,Chemicals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Andhra Pradesh Township & Infrastructure Devp. Corpn. Ltd.,Brickwork,Term loans,BB-,2025-06-05,374,HIGH,YES,220.99,Infrastructure,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mahabir Jute Mills Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,3.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shri Gurudatt Sugars Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,2.00,Agro & Food,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kangaroo Hometex India Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-06-05,374,HIGH,YES,1.30,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sovika Chemicals Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,1.50,Chemicals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A B Udyog Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Century 21 Town Planners Pvt. Ltd.,Brickwork,Term loans,B-,2025-06-05,374,HIGH,YES,75.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
P S R Metals Pvt. Ltd.,Brickwork,Term loans,D,2025-06-05,374,HIGH,YES,2.07,Steel & Metals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Parikh Marketing Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,0.75,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Atlanta Infra Assets Ltd.,Brickwork,Term loans,D,2025-06-05,374,HIGH,YES,222.12,Infrastructure,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Darjeeling Organic Tea Estates Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-06-05,374,HIGH,YES,0.30,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A S A Agrotech Pvt. Ltd.,Brickwork,Non-government debt,B-/A4,2025-06-05,374,HIGH,YES,12.00,Agro & Food,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rukmani Polymers Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-05,374,HIGH,YES,30.00,Chemicals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Atlanta Ropar Tollways Pvt. Ltd.,Brickwork,Term loans,D,2025-06-05,374,HIGH,YES,134.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sarup Industries Ltd.,Brickwork,Letter Of credit,A 4,2025-06-05,374,HIGH,YES,3.50,Manufacturing,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mynah Industries Ltd.,Brickwork,Letter Of credit,D,2025-06-05,374,HIGH,YES,10.00,Manufacturing,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Asian Fertilizers Ltd.,Brickwork,Fund based financial facility/instrument,B-,2025-06-05,374,HIGH,YES,8.00,Chemicals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Pandhari Milk Pvt. Ltd.,Brickwork,Term loans,D,2025-06-05,374,HIGH,YES,32.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rawalwasia Textile Inds. Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-06,373,HIGH,YES,,Textiles,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
P K Timber Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-06,373,HIGH,YES,21.00,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jewel Overseas Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-06-06,373,HIGH,YES,33.00,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
G S Auto International Ltd.,Brickwork,Letter Of credit,A 4,2025-06-06,373,HIGH,YES,5.50,Manufacturing,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Melcon (Vizag) Pvt. Ltd.,Brickwork,Non-government debt,C/A4,2025-06-06,373,HIGH,YES,15.00,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Med Freshe Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-06,373,HIGH,YES,10.00,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
La Reliant Aluminium Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-06,373,HIGH,YES,1.00,Steel & Metals,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Maxgrow Overseas Ltd.,Brickwork,Bank Guarantee,D,2025-06-06,373,HIGH,YES,0.50,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Multiwal Pulp & Board Mills Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-06-06,373,HIGH,YES,0.25,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shyam Indus Power Solutions Pvt. Ltd.,Brickwork,Bank Guarantee,BB-,2025-06-06,373,HIGH,YES,262.50,Power & Energy,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bhagawati Oxygen Ltd.,Brickwork,Term loans,C,2025-06-06,373,HIGH,YES,4.47,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Simplex Castings Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-06-09,370,HIGH,YES,44.50,Steel & Metals,"Brickwork INC — mandate lapsed 370d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Singhal Commodities Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-09,370,HIGH,YES,7.00,Other/Diversified,"Brickwork INC — mandate lapsed 370d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
