Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,Quarter,Escalation_Month,Call_Window,Tier,NCD_Flag
M R K R Constructions & Inds. Pvt. Ltd.,IND-RA,Fund-Based,A 3,2025-12-15,200.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
H E S Infra Ltd.,IND-RA,Fund-Based,A 4+,2025-12-17,289.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Agroh Kodinar Veraval Highways Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Reaffirmed),2025-12-12,100.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
GRN Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-12-15,120.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Srijan Realty Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,68.6,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Ghanaram Infraengineers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-12,60.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
A C D C Saideep Buildcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-23,58.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Musaddilal Projects Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,57.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Srijan Realty Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,46.12,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
K N K Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,38.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
P P Kharpatil Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-08,36.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Space Age Associates Power-Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-23,28.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
A C D C Saideep Buildcon Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,2025-12-23,24.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Adhunik Infrastructures Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-10,20.5,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Gayatri Infrastructure Ltd.,CRISIL,Term Loan,B+,2025-12-10,20.11,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Panchdeep Constructions Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-18,20.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Skandhanshi Infra Projects India Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,20.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Srijan Realty Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,17.65,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Niladree Build-Tech Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,15.2,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Aishwaryagiri Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,15.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Tratec Engineers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-10,14.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
P K Construction Shimla Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,12.75,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Dwarakamai Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,12.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
A To Z Developers Ltd.,CRISIL,Term Loan,B+,2025-12-11,10.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Bharath Hi-Tech Builders Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,10.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Building Blocks Projects India Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,10.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
A To Z Developers Ltd.,CRISIL,Term Loan,B+,2025-12-11,9.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Atindra Construction Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-08,8.06,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
A C D C Saideep Buildcon Pvt. Ltd.,CRISIL,Term Loan,BB,2025-12-23,8.03,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
P P Kharpatil Constructions Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,5.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Gayatri Infrastructure Ltd.,CRISIL,Term Loan,B+,2025-12-10,5.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Atlas Constructions Pvt. Ltd.,CRISIL,Term Loan,BBB,2025-12-12,5.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
P K T Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,5.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Space Age Associates Power-Infra Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-23,5.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Manglam Infra & Engg. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-16,3.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
P K Construction Shimla Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,2.75,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Raj Kishore Engineering Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-08,2.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Raj Kishore Engineering Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,B+,2025-12-08,2.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Tratec Engineers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-10,2.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Atindra Construction Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-08,1.76,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Atindra Construction Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-08,1.5,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
K N K Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,1.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Niladree Build-Tech Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-11,1.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Adhunik Infrastructures Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-10,0.5,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Space Age Associates Power-Infra Pvt. Ltd.,CRISIL,Fund-Based,A 4,2025-12-23,0.5,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Manglam Infra & Engg. Ltd.,CRISIL,Fund-Based,BB+,2025-12-16,0.3,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Barak Valley Cements Ltd.,CARE,Term Loan,BB+,2025-12-05,14.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
A & T Infracon Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-05,10.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Supreme Road Transport Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-26,5.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Kashipur Infrastructure & Freight Terminal Pvt. Ltd.,BRICKWORK,Term Loan,BB-,2025-12-02,18.49,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Sree Venkateswara Road Constructions Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-04,13.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
H K Cement Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-08,1.17,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Swarnaa Techno Constructions Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,2025-12-15,66.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Swarnaa Techno Constructions Pvt. Ltd.,BRICKWORK,Fund-Based,BB-,2025-12-15,50.84,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Waterfront Constructions Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,60.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
B P R Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,BB-,2025-12-17,35.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
B P R Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,20.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
P C Patel Infra Pvt. Ltd.,BRICKWORK,Term Loan,BB-,2025-12-17,3.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
B P R Infrastructure Pvt. Ltd.,BRICKWORK,Fund-Based,BB-,2025-12-17,1.84,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Trishul Buildtech & Infrastructures Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-03,10.22,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Trishul Buildtech & Infrastructures Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-03,0.01,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Eversendai Construction Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,2025-12-05,45.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Eversendai Construction Pvt. Ltd.,ACUITE,Term Loan,BBB-,2025-12-05,3.82,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Jijau Infrastructure M U Project Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-10,56.2,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
N P Infraprojects India Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2025-12-16,37.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Goodwill Advance Construction Company Private Limited,Infomerics,Short Term Bank Facility,IVR A4+ (INC)(Downgraded),2025-12-02,40.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
K S D Construction,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-02,39.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Goodwill Advance Construction Company Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-02,26.61,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
OP Gupta Contractor Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),2025-12-02,25.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
K S D Construction,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2025-12-02,11.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
OP Gupta Contractor Private Limited,Infomerics,Long Term Bank Facility,IVR B+ (INC) (Downgraded),2025-12-02,10.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
M S V Constructions Company,Infomerics,Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-12-03,20.33,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
M S V Constructions Company,Infomerics,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-12-03,19.67,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Sattva Engineering Construction Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-04,44.5,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Sattva Engineering Construction Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-04,44.5,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Sattva Engineering Construction Private Limited,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),2025-12-04,24.62,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Sattva Engineering Construction Private Limited,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),2025-12-04,24.62,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
BLN Infra Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Reaffirmed),2025-12-05,19.72,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
BLN Infra Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-05,3.26,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
GRN Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-15,30.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
NK Construction Group,Infomerics,Long Term Facilities,IVR B+ (INC) (Downgraded),2025-12-15,24.53,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
NK Construction Group,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-15,3.75,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Sun N Wind Infra Energy Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-12-19,37.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
IRP Infra Tech Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-12-29,4.98,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Gupta Power Infrastructure Limited,Infomerics,Short Term Bank Facilities,IVR D (INC) (Reaffirmed),2026-01-14,2780.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Gupta Power Infrastructure Limited,Infomerics,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),2026-01-14,1180.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Bagkiya Constructions Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-30,25.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 6 — Medium/Low,Standard
Bagkiya Constructions Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-30,10.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 6 — Medium/Low,Standard
Bagkiya Constructions Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-30,1.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 6 — Medium/Low,Standard
Globus Warehousing & Trdg. Pvt. Ltd.,BRICKWORK,Bank Guarantee,BB,2026-01-02,365.45,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
KCP Infra Limited,Infomerics,Long Term Facilities/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),2026-01-16,101.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Inderjit Mehta Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2026-01-22,245.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Agrawal Infrabuild Private Limited,Infomerics,Short Term Facility,IVR A3+ (INC)(Downgraded),2026-01-28,130.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Sintex Prefab & Infra Ltd.,ACUITE,Short-Term Loan,A 4,2026-02-16,543.63,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Globus Warehousing & Trdg. Pvt. Ltd.,BRICKWORK,Term Loan,BB,2026-01-02,5.55,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Indicon Construction Pvt. Ltd.,IND-RA,Fund-Based,A 4,2026-01-09,20.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Worlds Window Infrastructure and Logistics Private Limited,Infomerics,Long Term Fund Based Limits - Cash Credit,IVR D (INC) (Reaffirmed),2026-01-01,85.5,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Worlds Window Infrastructure and Logistics Private Limited,Infomerics,Short Term Non-Fund Based Facilities - LC,IVR D (INC) (Reaffirmed),2026-01-01,29.1,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Worlds Window Infrastructure and Logistics Private Limited,Infomerics,Long Term Fund Based Limits â€“ Term Loan,IVR D (INC) (Reaffirmed),2026-01-01,15.4,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
MFAR Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Withdrawn),2026-01-16,81.8,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
MFAR Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Withdrawn),2026-01-16,81.8,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Brundavana Constructions Private Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Downgraded),2026-01-16,80.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
MFAR Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),2026-01-16,73.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
MFAR Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),2026-01-16,73.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
KCP Infra Limited,Infomerics,Fixed Deposit,IVR BB+ (INC)(Downgraded),2026-01-16,50.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
KCP Infra Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Downgraded),2026-01-16,49.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Brundavana Constructions Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),2026-01-16,25.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
KCP Infra Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),2026-01-16,20.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Srinivas Infrastructure Private Limited,Infomerics,Long Term Fund based facilities â€“ Cash Credit,IVR B (INC)(Downgraded),2026-01-16,7.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
KT Construction,Infomerics,Long Term Facilities,IVR BB (INC)(Reaffirmed),2026-01-20,45.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
KT Construction,Infomerics,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2026-01-20,32.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Morth Infrastructure Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2026-01-22,12.5,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Morth Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-01-22,6.55,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Spica Projects And Infrastructure Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),2026-01-23,53.85,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Spica Projects And Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),2026-01-23,6.01,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Sincon Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),2026-01-23,5.2,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Amit Buildwell Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),2026-01-27,18.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Amit Buildwell Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2026-01-27,7.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Agrawal Infrabuild Private Limited,Infomerics,Long Term Facilities,IVR BBB (INC)(Downgraded),2026-01-28,62.19,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,Standard
Shree Manglam Buildcon (I) Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),2026-02-10,117.0,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Jaymala Infrastructure Pvt. Ltd.,IND-RA,Term Loan,BBB-,2026-03-30,1986.53,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,Standard
S S S Hi-Tech Constructions Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2026-02-03,0.77,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Tushar Builders & BKP Infra LLP,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2026-02-02,59.99,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Vijay Kumar Sahu Infrastructure Private Limited,Infomerics,Long Term Facilities,IVR BB (INC) (Downgraded),2026-02-02,52.5,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Vijay Kumar Sahu Infrastructure Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Downgraded),2026-02-02,47.5,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Fastbuild Blocks Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-02-02,14.75,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Fastbuild Blocks Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-02-02,14.75,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Ambuj Hotel and Real Estate Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-02-03,40.0,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Sunny Infraprojects Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2026-02-03,33.0,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Sunny Infraprojects Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2026-02-03,15.0,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
Metaguard Engineers and Contractors,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2026-02-04,26.97,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,Standard
