Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Amount_Cr,Quarter,Escalation_Month,Escalation_Date,Call_Window,Tier,Priority_Score,Agency_Count,NCD_Flag,Source,Why Target,ACER Pitch Angle,Dual_Quarter
K M Toll Road Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2026-04-02,LOW (<90 days),0.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Ashish Infracon Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-02,LOW (<90 days),0.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
BGR Construction LLP,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2026-02-06,LOW/MEDIUM,99.5,Q1 2027,Feb 2027,2027-02-06,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-06 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
JHV Construction Company Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),2026-02-09,LOW/MEDIUM,63.94,Q1 2027,Feb 2027,2027-02-09,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Tushar Builders & BKP Infra LLP,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2026-02-02,LOW/MEDIUM,59.99,Q1 2027,Feb 2027,2027-02-02,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Vijay Kumar Sahu Infrastructure Private Limited,Infomerics,Long Term Facilities,IVR BB (INC) (Downgraded),2026-02-02,LOW/MEDIUM,52.5,Q1 2027,Feb 2027,2027-02-02,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Vijay Kumar Sahu Infrastructure Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Downgraded),2026-02-02,LOW/MEDIUM,47.5,Q1 2027,Feb 2027,2027-02-02,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Ambuj Hotel and Real Estate Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-02-03,LOW/MEDIUM,40.0,Q1 2027,Feb 2027,2027-02-03,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
R M N Infrastructures Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-31,LOW/MEDIUM,35.0,Q1 2027,Mar 2027,2027-03-31,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,2,1,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Sunny Infraprojects Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2026-02-03,LOW/MEDIUM,33.0,Q1 2027,Feb 2027,2027-02-03,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Krishna Buildestates Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,2026-03-26,LOW/MEDIUM,28.5,Q1 2027,Mar 2027,2027-03-26,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,2,1,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Anil Buildcon India Private Limited,Infomerics,Long Term /Short Term Bank Facility,IVR B+/IVR A4; (INC)(Downgraded),2026-02-09,LOW/MEDIUM,28.0,Q1 2027,Feb 2027,2027-02-09,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Metaguard Engineers and Contractors,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2026-02-04,LOW/MEDIUM,26.97,Q1 2027,Feb 2027,2027-02-04,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Metaguard Engineers and Contractors,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2026-02-04,LOW/MEDIUM,23.5,Q1 2027,Feb 2027,2027-02-04,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Sunny Infraprojects Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2026-02-03,LOW/MEDIUM,15.0,Q1 2027,Feb 2027,2027-02-03,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Fastbuild Blocks Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-02-02,LOW/MEDIUM,14.75,Q1 2027,Feb 2027,2027-02-02,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Fastbuild Blocks Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-02-02,LOW/MEDIUM,14.75,Q1 2027,Feb 2027,2027-02-02,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Shree Manglam Buildcon (I) Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2026-02-10,LOW/MEDIUM,4.0,Q1 2027,Feb 2027,2027-02-10,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-10 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
JHV Construction Company Private Limited,Infomerics,Short Term Bank Facilities,IVR A4  (INC)(Reaffirmed),2026-02-09,LOW/MEDIUM,2.0,Q1 2027,Feb 2027,2027-02-09,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
S S S Hi-Tech Constructions Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2026-02-03,LOW/MEDIUM,0.77,Q1 2027,Feb 2027,2027-02-03,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,D365,INC rating hits ULTRA HOT on 2027-02-03 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Anil Buildcon India Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC)(Reaffirmed),2026-02-09,LOW/MEDIUM,0.6,Q1 2027,Feb 2027,2027-02-09,Nov–Dec 2026,Tier 6 — Medium/Low,2,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
B N R Infrastructure Projects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-17,LOW/MEDIUM,0.0,Q1 2027,Mar 2027,2027-03-17,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,2,1,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Shiva Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,93.7,Q1 2027,Mar 2027,2027-03-26,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Sidharth Foundations & Housing Ltd.,ACUITE,Term Loan,BB,2026-03-06,LOW/MEDIUM,82.03,Q1 2027,Mar 2027,2027-03-06,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
L & W Construction Pvt. Ltd.,ICRA,Term Loan,BB+,2026-03-31,LOW/MEDIUM,70.0,Q1 2027,Mar 2027,2027-03-31,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Gama Infraprop Pvt. Ltd.,CARE,Letter of Credit,A 4,2026-03-23,LOW/MEDIUM,65.18,Q1 2027,Mar 2027,2027-03-23,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-23 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Both Q1+Q2
C5 Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,LOW/MEDIUM,65.0,Q1 2027,Mar 2027,2027-03-11,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Nirmal Buildinfra Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-13,LOW/MEDIUM,65.0,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Mapsko Builders Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-09,LOW/MEDIUM,60.0,Q1 2027,Mar 2027,2027-03-09,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Manisha Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,59.5,Q1 2027,Mar 2027,2027-03-25,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Tejas Constructions & Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-12,LOW/MEDIUM,59.0,Q1 2027,Mar 2027,2027-03-12,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Jain Housing & Constructions Ltd.,BRICKWORK,Term Loan,C,2026-03-30,LOW/MEDIUM,58.11,Q1 2027,Mar 2027,2027-03-30,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Rushabhdev Infraprojects Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,56.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Precision Infratech Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,55.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Yalavarti Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,50.0,Q1 2027,Mar 2027,2027-03-17,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
G V R Infraconstructions India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-12,LOW/MEDIUM,47.0,Q1 2027,Mar 2027,2027-03-12,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Ratan Buildtech Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-25,LOW/MEDIUM,45.0,Q1 2027,Mar 2027,2027-03-25,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Mapsko Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-09,LOW/MEDIUM,40.0,Q1 2027,Mar 2027,2027-03-09,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
M M Shawl Engineers & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-10,LOW/MEDIUM,40.0,Q1 2027,Mar 2027,2027-03-10,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Manisha Projects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-25,LOW/MEDIUM,39.0,Q1 2027,Mar 2027,2027-03-25,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Backbone Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,35.7,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Manisha Projects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-25,LOW/MEDIUM,35.0,Q1 2027,Mar 2027,2027-03-25,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Santhosh Buildwel Infra Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2026-03-06,LOW/MEDIUM,33.5,Q1 2027,Mar 2027,2027-03-06,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Renaissance Buildhome Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,32.5,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Begorra Infrastructure & Developers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-16,LOW/MEDIUM,32.5,Q1 2027,Mar 2027,2027-03-16,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Ramiya Constructions Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,31.43,Q1 2027,Mar 2027,2027-03-30,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Both Q1+Q2
Baibhaw Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,LOW/MEDIUM,30.0,Q1 2027,Mar 2027,2027-03-11,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Crescon Projects & Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,LOW/MEDIUM,30.0,Q1 2027,Mar 2027,2027-03-31,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Gujarat Agro Infrastructure Mega Food Park Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-13,LOW/MEDIUM,29.17,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
R S Infra-Transmission Ltd.,BRICKWORK,Fund-Based,A 4,2026-03-27,LOW/MEDIUM,29.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Singla Builders & Promoters Ltd.,BRICKWORK,Term Loan,C,2026-03-23,LOW/MEDIUM,23.38,Q1 2027,Mar 2027,2027-03-23,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-23 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Banshidhar Construction Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-03-31,LOW/MEDIUM,20.0,Q1 2027,Mar 2027,2027-03-31,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Renaissance Buildhome Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,18.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Oval Projects Engg. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,15.0,Q1 2027,Mar 2027,2027-03-30,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Senthil Construction Corpn. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-10,LOW/MEDIUM,15.0,Q1 2027,Mar 2027,2027-03-10,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Precision Infratech Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-27,LOW/MEDIUM,15.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Fastbuild Blocks Pvt. Ltd.,CRISIL,Term Loan,B-,2026-03-13,LOW/MEDIUM,14.55,Q1 2027,Mar 2027,2027-03-13,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Manisha Projects Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-25,LOW/MEDIUM,14.5,Q1 2027,Mar 2027,2027-03-25,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
D M R Builders Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-06,LOW/MEDIUM,14.0,Q1 2027,Mar 2027,2027-03-06,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Gaaneshkartikey Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,14.0,Q1 2027,Mar 2027,2027-03-17,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
U B V Infrastructures Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,13.0,Q1 2027,Mar 2027,2027-03-27,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Gama Infraprop Pvt. Ltd.,CARE,Term Loan,BB,2026-03-23,LOW/MEDIUM,11.89,Q1 2027,Mar 2027,2027-03-23,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,1,Standard,D365,INC rating hits ULTRA HOT on 2027-03-23 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Both Q1+Q2
