Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Month,Escalation_Date,Tier,Priority_Score,Agency_Count,Calling_Sequence,Amount_Cr,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Ajara Health Care & Research Centre Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,Dec 2026,2026-12-05,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,29.3,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Feather Spintex Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,29.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tulip Cotspin Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-18,HOT,Dec 2026,2026-12-18,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,28.49,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Saluja Steel & Power Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,28.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vimal Fire Controls Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,Dec 2026,2026-12-18,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,28.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Dakshinamurthy Agro Inds. Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,28.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Space Age Associates Power-Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-23,HOT,Dec 2026,2026-12-23,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,28.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Raj Vehicles Pvt. Ltd.,CRISIL,Fund-Based,BB-,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,27.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M R L Tyres Ltd.,CRISIL,Term Loan,BB+,2025-12-02,HOT,Dec 2026,2026-12-02,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,27.0,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kundan Cars Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-10,HOT,Dec 2026,2026-12-10,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,27.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sai Shreeja Cars Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,27.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Best Cheran Spintex India Pvt. Ltd. [Merged],CRISIL,Term Loan,B,2025-12-10,HOT,Dec 2026,2026-12-10,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,26.1,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V R P Telematics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,25.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Soyug Ltd.,CRISIL,Term Loan,BB,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,25.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Superon Schweisstechnik India Ltd.,CRISIL,Term Loan,B+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,25.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A C D C Saideep Buildcon Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,2025-12-23,HOT,Dec 2026,2026-12-23,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,24.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Affil Vitrified Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,22.87,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B L International Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-12,HOT,Dec 2026,2026-12-12,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,22.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Saluja Steel & Power Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,21.83,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Annamalaiar Mills Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-10,HOT,Dec 2026,2026-12-10,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,21.7,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M-Tech Innovations Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-29,HOT,Dec 2026,2026-12-29,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,21.4,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B L International Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-12,HOT,Dec 2026,2026-12-12,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,21.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Adhunik Infrastructures Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-10,HOT,Dec 2026,2026-12-10,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.5,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gayatri Infrastructure Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,Dec 2026,2026-12-10,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.11,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Karamveer Electronics Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Superon Schweisstechnik India Ltd.,CRISIL,Term Loan,B+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Amrit Polychem Ltd.,CRISIL,Letter of Credit,A 4,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dewas Metal Sections Ltd.,CRISIL,Term Loan,BB+,2025-12-09,HOT,Dec 2026,2026-12-09,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jeeban Suraksha Hospital Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ravi Dyeware Co. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Panchdeep Constructions Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-18,HOT,Dec 2026,2026-12-18,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kkrishna Vaahan Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shakun Gases Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Skandhanshi Infra Projects India Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kush Synthetics Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,19.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Liquinox Gases Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,19.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Lasa Laboratory Pvt. Ltd. [Merged],CRISIL,Term Loan,B,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,19.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Kaliswari Metal Powders Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-18,HOT,Dec 2026,2026-12-18,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,18.5,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Orange Auto Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,18.4,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M-Tech Innovations Ltd.,CRISIL,Term Loan,BB,2025-12-29,HOT,Dec 2026,2026-12-29,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,18.38,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Srijan Realty Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,17.65,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shanti Structure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,Dec 2026,2026-12-05,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,17.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Deron Properties Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,Dec 2026,2026-12-10,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,17.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ostern Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-17,HOT,Dec 2026,2026-12-17,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,17.4,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vinpack (India) Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,Dec 2026,2026-12-18,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,17.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Maa Amba Towers Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,Dec 2026,2026-12-05,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,16.18,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Miraj Engineering Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,Dec 2026,2026-12-05,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tulip Cotspin Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,Dec 2026,2026-12-18,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.45,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Niladree Build-Tech Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.2,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rahman Hospitals Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,Dec 2026,2026-12-19,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.14,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ideal Movers Pvt. Ltd.,CRISIL,Term Loan,B-,2025-12-10,HOT,Dec 2026,2026-12-10,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.1,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aishwaryagiri Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,Dec 2026,2026-12-05,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Madras Radiators & Pressings Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Hi-Tech Board Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,Dec 2026,2026-12-10,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aranthaangi Chemical Products Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Schwing Stetter (India) Pvt. Ltd.,CRISIL,Fund-Based,A 4+,2025-12-12,HOT,Dec 2026,2026-12-12,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dee Control & Electric Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-19,HOT,Dec 2026,2026-12-19,Tier 5 — HOT,5,1,Sep–Oct 2026 — Call 3 months ahead,15.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
